qid_date,stock_code,Unnamed: 0,real_return,prediction,close,pclose,new_close
20161206,300183,15419,0.019684,-0.50131935,26.42,25.91,26.42
20161206,300414,15420,0.014219,0.03666003,37.09,36.57,37.09
20161206,300136,15421,0.002454,0.19880992,28.6,28.53,28.6
20161207,300136,15422,0.025874,-0.39695743,29.34,28.6,29.34
20161207,300195,15423,-0.00507,-0.23270929,17.66,17.75,17.66
20161207,300246,15424,-0.013405,0.26659888,36.8,37.3,36.8
20161207,300512,15425,-0.018314,0.6955887,39.13,39.86,39.13
20161207,300145,15426,-0.020543,0.03484971,25.27,25.8,25.27
20161207,300548,15427,-0.026246,0.48567736,92.01,94.49,92.01
20161207,300398,15428,-0.029475,0.27338454,67.5,69.55,67.5
20161207,300299,15429,-0.034345,-0.081070215,24.18,25.04,24.18
20161207,300308,15430,-0.03754,0.010165198,24.1,25.04,24.1
20161207,300082,15431,-0.050781,-0.25117356,9.72,10.24,9.72
20161208,300156,15432,0.01074,0.27462977,25.41,25.14,25.41
20161208,300281,15433,0.004215,-0.50131935,19.06,18.98,19.06
20161208,300075,15434,-0.006247,-0.42749715,20.68,20.81,20.68
20161208,300367,15435,-0.007637,-0.29901248,22.09,22.26,22.09
20161208,300160,15436,-0.032653,-0.40498835,11.85,12.25,11.85
20161208,300015,15437,-0.033324,-0.063657,32.78,33.91,32.78
20161208,300015,15438,-0.033324,-0.29901248,32.78,33.91,32.78
20161208,300015,15439,-0.033324,0.17612302,32.78,33.91,32.78
20161208,300017,15440,-0.042812,-0.50131935,55.0,57.46,55.0
20161208,300136,15441,-0.051466,-0.4028126,27.83,29.34,27.83
20161209,300248,15442,0.000791,-0.50131935,25.3,25.28,25.3
20161209,300091,15443,-0.038828,0.5781265,14.11,14.68,14.11
20161209,300091,15444,-0.038828,-0.20050576,14.11,14.68,14.11
20161209,300153,15445,-0.040062,0.16417229,18.45,19.22,18.45
20161209,300366,15446,-0.050317,0.18415397,41.9,44.12,41.9
20161209,300106,15447,-0.058551,-0.50131935,16.24,17.25,16.24
20161209,300285,15448,-0.060171,0.26659888,37.33,39.72,37.33
20161209,300015,15449,-0.069555,-0.3295522,30.5,32.78,30.5
20161209,300015,15450,-0.069555,0.26659888,30.5,32.78,30.5
20161209,300015,15451,-0.069555,-0.23104548,30.5,32.78,30.5
20161209,300015,15452,-0.069555,0.17845786,30.5,32.78,30.5
20161209,300409,15453,-0.093825,-0.38731253,34.19,37.73,34.19
20161209,300246,15454,-0.096127,0.5337085,32.91,36.41,32.91
20161212,300255,15455,0.022459,-0.50131935,8.65,8.46,8.65
20161212,300365,15456,0.015124,0.7181474,39.6,39.01,39.6
20161212,300324,15457,0.012146,-0.25475356,20.0,19.76,20.0
20161212,300232,15458,0.011252,-0.31451255,14.38,14.22,14.38
20161212,300161,15459,0.010714,0.8728642,25.47,25.2,25.47
20161212,300015,15460,0.00918,0.114477225,30.78,30.5,30.78
20161212,300362,15461,-0.002639,0.27338454,18.9,18.95,18.9
20161212,300230,15462,-0.0075,0.40952355,31.76,32.0,31.76
20161212,300327,15463,-0.011392,-0.30486768,32.11,32.48,32.11
20161212,300188,15464,-0.022904,-0.39534345,21.33,21.83,21.33
20161213,300003,15465,0.008864,-0.31451255,18.21,18.05,18.21
20161213,300159,15466,0.006277,0.7122922,16.03,15.93,16.03
20161213,300406,15467,0.005851,0.032673992,22.35,22.22,22.35
20161213,300116,15468,-0.001575,-0.35269848,19.02,19.05,19.02
20161213,300070,15469,-0.002814,0.12314976,17.72,17.77,17.72
20161213,300015,15470,-0.004224,-0.15141797,30.65,30.78,30.65
20161213,300015,15471,-0.004224,0.5193398,30.65,30.78,30.65
20161213,300085,15472,-0.013121,-0.41951606,21.06,21.34,21.06
20161213,300301,15473,-0.016298,0.96334,8.45,8.59,8.45
20161213,300444,15474,-0.020382,0.43520176,23.07,23.55,23.07
20161213,300365,15475,-0.02702,0.71011645,38.53,39.6,38.53
20161213,300362,15476,-0.030159,-0.43552807,18.33,18.9,18.33
20161213,300197,15477,-0.034483,0.03484971,11.76,12.18,11.76
20161214,300334,15478,0.043122,-0.3537248,19.11,18.32,19.11
20161214,300353,15479,0.028553,-0.05562605,15.85,15.41,15.85
20161214,300319,15480,0.017711,0.2769646,37.35,36.7,37.35
20161214,300319,15481,0.017711,-0.2230644,37.35,36.7,37.35
20161214,300318,15482,0.017281,-0.29901248,8.83,8.68,8.83
20161214,300318,15483,0.017281,0.13279462,8.83,8.68,8.83
20161214,300403,15484,0.015127,0.015811425,63.08,62.14,63.08
20161214,300462,15485,0.013761,0.002134243,33.15,32.7,33.15
20161214,300387,15486,0.013087,-0.1853823,30.19,29.8,30.19
20161214,300197,15487,0.012755,-0.15842259,11.91,11.76,11.91
20161214,300412,15488,0.010059,0.6097405,34.14,33.8,34.14
20161214,300287,15489,0.008613,-0.11861453,11.71,11.61,11.71
20161214,300433,15490,0.005564,0.27462977,25.3,25.16,25.3
20161214,300145,15491,0.000813,-0.3295522,24.62,24.6,24.62
20161214,300294,15492,-0.002778,-0.063657,53.85,54.0,53.85
20161214,300078,15493,-0.009943,-0.41084352,25.89,26.15,25.89
20161215,300232,15494,0.031403,-0.15484256,14.78,14.33,14.78
20161215,300377,15495,0.028223,0.70426124,37.89,36.85,37.89
20161215,300143,15496,0.028139,0.6402806,28.5,27.72,28.5
20161215,300143,15497,0.028139,-0.063657,28.5,27.72,28.5
20161215,300299,15498,0.005862,-0.110583626,20.59,20.47,20.59
20161215,300200,15499,0.005402,0.61378545,18.61,18.51,18.61
20161215,300002,15500,-0.000927,0.06852607,10.78,10.79,10.78
20161215,300096,15501,-0.005542,0.18415397,16.15,16.24,16.15
20161216,300433,15502,0.013033,0.38222846,25.65,25.32,25.65
20161216,300438,15503,-0.002359,-0.16872868,33.83,33.91,33.83
20161216,300338,15504,-0.004295,-0.40498835,25.5,25.61,25.5
20161216,300326,15505,-0.004472,0.6218164,11.13,11.18,11.13
20161216,300370,15506,-0.010929,-0.24774897,9.05,9.15,9.05
20161216,300070,15507,-0.011014,0.34840208,17.06,17.25,17.06
20161219,300197,15508,0.055833,0.03484971,12.67,12.0,12.67
20161219,300096,15509,0.04,0.039984025,16.38,15.75,16.38
20161219,300096,15510,0.04,0.43520176,16.38,15.75,16.38
20161219,300365,15511,0.009582,0.70426124,41.09,40.7,41.09
20161219,300158,15512,0.006698,-0.07794263,19.54,19.41,19.54
20161219,300318,15513,0.004494,0.06566559,8.94,8.9,8.94
20161219,300338,15514,0.003922,-0.3064816,25.6,25.5,25.6
20161219,300219,15515,0.002918,0.076932915,13.75,13.71,13.75
20161219,300370,15516,0.00221,0.27923974,9.07,9.05,9.07
20161219,300281,15517,0.001662,-0.50131935,18.08,18.05,18.08
20161219,300275,15518,0.000477,0.14434591,20.98,20.97,20.98
20161219,300444,15519,-0.002985,0.10833409,23.38,23.45,23.38
