qid_date,stock_code,Unnamed: 0,real_return,prediction,close,pclose,new_close
20201204,300268,38740,0.084879,2.397148,15.21,14.02,15.21
20201204,300073,38741,0.056833,1.7966026,48.72,46.1,48.72
20201204,300785,38742,0.010254,0.49030444,102.46,101.42,102.46
20201204,300999,38743,0.009863,-0.35422832,71.67,70.97,71.67
20201204,300638,38744,-0.008027,-3.486975,58.08,58.55,58.08
20201204,300418,38745,-0.00876,-3.1256578,22.63,22.83,22.63
20201204,300296,38746,-0.024096,-2.3196347,7.29,7.47,7.29
20201204,300911,38747,-0.056071,-4.0105114,52.86,56.0,52.86
20201207,688777,38748,0.060189,4.1849146,115.55,108.99,115.55
20201207,688008,38749,0.015648,2.0410614,83.08,81.8,83.08
20201207,300034,38750,0.001039,0.068664245,28.9,28.87,28.9
20201207,688123,38751,-0.00075,-2.4269054,66.63,66.68,66.63
20201207,300348,38752,-0.003375,-3.5301578,20.67,20.74,20.67
20201207,300227,38753,-0.038088,-2.1409993,11.87,12.34,11.87
20201208,300014,38754,0.043164,3.6789134,66.46,63.71,66.46
20201208,300901,38755,0.002811,2.416145,28.54,28.46,28.54
20201208,300638,38756,0.00087,0.93216944,57.5,57.45,57.5
20201208,300122,38757,-0.003731,-2.29142,138.86,139.38,138.86
20201208,688050,38758,-0.005805,-1.061356,172.99,174.0,172.99
20201208,688567,38759,-0.017929,-1.6481266,31.77,32.35,31.77
20201209,688396,38760,0.042052,3.6726153,69.88,67.06,69.88
20201209,688200,38761,0.004056,2.2066689,321.8,320.5,321.8
20201209,688561,38762,0.002677,0.78353953,108.64,108.35,108.64
20201209,688066,38763,-0.001948,-2.7667284,40.99,41.07,40.99
20201209,300294,38764,-0.00448,-0.8751458,37.78,37.95,37.78
20201210,300454,38765,0.033667,3.452965,217.07,210.0,217.07
20201210,300440,38766,0.019759,2.8655968,9.29,9.11,9.29
20201210,300760,38767,0.011862,1.5762979,355.7,351.53,355.7
20201210,300829,38768,0.010707,0.31024686,102.89,101.8,102.89
20201210,300413,38769,0.001926,-1.3919196,67.64,67.51,67.64
20201210,300413,38770,0.001926,-1.1485841,67.64,67.51,67.64
20201210,300316,38771,-0.017201,-4.9366107,29.14,29.65,29.14
20201210,688169,38772,-0.023793,-4.1190586,929.33,951.98,929.33
20201210,300014,38773,-0.025295,-4.3208146,64.35,66.02,64.35
20201211,300087,38774,0.0777,3.5670595,24.55,22.78,24.55
20201211,300101,38775,0.037823,1.5814351,15.64,15.07,15.64
20201211,300271,38776,0.017453,1.6483593,25.65,25.21,25.65
