qid_date,stock_code,Unnamed: 0,real_return,prediction,close,pclose,new_close
20181206,300137,25958,0.033708,3.08957,9.2,8.9,9.2
20181206,300252,25959,0.031111,2.870168,9.28,9.0,9.28
20181206,300483,25960,0.018062,1.7797177,31.0,30.45,31.0
20181206,300483,25961,0.018062,1.7056949,31.0,30.45,31.0
20181206,300662,25962,0.013386,1.0605801,28.01,27.64,28.01
20181206,300001,25963,0.004113,0.6739158,17.09,17.02,17.09
20181206,300537,25964,0.000989,-0.15641426,10.12,10.11,10.12
20181206,300133,25965,-0.00904,-1.7253258,8.77,8.85,8.77
20181206,300760,25966,-0.010318,-0.18041939,114.14,115.33,114.14
20181206,300309,25967,-0.011351,-1.2959872,8.71,8.81,8.71
20181206,300602,25968,-0.021917,-1.8234785,33.47,34.22,33.47
20181207,300673,25969,0.029276,2.2152944,44.65,43.38,44.65
20181207,300395,25970,0.014013,1.5831903,15.92,15.7,15.92
20181207,300454,25971,0.003332,1.5150328,84.32,84.04,84.32
20181207,300454,25972,0.003332,2.0926979,84.32,84.04,84.32
20181207,300474,25973,0.000258,0.67060256,38.84,38.83,38.84
20181207,300087,25974,0.0,-0.511341,9.69,9.69,9.69
20181207,300388,25975,-0.029189,-0.4853028,8.98,9.25,8.98
20181207,300114,25976,-0.0338,-1.163245,8.29,8.58,8.29
20181207,300261,25977,0.0,-0.28494132,5.39,5.39,5.39
20181207,300203,25978,-0.013677,-0.9866993,25.24,25.59,25.24
20181210,300252,25979,0.090625,2.3552184,10.47,9.6,10.47
20181210,300347,25980,0.052146,2.2794764,49.03,46.6,49.03
20181210,300070,25981,0.013172,1.5252501,9.23,9.11,9.23
20181210,300059,25982,0.00625,0.5910804,12.88,12.8,12.88
20181210,300595,25983,0.000254,-0.41093448,39.42,39.41,39.42
20181210,300261,25984,-0.007421,-1.254032,5.35,5.39,5.35
20181210,300649,25985,-0.0121,-1.3562353,22.86,23.14,22.86
20181211,300703,25986,0.017845,3.2315934,14.83,14.57,14.83
20181211,300009,25987,-0.002653,-0.6845751,15.04,15.08,15.04
20181211,300458,25988,-0.004267,-0.63030845,21.0,21.09,21.0
20181211,300082,25989,-0.008375,-0.16481267,5.92,5.97,5.92
20181211,300578,25990,-0.038608,0.78539526,15.19,15.8,15.19
20181212,300146,25991,0.031175,2.9753704,21.5,20.85,21.5
20181212,300091,25992,0.026596,1.1627191,3.86,3.76,3.86
20181212,300308,25993,0.022313,-0.42911616,44.9,43.92,44.9
20181212,300168,25994,0.009427,-1.7241865,12.85,12.73,12.85
20181213,300546,25995,-0.009077,0.7395816,25.11,25.34,25.11
20181213,300604,25996,-0.021764,0.9356091,33.71,34.46,33.71
