qid_date,stock_code,Unnamed: 0,real_return,prediction,close,pclose,new_close
20161206,300183,15419,0.019684,1.563739,26.42,25.91,26.42
20161206,300414,15420,0.014219,0.6670113,37.09,36.57,37.09
20161206,300136,15421,0.002454,-0.36833033,28.6,28.53,28.6
20161207,300136,15422,0.025874,4.6851015,29.34,28.6,29.34
20161207,300195,15423,-0.00507,-0.4007137,17.66,17.75,17.66
20161207,300246,15424,-0.013405,0.44800228,36.8,37.3,36.8
20161207,300512,15425,-0.018314,0.7713398,39.13,39.86,39.13
20161207,300145,15426,-0.020543,0.66900325,25.27,25.8,25.27
20161207,300548,15427,-0.026246,0.2944231,92.01,94.49,92.01
20161207,300398,15428,-0.029475,0.17709519,67.5,69.55,67.5
20161207,300299,15429,-0.034345,-0.47037062,24.18,25.04,24.18
20161207,300308,15430,-0.03754,-0.668057,24.1,25.04,24.1
20161207,300082,15431,-0.050781,-2.0689876,9.72,10.24,9.72
20161208,300156,15432,0.01074,3.222732,25.41,25.14,25.41
20161208,300281,15433,0.004215,1.5388019,19.06,18.98,19.06
20161208,300075,15434,-0.006247,-0.5701312,20.68,20.81,20.68
20161208,300367,15435,-0.007637,-2.100579,22.09,22.26,22.09
20161208,300160,15436,-0.032653,-0.20490474,11.85,12.25,11.85
20161208,300015,15437,-0.033324,-0.032514073,32.78,33.91,32.78
20161208,300015,15438,-0.033324,-0.69969183,32.78,33.91,32.78
20161208,300015,15439,-0.033324,-1.29117,32.78,33.91,32.78
20161208,300017,15440,-0.042812,-0.85261816,55.0,57.46,55.0
20161208,300136,15441,-0.051466,-0.8822399,27.83,29.34,27.83
20161209,300248,15442,0.000791,3.7213268,25.3,25.28,25.3
20161209,300091,15443,-0.038828,0.6892674,14.11,14.68,14.11
20161209,300091,15444,-0.038828,-0.35528588,14.11,14.68,14.11
20161209,300153,15445,-0.040062,-0.83425695,18.45,19.22,18.45
20161209,300366,15446,-0.050317,0.4800937,41.9,44.12,41.9
20161209,300106,15447,-0.058551,-1.9547273,16.24,17.25,16.24
20161209,300285,15448,-0.060171,-0.27785066,37.33,39.72,37.33
20161209,300015,15449,-0.069555,-0.5139711,30.5,32.78,30.5
20161209,300015,15450,-0.069555,-1.2074329,30.5,32.78,30.5
20161209,300015,15451,-0.069555,-3.165198,30.5,32.78,30.5
20161209,300015,15452,-0.069555,0.14594252,30.5,32.78,30.5
20161209,300409,15453,-0.093825,-1.8513258,34.19,37.73,34.19
20161209,300246,15454,-0.096127,-1.2641982,32.91,36.41,32.91
20161212,300255,15455,0.022459,1.5362319,8.65,8.46,8.65
20161212,300365,15456,0.015124,0.59425116,39.6,39.01,39.6
20161212,300324,15457,0.012146,0.9228402,20.0,19.76,20.0
20161212,300232,15458,0.011252,0.53601366,14.38,14.22,14.38
20161212,300161,15459,0.010714,0.3817603,25.47,25.2,25.47
20161212,300015,15460,0.00918,0.12985978,30.78,30.5,30.78
20161212,300362,15461,-0.002639,0.07254786,18.9,18.95,18.9
20161212,300230,15462,-0.0075,-1.172882,31.76,32.0,31.76
20161212,300327,15463,-0.011392,-0.2817742,32.11,32.48,32.11
20161212,300188,15464,-0.022904,-0.71520174,21.33,21.83,21.33
20161213,300003,15465,0.008864,1.5909696,18.21,18.05,18.21
20161213,300159,15466,0.006277,0.92336595,16.03,15.93,16.03
20161213,300406,15467,0.005851,1.2985461,22.35,22.22,22.35
20161213,300116,15468,-0.001575,-1.122548,19.02,19.05,19.02
20161213,300070,15469,-0.002814,-0.83842885,17.72,17.77,17.72
