qid_date,stock_code,Unnamed: 0,real_return,prediction,close,pclose,new_close
20171206,300128,20491,0.006261,0.16605905,11.25,11.18,11.25
20171206,300232,20492,-0.005014,-0.030392608,13.89,13.96,13.89
20171206,300498,20493,-0.006307,0.2704209,25.21,25.37,25.21
20171206,300078,20494,-0.013863,-0.37172398,10.67,10.82,10.67
20171206,300433,20495,-0.021527,0.52120924,34.09,34.84,34.09
20171206,300059,20496,-0.03244,0.17409,13.72,14.18,13.72
20171207,300170,20497,0.023496,0.07396931,10.89,10.64,10.89
20171207,300121,20498,0.023495,-0.030392608,13.94,13.62,13.94
20171207,300017,20499,-0.010827,-0.11862379,10.05,10.16,10.05
20171207,300142,20500,-0.036562,0.075515844,20.29,21.06,20.29
20171208,300188,20501,0.052658,-0.46805495,21.19,20.13,21.19
20171208,300241,20502,0.035034,0.52120924,16.84,16.27,16.84
20171208,300323,20503,0.031601,-0.22623682,19.26,18.67,19.26
20171208,300065,20504,0.01008,0.16605905,19.04,18.85,19.04
20171208,300099,20505,0.009804,0.21945643,6.18,6.12,6.18
20171208,300681,20506,0.008308,-0.46805495,53.4,52.96,53.4
20171211,300054,20507,0.043195,0.59498155,12.8,12.27,12.8
20171211,300418,20508,0.007424,0.5131783,23.07,22.9,23.07
20171211,300482,20509,0.006739,0.06593839,71.71,71.23,71.71
20171211,300595,20510,0.005279,-0.26357234,51.42,51.15,51.42
20171211,300128,20511,0.0,0.060083188,11.76,11.76,11.76
20171211,300271,20512,-0.003817,0.70801604,15.66,15.72,15.66
20171211,300691,20513,-0.013461,-0.36954823,76.22,77.26,76.22
20171211,300470,20514,-0.020994,-0.2182059,36.84,37.63,36.84
20171211,300200,20515,-0.023233,0.2547438,10.09,10.33,10.09
20171211,300692,20516,-0.026205,0.5765995,39.39,40.45,39.39
20171211,300426,20517,-0.027555,0.5131783,19.41,19.96,19.41
20171211,300656,20518,-0.029532,0.020840904,56.85,58.58,56.85
20171211,300229,20519,-0.034835,0.075515844,16.07,16.65,16.07
20171211,300687,20520,-0.040953,0.6751735,45.9,47.86,45.9
20171211,300145,20521,-0.043097,0.30190128,13.1,13.69,13.1
20171211,300145,20522,-0.043097,0.37669992,13.1,13.69,13.1
20171211,300145,20523,-0.043097,0.37669992,13.1,13.69,13.1
20171212,300070,20524,0.016817,0.6999851,16.93,16.65,16.93
20171212,300247,20525,0.014414,0.2375113,5.63,5.55,5.63
20171212,300054,20526,0.007813,0.424947,12.9,12.8,12.9
20171212,300097,20527,-0.003115,0.075515844,32.0,32.1,32.0
20171212,300418,20528,-0.009536,0.075515844,22.85,23.07,22.85
20171212,300094,20529,-0.009749,0.6036541,7.11,7.18,7.11
20171213,300699,20530,0.039024,-0.46805495,70.29,67.65,70.29
20171213,300166,20531,0.027988,0.020504473,13.59,13.22,13.59
20171213,300026,20532,0.015695,-0.36954823,4.53,4.46,4.53
20171213,300558,20533,0.008696,-0.46002403,63.8,63.25,63.8
20171213,300456,20534,-0.001481,0.4758427,47.2,47.27,47.2
20171213,300430,20535,-0.002899,0.06811411,20.64,20.7,20.64
20171213,300488,20536,-0.008797,-0.022361657,31.55,31.83,31.55
20171213,300017,20537,-0.023881,0.15738651,9.81,10.05,9.81
20171213,300059,20538,-0.031781,0.30993223,13.1,13.53,13.1
20171213,300059,20539,-0.031781,0.051410653,13.1,13.53,13.1
20171214,300170,20540,0.008432,0.26238996,11.96,11.86,11.96
20171214,300296,20541,-0.005421,0.424947,20.18,20.29,20.18
20171214,300347,20542,-0.01346,-0.35404816,32.25,32.69,32.25
20171214,300418,20543,-0.014965,0.091714,22.38,22.72,22.38
20171214,300335,20544,-0.020682,-0.05510719,17.52,17.89,17.52
20171214,300197,20545,-0.025559,0.24085766,12.2,12.52,12.2
20171215,300567,20546,0.041869,0.6036541,135.12,129.69,135.12
20171215,300199,20547,0.008578,-0.35404816,16.46,16.32,16.46
20171215,300059,20548,-0.010736,0.060083188,12.9,13.04,12.9
20171215,300188,20549,-0.019892,-0.28124818,21.68,22.12,21.68
20171215,300456,20550,-0.048414,-0.12990583,45.01,47.3,45.01
20171218,300468,20551,0.099973,0.075515844,40.27,36.61,40.27
20171218,300212,20552,0.045776,0.17191425,28.1,26.87,28.1
20171218,300212,20553,0.045776,0.30190128,28.1,26.87,28.1
20171218,300212,20554,0.045776,0.37669992,28.1,26.87,28.1
20171218,300212,20555,0.045776,0.075515844,28.1,26.87,28.1
20171218,300011,20556,0.021884,0.17191425,10.74,10.51,10.74
20171218,300078,20557,0.015152,0.5131783,11.39,11.22,11.39
20171218,300690,20558,0.009497,0.13739061,57.4,56.86,57.4
20171218,300690,20559,0.009497,0.13739061,57.4,56.86,57.4
20171218,300335,20560,0.00619,-0.37757915,17.88,17.77,17.88
20171218,300244,20561,-0.002453,0.06593839,24.4,24.46,24.4
20171219,300285,20562,0.015437,0.6036541,21.05,20.73,21.05
20171219,300098,20563,0.010622,-0.25771716,13.32,13.18,13.32
20171219,300003,20564,0.009492,-0.2657481,24.46,24.23,24.46
20171219,300178,20565,-0.004364,0.6036541,13.69,13.75,13.69
20171219,300021,20566,-0.011905,0.16605905,6.64,6.72,6.64
20171219,300027,20567,-0.012291,0.075515844,8.84,8.95,8.84
20171219,300577,20568,-0.012741,-0.37172398,58.89,59.65,58.89
20171219,300385,20569,-0.013379,-0.46002403,25.81,26.16,25.81
20171219,300200,20570,-0.013487,0.2547438,10.24,10.38,10.24
20171219,300482,20571,-0.019206,0.5131783,75.58,77.06,75.58
20171219,300009,20572,-0.019291,0.15641418,24.91,25.4,24.91
20171219,300658,20573,-0.019621,-0.2872804,29.48,30.07,29.48
20171219,300692,20574,-0.039549,-0.36369306,38.37,39.95,38.37
20171219,300408,20575,-0.04038,0.21142551,20.2,21.05,20.2
20171220,300009,20576,0.076275,0.075515844,26.81,24.91,26.81
20171220,300009,20577,0.076275,-0.022292828,26.81,24.91,26.81
20171220,300054,20578,0.045267,0.61168504,12.7,12.15,12.7
20171220,300055,20579,0.02508,0.08354678,22.48,21.93,22.48
20171220,300170,20580,0.024288,0.060083188,12.23,11.94,12.23
20171220,300170,20581,0.024288,0.060083188,12.23,11.94,12.23
20171220,300166,20582,0.013699,0.6036541,13.32,13.14,13.32
20171220,300470,20583,0.005237,0.5131783,38.39,38.19,38.39
20171220,300271,20584,-0.001926,0.17409,15.55,15.58,15.55
20171220,300600,20585,-0.003301,0.26238996,42.27,42.41,42.27
20171220,300188,20586,-0.00561,-0.36369306,21.27,21.39,21.27
20171220,300228,20587,-0.008264,0.21142551,10.8,10.89,10.8
20171220,300695,20588,-0.008856,0.13900459,86.18,86.95,86.18
20171221,300340,20589,0.072639,-0.022292828,57.59,53.69,57.59
20171221,300596,20590,0.011715,0.64296997,19.0,18.78,19.0
20171221,300009,20591,0.010817,-0.26357234,27.1,26.81,27.1
20171221,300459,20592,0.000875,0.6095093,11.44,11.43,11.44
20171221,300456,20593,-0.004546,-0.37172398,45.98,46.19,45.98
20171221,300271,20594,-0.009646,-0.27321723,15.4,15.55,15.4
20171221,300271,20595,-0.009646,0.424947,15.4,15.55,15.4
20171221,300347,20596,-0.012112,-0.36954823,33.44,33.85,33.44
20171221,300054,20597,-0.023622,0.060083188,12.4,12.7,12.4
20171221,300630,20598,-0.030512,-0.15143815,73.08,75.38,73.08
20171221,300113,20599,-0.033014,-0.11059287,18.16,18.78,18.16
20171221,300166,20600,-0.051051,0.16599166,12.64,13.32,12.64
20171222,300696,20601,0.001866,-0.37172398,69.81,69.68,69.81
20171222,300630,20602,-0.018883,0.07396931,71.7,73.08,71.7
20171222,300101,20603,-0.0998,-0.18394482,13.53,15.03,13.53
20171222,300324,20604,0.020298,-0.37172398,15.08,14.78,15.08
20171222,300498,20605,-0.011134,-0.19094944,23.98,24.25,23.98
20171225,300452,20606,0.079212,0.08354678,29.02,26.89,29.02
20171225,300452,20607,0.079212,0.075515844,29.02,26.89,29.02
20171225,300166,20608,0.032334,0.26238996,13.09,12.68,13.09
20171225,300349,20609,0.02408,0.16599166,38.7,37.79,38.7
20171225,300349,20610,0.02408,-0.030392608,38.7,37.79,38.7
20171225,300158,20611,0.022694,0.17402256,13.97,13.66,13.97
20171225,300470,20612,0.01276,-0.030392608,38.89,38.4,38.89
20171225,300388,20613,0.00763,-0.2792495,23.77,23.59,23.77
20171225,300662,20614,0.006024,0.30190128,25.05,24.9,25.05
20171225,300041,20615,0.005061,0.3344712,9.93,9.88,9.93
20171225,300450,20616,0.004223,0.17191425,59.45,59.2,59.45
20171225,300338,20617,0.001871,0.43883315,21.42,21.38,21.42
20171225,300192,20618,-0.000751,0.17184684,13.31,13.32,13.31
20171225,300347,20619,-0.004076,0.16599166,34.21,34.35,34.21
20171225,300015,20620,-0.00523,0.52120924,30.43,30.59,30.43
20171225,300015,20621,-0.00523,0.17402256,30.43,30.59,30.43
20171225,300572,20622,-0.019733,-0.030392608,60.11,61.32,60.11
20171225,300009,20623,-0.02855,-0.37172398,26.2,26.97,26.2
20171226,300251,20624,0.030364,0.5131783,10.18,9.88,10.18
20171226,300251,20625,0.030364,0.68545735,10.18,9.88,10.18
20171226,300487,20626,0.012651,-0.37172398,16.81,16.6,16.81
20171226,300349,20627,0.008269,-0.28124818,39.02,38.7,39.02
20171226,300328,20628,0.00533,0.14774162,9.43,9.38,9.43
20171226,300144,20629,0.003737,-0.2182059,18.8,18.73,18.8
20171226,300271,20630,-0.001321,0.17402256,15.12,15.14,15.12
