zhongzi,ARR
1,0.3727745727533567
2,1.3432769292671276
3,-0.1466544385362607
4,-0.09430306200897498
5,0.339244911042637
6,1.0220588300966589
7,0.14174104544681598
8,-0.06409908530248043
9,0.42910096811463805
10,-0.4770793470454824
11,-0.40627148124802415
12,0.032936631784462156
13,-0.38635857336371715
14,0.44385811263250563
15,-0.5085781152797821
16,0.07609809039368054
17,0.36632858946464886
18,0.16302914788067335
19,-0.10263619511186917
20,0.6704550176190507
21,-0.4448949033235583
22,-0.1062994632802009
23,1.1351493705728184
24,-0.8159655535653695
25,0.3689628120716675
26,-0.46586937687261454
27,0.343758512513215
28,-0.6588694769650268
29,-0.16427814517229344
30,1.1745453749928219
31,-0.006832720362274003
32,0.48139488913703565
33,-0.4342417641186106
34,-0.006953247284134267
35,-0.1933101580029214
36,-0.12215887550098636
37,1.5613691013569788
38,-0.16768710165298573
39,0.16506909771307932
40,0.11059156876491327
41,-0.6865198804360375
42,0.7857198038618056
43,-0.7194563577766275
44,-0.12052750184676886
45,-0.40262410165177187
46,0.8384105209015922
47,1.9462278503400539
48,-0.6663297800869458
49,0.8913251715109933
50,-0.6635335542225067
51,0.16160989898098288
52,0.6189401136349655
53,2.0100572760148414
54,-0.4558538648214995
55,0.9214887316236506
56,-0.5940017708638576
57,2.3076026936416105
58,-0.49076023976352534
59,-0.16765062642020467
60,-0.16088566807657023
61,-0.25015589773108726
62,-0.23550961892206734
63,-0.11096495942811346
64,0.739354060824885
65,1.0254186564595438
66,1.6325952287158536
67,0.5791149779323055
68,-0.017206662683370233
69,1.7081576707490953
70,-0.2972774751753905
71,1.041037504585772
72,0.6572391723874542
73,-0.18471774578560185
74,1.8646931605746868
75,-0.5917545003539533
76,-0.6402846939001212
77,0.7612897317583824
78,0.14485376875960454
79,0.1683945082524967
80,0.8730991958436631
81,0.05838474180802189
82,1.5870305857459246
83,-0.26150928394148265
84,-0.2733618223937688
85,-0.4695733147342178
86,-0.4555110939893522
87,2.7755958467172315
88,-0.6800117955179117
89,0.22355770451205914
90,0.11749995983192463
91,2.1688624521931725
92,0.3269967441323054
93,0.1998657895598548
94,-0.5287593891056538
95,0.4894212089264913
96,0.24636631666588915
97,0.9977377412757946
98,0.24553556957938372
99,-0.1287012160799501
100,0.017732233662423713
101,0.8371361856848794
102,-0.6203307130390896
103,0.737541727170008
104,-0.34883815000614227
