zhongzi,ARR,dqn_ARR
1,-0.3712640756704467,-0.22925967008856796
2,3.4448760464302426,3.86678682861307
3,0.12668424971582204,0.5887403852476321
4,0.09294532703268854,0.4349970129502585
5,0.611687090988053,1.374687234116136
6,1.2561642541821967,1.0114147894141907
7,0.45363009770118756,1.288152452028176
8,2.186581973413703,2.4678834634687687
9,1.6090755072289853,1.9524271875942114
10,0.5462741032150686,0.7485537183598614
11,0.505034616013281,0.7643884756439061
12,-0.05756180652875309,0.555070199319901
13,0.8940929513850777,1.3160401897411704
14,0.2642167625109151,0.3044087267067288
15,-0.26895001083445924,-0.024177465258366948
16,0.39950775369752156,0.8296215520297867
17,0.9933994722684694,1.3136821042436808
18,1.2425010925970246,1.1506818209818594
19,0.4473694255434135,0.21395204927265987
20,0.3454392680106628,0.8228820902914353
21,0.5983985496270261,1.0250984886412708
22,0.4146554964309259,1.0356409326660478
23,1.4900479463347702,1.593755692945864
24,-0.5607590554202175,-0.363632067076457
25,1.390181431604653,3.2893292672208734
26,-0.05409108867533807,0.1972018186456821
27,0.47959477573655795,1.4208522925960603
28,-0.24185620614429992,-0.06207166833016475
29,-0.1231675943434849,0.6740921360629628
30,1.16999119002453,2.9974587407508992
31,6.232684503367961,7.696041270269141
32,0.932957983255321,1.979186725807636
33,0.6740990910788138,1.8537010740475748
34,2.2024518597355094,3.917284887796959
35,0.5198393873299365,0.4745790905617042
36,-0.2693019499853555,-0.36326593900231874
37,2.2174269408315803,4.303561406513285
38,0.8771419899530555,1.5473986946672351
39,0.5125106660215979,0.9203643309953069
40,0.37750704860257445,1.4655580326542292
41,-0.1713219255409506,0.4547097850547641
42,2.6219249240913056,2.698539278408156
43,0.05035575877813425,0.7940956889387605
44,1.741185343007459,2.002470270750128
45,0.12968456040072418,0.7195030797392683
46,0.8179292210207576,1.0000579782585812
47,3.4343452114747137,4.164936414776702
48,-0.03884194330113655,-0.282759403041867
49,2.3670175794887407,3.4767986446753936
50,-0.44562394402927086,-0.2717757363149854
51,1.7445124016873486,1.9613088419212668
52,0.7592272498162551,0.47640783108299956
53,3.9358821484743887,4.347595060380174
54,-0.6631630071008796,-0.5375870707717748
55,2.274682992072616,3.04436608171749
56,0.14310676412832457,0.2904453029778329
57,2.0583042788308847,4.7369440622919505
58,0.05345033557800827,0.39136310964697074
59,0.061245411860895826,0.8448610475223535
60,0.5453351352475257,3.1643265539845897
61,0.6433278687572808,1.2207434131682886
62,0.41287114350374,0.4763445255869909
63,-0.028874879996737324,0.030523493472079277
64,2.110170031766817,2.114739410650454
65,1.3729591726667905,1.47136961527573
66,3.617131084645653,3.309816295926403
67,4.129696967703721,5.951399642527013
68,1.622728839725521,1.9196577976306517
69,1.3364352164672026,0.8283844870379713
70,0.8629497096318566,1.1662093144021588
71,0.8004179927194119,0.9845104152287238
72,1.1848411979537157,0.9888591103952
73,0.537824408460218,1.432998833298666
74,3.460823470383054,4.946625697982825
75,0.21459500493900574,0.6688863897632378
76,-0.3597193975495403,-0.1626016964145146
77,0.5102944498475017,1.1646302335390515
78,2.1422128047512086,3.7265175603315903
79,0.6468414779545295,1.899216036831357
80,0.850833995248695,0.9168399017059063
81,2.9998444184112154,4.874147118171265
82,1.2204756799137346,1.9591309984854197
83,0.36243809358968493,0.6289933145145901
84,1.1278347766496557,1.2984349260989285
85,1.0225026891382711,1.864581816361043
86,0.7234386121100425,0.6116068949442315
87,1.6448651029288728,2.0784939998209535
88,-0.1635347437436141,0.226211843759472
89,0.43217150311096875,1.1582884302362206
90,-0.05805341916698248,0.5935648385354302
91,4.10106380587158,9.116035323804113
92,0.12083605457796542,1.18769277658772
93,0.6377527616423841,1.8510695909321258
94,-0.012285049203593634,0.44915153065624325
95,-0.301162267455502,0.030114982539513946
96,2.4046581197251733,1.9584848956689656
97,1.6424883331831563,2.3936591474226345
98,0.3778690196581571,0.7825767631654481
99,0.3504445138873835,0.6599073477964434
100,0.5326083842290001,1.8931529259389737
101,0.2797885982161865,0.2177515530259646
102,-0.11407934871940695,0.08223387223354006
103,0.7836013783756504,1.2844550884867574
104,-0.1933541302186862,0.011732014494926668
105,1.4356190768847532,1.9218709713609967
106,0.835220150637672,0.9749857950123904
107,1.9320173838458374,3.046862827589056
108,0.8084422093723294,2.8876079192216495
109,-0.13617853985062311,-0.005739273255648714
110,-0.09773700013272113,-0.03842457238295305
111,2.63171702582548,2.832050840136237
112,1.5018752772042037,1.9415577033832303
113,0.3085247360066714,0.546325257745218
114,0.9464987544504511,1.1245869839245883
115,-0.3272741624681509,-0.20401691287353996
116,0.17948294037415868,0.8456804525348767
117,1.3251146217686056,2.4967551991185353
118,-0.3149933030861347,0.025480743623801372
119,2.7982754291439447,3.4259351170946095
120,-0.23605930600773473,-0.0276746185062251
121,-0.233390373260419,-0.14755669767887636
122,3.228127828815789,3.9067567016910534
123,-0.037887025164413335,0.3983350066597322
124,0.43659371064771024,0.9015462500280549
125,0.6626523337952019,2.8400447147541477
126,-0.07117973778424647,0.384739304552959
127,2.7699510805807623,5.975389094163687
128,0.7339904113826301,0.8780139642951019
129,0.20827550201973377,-0.010378243975061041
130,0.7450781547498138,0.8237482550556638
131,-0.18586714821842754,-0.061692000938248115
132,2.0833403686662066,3.382315948579077
133,1.1439131202219914,2.644142796115734
134,1.418621880759785,2.665727549986424
135,2.3225749197404197,4.289091183433016
136,1.892336879393385,1.9788435847024166
137,0.8501187965278636,1.23917643971921
138,0.5874476131018249,-0.04488411628444677
139,0.7507847995432311,1.3761301817431266
140,0.12967336312315236,0.5571060722100551
141,-0.2057746279144771,0.1111710221269262
142,1.358177255151265,1.984467924540069
143,2.3472092430601808,3.504167924019817
144,0.25622188805739476,0.9365057813563762
145,1.3027246876597647,2.1637324010932453
146,-0.36456675956050966,-0.018589159488434648
147,0.8544793872502754,0.6100595659015622
148,0.6353057208911408,0.8292222520805526
149,0.49653227989748694,1.5279305521639652
150,1.6632171709994084,2.2046315914488623
151,0.3814866344900172,0.16492321569379853
152,1.2214756676365703,1.8393740218845616
153,-0.18197284985285034,0.18314257227880404
154,2.6376422161912507,3.7367665533646095
155,0.5524345755889704,0.6080645637178155
156,1.7546443530937776,3.4207007140349805
157,-0.26954430337227775,-0.053578288343874236
158,4.974320875309398,5.630808905654685
159,1.3386205089987664,2.027635938610791
160,1.7730429255245412,2.774611051964716
161,-0.08759104482853775,-0.14252256700196342
162,5.976860074286331,8.192407981234767
163,-0.005558362575854958,0.41658008941148106
164,0.7209751434924019,1.1328510742011857
