trade_date,qid_date,open,high,low,close,vol,amount,pct_chg,group_len,1000000,,,,,
2018-09-13,2018-09-12,1401.963,1408.874,1369.511,1391.279,130353.53,1786872.07,0.3957,3,791132.024,,1080681.566,289549.5425,,
2018-09-14,2018-09-13,1394.085,1396.471,1366.565,1366.565,130730.15,1677183.77,-1.7764,6,777078.3547,,1080681.566,303603.2118,,
2018-09-17,2018-09-14,1360.719,1365.398,1345.58,1349.776,110477.43,1337709.36,-1.2286,7,767531.17,,1080681.566,313150.3964,,
2018-09-18,2018-09-17,1348.111,1379.384,1347.117,1377.303,124009.87,1483394.26,2.0394,13,783184.2007,,1080681.566,297497.3658,,
2018-09-19,2018-09-18,1375.21,1405.711,1369.474,1392.403,151734.52,1846617.25,1.0963,7,791770.2491,,1080681.566,288911.3174,,
2018-09-20,2018-09-19,1391.25,1400.04,1384.711,1387.619,114316.31,1264480.3,-0.3436,5,789049.7265,,1080681.566,291631.8399,,
2018-09-21,2018-09-20,1393.675,1413.565,1382.405,1411.119,135261.63,1621857.78,1.6935,4,802412.2837,,1080681.566,278269.2828,,
2018-09-25,2018-09-21,1401.863,1416.778,1398.4,1405.806,94529.78,1183901.46,-0.3765,0,799391.2014,,1080681.566,281290.3651,,
2018-09-26,2018-09-25,1409.022,1430.119,1403.556,1420.75,129772.6,1615916.09,1.063,9,807888.7299,,1080681.566,272792.8366,,
2018-09-27,2018-09-26,1418.369,1423.391,1399.147,1400.359,137889.75,1652653.34,-1.4352,9,796293.9108,,1080681.566,284387.6556,,
2018-09-28,2018-09-27,1403.956,1412.948,1394.254,1411.34,127668.89,1581356.83,0.7842,5,802538.4477,,1080681.566,278143.1188,,
2018-10-08,2018-09-28,1380.653,1388.159,1353.231,1353.671,113048.25,1604678.9,-4.0861,0,769745.9242,,1080681.566,310935.6423,,
2018-10-09,2018-10-08,1357.967,1365.828,1338.73,1345.953,91137.48,1374585.52,-0.5702,5,765356.8329,,1080681.566,315324.7336,,
2018-10-10,2018-10-09,1350.682,1358.487,1333.838,1346.705,87945.74,1261021.75,0.0559,13,765784.6674,,1080681.566,314896.8991,,
2018-10-11,2018-10-10,1299.167,1311.841,1255.42,1261.883,151418.65,1906239.81,-6.2985,25,717551.7201,,1080681.566,363129.8464,,
2018-10-12,2018-10-11,1253.918,1276.586,1230.402,1268.406,144782.18,1695483.47,0.5169,14,721260.7449,,1080681.566,359420.8215,,
2018-10-15,2018-10-12,1268.878,1282.288,1249.201,1250.218,112052.18,1445368.63,-1.4339,23,710918.5871,,1080681.566,369762.9794,,
2018-10-16,2018-10-15,1249.559,1252.043,1210.102,1216.687,116399.02,1426043.8,-2.682,43,691851.7506,,1080681.566,388829.8159,,
2018-10-17,2018-10-16,1231.001,1237.77,1204.078,1231.862,154706.98,1898647.93,1.2472,34,700480.5256,,1080681.566,380201.0408,,
2018-10-18,2018-10-17,1220.288,1230.132,1205.031,1205.031,140781.51,1679561.45,-2.1781,7,685223.3593,,1080681.566,395458.2072,,
2018-10-19,2018-10-18,1186.49,1252.689,1184.907,1249.89,161705.17,2050272.69,3.7226,12,710731.4841,,1080681.566,369950.0824,,
2018-10-22,2018-10-19,1270.499,1329.555,1270.489,1314.945,222687.17,2956689.99,5.2049,20,747724.3471,,1080681.566,332957.2194,,
2018-10-23,2018-10-22,1313.68,1321.971,1281.112,1292.056,169987.74,2185193.6,-1.7407,14,734708.7094,,1080681.566,345972.8571,,
2018-10-24,2018-10-23,1285.863,1303.229,1277.593,1284.102,140852.39,1918518.12,-0.6156,35,730185.8426,,1080681.566,350495.7239,,
2018-10-25,2018-10-24,1245.299,1279.94,1239.592,1273.603,136813.4,1840540.46,-0.8176,43,724215.8431,,1080681.566,356465.7233,,
2018-10-26,2018-10-25,1283.068,1290.567,1257.502,1263.188,127213.39,1642679.51,-0.8178,55,718293.206,,1080681.566,362388.3605,,
2018-10-29,2018-10-26,1262.54,1271.351,1245.145,1250.48,121600.96,1529487.48,-1.006,129,711067.1763,,1080681.566,369614.3902,,
2018-10-30,2018-10-29,1248.669,1279.04,1222.624,1259.948,156258.67,1970198.71,0.7571,149,716450.6659,,1080681.566,364230.9006,,
2018-10-31,2018-10-30,1263.341,1287.346,1259.662,1275.574,128319.86,1644162.74,1.2402,142,725336.0871,,1080681.566,355345.4794,,
2018-11-01,2018-10-31,1291.882,1312.769,1286.326,1286.326,184415.43,2276866.84,0.8429,72,731449.9449,,1080681.566,349231.6215,,
2018-11-02,2018-11-01,1328.46,1349.427,1320.737,1348.279,227258.63,2885813.39,4.8163,33,766678.7686,,1080681.566,314002.7978,,
2018-11-05,2018-11-02,1347.471,1371.427,1325.02,1348.876,208589.11,2638807.16,0.0443,43,767018.4073,,1080681.566,313663.1591,,
2018-11-06,2018-11-05,1346.526,1350.823,1327.397,1349.109,145015.29,1870822.76,0.0173,36,767151.1015,,1080681.566,313530.465,,
2018-11-07,2018-11-06,1349.618,1367.274,1345.198,1345.768,155299.23,2130776.84,-0.2476,15,765251.6354,,1080681.566,315429.9311,,
2018-11-08,2018-11-07,1357.888,1359.29,1328.992,1329.591,131764.83,1769709.79,-1.2021,12,756052.5455,,1080681.566,324629.021,,
2018-11-09,2018-11-08,1321.325,1337.394,1318.208,1322.831,112991.76,1436285,-0.5084,8,752208.7743,,1080681.566,328472.7921,,
2018-11-12,2018-11-09,1322.867,1370.874,1320.52,1368.791,181212.36,2321836.5,3.4744,6,778343.516,,1080681.566,302338.0505,,
2018-11-13,2018-11-12,1356.623,1400.869,1353.627,1392.055,240865.01,2875028.25,1.6996,10,791572.2424,,1080681.566,289109.3241,,
2018-11-14,2018-11-13,1388.233,1401.428,1382.787,1385.732,178387.17,2127273.27,-0.4542,5,787976.9213,,1080681.566,292704.6452,,
2018-11-15,2018-11-14,1382.344,1405.389,1381.289,1405.248,171953.66,2200826.63,1.4084,10,799074.7882,,1080681.566,281606.7782,,
2018-11-16,2018-11-15,1406.727,1415.383,1390.811,1403.283,185806.41,2516269.59,-0.1398,4,797957.6817,,1080681.566,282723.8848,,
2018-11-19,2018-11-16,1399.005,1403.943,1380.601,1394.4,157209.56,1964175.82,-0.633,6,792906.6095,,1080681.566,287774.9569,,
2018-11-20,2018-11-19,1384.176,1385.96,1352.735,1355.334,158772.19,2035854.32,-2.8016,10,770692.538,,1080681.566,309989.0285,,
2018-11-21,2018-11-20,1344.4,1364.761,1342.158,1363.028,139110.08,1836423.47,0.5677,5,775067.7595,,1080681.566,305613.807,,
2018-11-22,2018-11-21,1365.483,1371.392,1349.991,1353.924,112572.46,1436516.18,-0.6679,16,769891.0819,,1080681.566,310790.4845,,
2018-11-23,2018-11-22,1355.171,1355.171,1306.563,1308.739,159710.81,1907264.46,-3.3373,6,744197.5069,,1080681.566,336484.0596,,
2018-11-26,2018-11-23,1309.468,1316.469,1296.034,1304.557,100832.09,1273013.42,-0.3195,2,741819.7958,,1080681.566,338861.7706,,
2018-11-27,2018-11-26,1314.086,1322.412,1307.203,1315.433,111313.8,1432708.09,0.8337,13,748004.3475,,1080681.566,332677.219,,
2018-11-28,2018-11-27,1314.532,1341.514,1305.016,1341.083,151707.42,1831209.41,1.9499,9,762589.6842,,1080681.566,318091.8822,,
2018-11-29,2018-11-28,1347.743,1351.975,1312.716,1312.716,140241.32,1779636.5,-2.1152,4,746459.3872,,1080681.566,334222.1792,,
2018-11-30,2018-11-29,1309.888,1332.935,1304.656,1329.389,114895.07,1465255.69,1.2701,7,755940.1679,,1080681.566,324741.3985,,
2018-12-03,2018-11-30,1365.898,1380.824,1358.1,1372.794,197912.41,2557376.61,3.265,13,780621.6144,,1080681.566,300059.9521,,
2018-12-04,2018-12-03,1370.291,1378.986,1366.487,1378.754,135174.95,1695660.22,0.4342,11,784011.0735,,1080681.566,296670.493,,
2018-12-05,2018-12-04,1359.266,1391.028,1355.697,1381.767,156846.34,2002844.13,0.2185,6,785724.1376,,1080681.566,294957.4288,,
2018-12-06,2018-12-05,1371.345,1376.32,1342.808,1345.761,148072.49,1964326.78,-2.6058,8,765249.7381,,1080681.566,315431.8284,,
2018-12-07,2018-12-06,1344.129,1349.261,1334.391,1341.019,115046.25,1519398.68,-0.3524,11,762552.998,,1080681.566,318128.5685,,
2018-12-10,2018-12-07,1328.06,1340.156,1325.91,1326.848,114752.72,1569047.55,-1.0567,10,754495.1005,,1080681.566,326186.466,,
2018-12-11,2018-12-10,1332.522,1339.02,1328.439,1338.079,101268.2,1313189.38,0.8464,7,760881.147,,1080681.566,319800.4195,,
2018-12-12,2018-12-11,1343.903,1347.744,1335.348,1338.731,97456.4,1331656.01,0.0487,5,761251.6961,,1080681.566,319429.8704,,
2018-12-13,2018-12-12,1341.554,1357.024,1327.024,1348.504,124032.19,1678967.89,0.73,4,766808.8335,,1080681.566,313872.733,,
2018-12-14,2018-12-13,1346.902,1346.902,1309.435,1310.458,128200.91,1691008.8,-2.8213,5,745174.8559,,1080681.566,335506.7106,,
2018-12-17,2018-12-14,1303.882,1306.953,1284.663,1299.175,109052.13,1424386.77,-0.861,3,738758.9004,,1080681.566,341922.6661,,
2018-12-18,2018-12-17,1293.154,1307.902,1282.956,1293.335,102729.06,1326251.3,-0.4495,8,735438.1791,,1080681.566,345243.3874,,
2018-12-19,2018-12-18,1295.887,1296.863,1265.747,1268.814,95209.4,1319538.87,-1.896,8,721494.2712,,1080681.566,359187.2952,,
2018-12-20,2018-12-19,1266.759,1282.107,1265.88,1278.157,95173.77,1271321.86,0.7364,5,726807.355,,1080681.566,353874.2114,,
2018-12-21,2018-12-20,1274.04,1279.495,1259.813,1270.304,100740.37,1318616.26,-0.6144,4,722341.8507,,1080681.566,358339.7158,,
2018-12-24,2018-12-21,1267.227,1285.69,1263.566,1284.332,90816.79,1207391.7,1.1043,11,730318.6717,,1080681.566,350362.8948,,
2018-12-25,2018-12-24,1269.142,1279.704,1243.967,1273.447,142208.77,1668802.18,-0.8475,10,724129.221,,1080681.566,356552.3455,,
2018-12-26,2018-12-25,1272.241,1280.357,1262.34,1264.07,114317.22,1294561.82,-0.7363,6,718797.4575,,1080681.566,361884.109,,
2018-12-27,2018-12-26,1283.171,1285.522,1246.794,1248.076,136418.61,1587255.53,-1.2653,7,709702.5133,,1080681.566,370979.0532,,
2018-12-28,2018-12-27,1248.055,1253.844,1236.277,1250.525,130533.78,1536091.52,0.1962,24,711094.9496,,1080681.566,369586.6169,,
2019-01-02,2018-12-28,1250.623,1251.225,1226.873,1228.767,111996.57,1489121.6,-1.7399,0,698722.6086,,1080681.566,381958.9579,,
2019-01-03,2019-01-02,1226.745,1240.286,1213.873,1214.497,125063.96,1558587.23,-1.1613,8,690608.3429,,1080681.566,390073.2235,,
2019-01-04,2019-01-03,1203.673,1246.394,1201.805,1245.157,160010.78,2020453.83,2.5245,11,708042.7506,,1080681.566,372638.8159,,
2019-01-07,2019-01-04,1250.403,1270.358,1244.82,1268.058,153622.57,1985228.41,1.8392,9,721065.0728,,1080681.566,359616.4936,,
2019-01-08,2019-01-07,1262.197,1270.43,1258.566,1263.51,127615.6,1624054.14,-0.3587,5,718478.6124,,1080681.566,362202.9541,,
2019-01-09,2019-01-08,1263.733,1285.311,1258.623,1262.517,152198.96,2010680.91,-0.0786,15,717913.8882,,1080681.566,362767.6783,,
2019-01-10,2019-01-09,1262.105,1270.662,1255.745,1258.989,125752.77,1579027.43,-0.2794,8,715908.0368,,1080681.566,364773.5297,,
2019-01-11,2019-01-10,1260.003,1266.673,1252.298,1261.56,120094.79,1440465.43,0.2042,11,717369.921,,1080681.566,363311.6454,,
2019-01-14,2019-01-11,1263.024,1264.044,1243.527,1245.999,112671.54,1446288.66,-1.2335,9,708521.163,,1080681.566,372160.4034,,
2019-01-15,2019-01-14,1243.935,1267.647,1238.591,1266.275,137876.44,1660979.23,1.6273,6,720050.9279,,1080681.566,360630.6385,,
2019-01-16,2019-01-15,1267.137,1277.274,1262.271,1267.305,130455.2,1618340.95,0.0813,17,720636.3293,,1080681.566,360045.2371,,
2019-01-17,2019-01-16,1267.821,1267.821,1251.153,1251.414,119568.55,1464917.78,-1.2539,15,711600.2704,,1080681.566,369081.2961,,
2019-01-18,2019-01-17,1255.595,1270.003,1248.854,1269.505,128418.72,1591685.29,1.4456,8,721887.1639,,1080681.566,358794.4026,,
2019-01-21,2019-01-18,1271.392,1283.142,1266.802,1274.789,130711.2,1726646.08,0.4162,10,724891.6583,,1080681.566,355789.9082,,
2019-01-22,2019-01-21,1273.472,1273.472,1247.448,1252.239,119968.64,1513250.63,-1.7689,11,712069.0497,,1080681.566,368612.5167,,
2019-01-23,2019-01-22,1250.833,1255.414,1244.939,1251.127,95196.92,1185357.78,-0.0888,16,711436.7324,,1080681.566,369244.834,,
2019-01-24,2019-01-23,1252.385,1272.488,1248.061,1265.161,138652.11,1757478.51,1.1217,16,719416.9183,,1080681.566,361264.6482,,
2019-01-25,2019-01-24,1266.63,1276.985,1261.406,1265.494,144053.43,1907284.32,0.0263,22,719606.1249,,1080681.566,361075.4416,,
2019-01-28,2019-01-25,1272.367,1279.822,1257.533,1259.743,133634.69,1683830.53,-0.4544,21,716336.2347,,1080681.566,364345.3318,,
2019-01-29,2019-01-28,1259.803,1259.803,1229.484,1243.592,141226.39,1681396.26,-1.2821,22,707152.0878,,1080681.566,373529.4787,,
2019-01-30,2019-01-29,1238.281,1248.959,1230.819,1230.819,125303.78,1551180.56,-1.0271,24,699888.9287,,1080681.566,380792.6378,,
2019-01-31,2019-01-30,1230.999,1243.586,1220.95,1227.988,151630.48,1732247.13,-0.23,49,698279.1842,,1080681.566,382402.3823,,
2019-02-01,2019-01-31,1233.384,1272.193,1233.384,1271.275,156637.92,1969856.44,3.525,51,722893.5254,,1080681.566,357788.041,,
2019-02-11,2019-02-01,1275.22,1319.177,1274.732,1316.098,171840.37,2321113.03,3.5258,0,748381.3053,,1080681.566,332300.2611,,
2019-02-12,2019-02-11,1316.907,1336.139,1314.915,1332.27,174434.51,2254977,1.2288,7,757577.4148,,1080681.566,323104.1516,,
2019-02-13,2019-02-12,1335.164,1362.638,1333.105,1357.666,230649.83,3014129.26,1.9062,8,772018.3555,,1080681.566,308663.211,,
2019-02-14,2019-02-13,1357.776,1369.784,1349.473,1361.938,182412.9,2430433.23,0.3147,9,774447.8973,,1080681.566,306233.6692,,
2019-02-15,2019-02-14,1360.757,1371.965,1355.778,1357.836,191626.01,2430980.97,-0.3012,8,772115.2602,,1080681.566,308566.3063,,
2019-02-18,2019-02-15,1364.939,1413.774,1364.939,1413.6,246488.99,3200111.43,4.1068,5,803824.4897,,1080681.566,276857.0768,,
2019-02-19,2019-02-18,1419.036,1427.135,1391.566,1406.037,266304.91,3472169.88,-0.535,13,799524.0287,,1080681.566,281157.5378,,
2019-02-20,2019-02-19,1406.992,1417.889,1387.903,1408.382,188905.33,2512977.44,0.1668,5,800857.6348,,1080681.566,279823.9317,,
2019-02-21,2019-02-20,1405.518,1452.385,1401.771,1412.535,286415.42,3836941.91,0.2949,8,803219.3639,,1080681.566,277462.2025,,
2019-02-22,2019-02-21,1409.861,1456.305,1407.288,1456.299,281991.56,3884117.02,3.0983,5,828105.5095,,1080681.566,252576.057,,
2019-02-25,2019-02-22,1487.304,1538.158,1481.172,1536.371,415544.07,5804409.63,5.4983,9,873637.2347,,1080681.566,207044.3318,,
2019-02-26,2019-02-25,1549.239,1581.834,1532.44,1546.987,474691.39,7160124.94,0.691,17,879674.068,,1080681.566,201007.4985,,
2019-02-27,2019-02-26,1544.163,1555.586,1503.677,1520.419,358199.07,5232335.73,-1.7174,33,864566.5456,,1080681.566,216115.0209,,
2019-02-28,2019-02-27,1522.631,1549.327,1519.756,1535.68,288149.87,4253593.37,1.0037,49,873244.2,,1080681.566,207437.3665,,
2019-03-01,2019-02-28,1558.898,1568.319,1532.454,1567.873,287309.78,4519409.13,2.0963,93,891550.0181,,1080681.566,189131.5483,,
2019-03-04,2019-03-01,1596.554,1651.014,1593.257,1619.71,445104.85,6849204.47,3.3062,73,921026.4448,,1080681.566,159655.1216,,
2019-03-05,2019-03-04,1615.592,1676.566,1613.497,1676.566,419591.34,5874401.75,3.5103,18,953357.2361,,1080681.566,127324.3303,,
2019-03-06,2019-03-05,1684.972,1704.1,1661.011,1700.496,466934.39,6714588.6,1.4273,16,966964.504,,1080681.566,113717.0625,,
2019-03-07,2019-03-06,1699.6,1719.145,1666.373,1692.416,464821.51,6883695.34,-0.4752,14,962369.4886,,1080681.566,118312.0778,,
2019-03-08,2019-03-07,1647.848,1718.384,1635.45,1654.485,529313.49,7939060.17,-2.2412,11,940800.8637,,1080681.566,139880.7028,,
2019-03-11,2019-03-08,1673.405,1728.331,1656.14,1727.801,429638.65,6513243.76,4.4313,27,982490.5723,,1080681.566,98190.99413,,
2019-03-12,2019-03-11,1733.427,1789.155,1733.427,1773.432,533604.32,8178813.04,2.641,15,1008438.148,,1080681.566,72243.41812,,
2019-03-13,2019-03-12,1769.547,1769.547,1682.359,1693.86,420722.92,6497215.18,-4.4869,9,963190.5371,,1080681.566,117491.0294,,
2019-03-14,2019-03-13,1676.614,1700.516,1628.635,1650.186,346281.87,5348333.1,-2.5784,9,938355.6323,,1080681.566,142325.9342,,
2019-03-15,2019-03-14,1667.778,1685.079,1642.699,1662.623,269030.45,4241802.4,0.7537,7,945428.0187,,1080681.566,135253.5478,,
2019-03-18,2019-03-15,1671.28,1707.056,1652.882,1707.056,271354.47,4469081.9,2.6725,15,970694.5825,,1080681.566,109986.984,,
2019-03-19,2019-03-18,1706.194,1730.351,1693.542,1708.874,275503.33,4198792.32,0.1065,22,971728.3722,,1080681.566,108953.1943,,
2019-03-20,2019-03-19,1701.731,1705.59,1654.303,1687.9,282142.99,4421260.08,-1.2274,19,959801.3782,,1080681.566,120880.1883,,
2019-03-21,2019-03-20,1683.55,1716.445,1677.655,1703.854,340600.43,5006443.07,0.9452,24,968873.4208,,1080681.566,111808.1457,,
2019-03-22,2019-03-21,1703.966,1703.966,1660.331,1693.865,262101.49,3988579.98,-0.5863,18,963192.9159,,1080681.566,117488.6506,,
2019-03-25,2019-03-22,1662.757,1695.094,1658.447,1668.841,252341.21,3980083.78,-1.4773,24,948963.667,,1080681.566,131717.8995,,
2019-03-26,2019-03-25,1680.776,1684.359,1627.227,1630.19,263240.37,3974280.39,-2.316,18,926985.6684,,1080681.566,153695.898,,
2019-03-27,2019-03-26,1640.205,1645.564,1616.6,1637.773,209776.84,3296098.47,0.4652,23,931298.0058,,1080681.566,149383.5607,,
2019-03-28,2019-03-27,1632.038,1659.945,1624.007,1626.819,198619.88,3103251.01,-0.6688,12,925069.4847,,1080681.566,155612.0818,,
2019-03-29,2019-03-28,1633.381,1693.547,1628.743,1693.547,267301.06,4355999.2,4.1017,28,963013.0598,,1080681.566,117668.5067,,
2019-04-01,2019-03-29,1710.158,1766.367,1710.158,1760.892,329759.88,5437991.24,3.9766,42,1001308.237,,1080681.566,79373.32937,,
2019-04-02,2019-04-01,1771.687,1774.979,1747.442,1754.157,342193.05,5741129.81,-0.3825,39,997478.2331,,1080681.566,83203.33338,,
2019-04-03,2019-04-02,1743.993,1769.756,1739.142,1768.178,291075.25,4702401.27,0.7993,46,1005451.077,,1080681.566,75230.48986,,
2019-04-04,2019-04-03,1780.276,1784.472,1761.047,1777.263,302187.07,5015887.75,0.5138,39,1010617.084,,1080681.566,70064.48223,,
2019-04-08,2019-04-04,1787.957,1792.028,1720.003,1739.655,321400.92,5329939.07,-2.1161,0,989231.4161,,1080681.566,91450.15035,,
2019-04-09,2019-04-08,1734.177,1753.523,1721.319,1741.171,252069.53,3926616.06,0.0871,37,990093.0367,,1080681.566,90588.52979,,
2019-04-10,2019-04-09,1727.972,1740.849,1714.641,1726.636,302475.2,4569362.79,-0.8348,36,981827.74,,1080681.566,98853.82646,,
2019-04-11,2019-04-10,1727.219,1732.615,1688.102,1691.104,250713.56,3855340.14,-2.0579,92,961622.707,,1080681.566,119058.8595,,
2019-04-12,2019-04-11,1692.428,1702.352,1683.292,1695.729,195477.86,3010825.42,0.2735,35,964252.7451,,1080681.566,116428.8214,,
2019-04-15,2019-04-12,1721.638,1726.204,1666.652,1666.897,225865.43,3697827.98,-1.7003,23,947857.5556,,1080681.566,132824.0108,,
2019-04-16,2019-04-15,1656.762,1697.529,1638.297,1697.529,253151.61,4079901.69,1.8377,23,965276.3339,,1080681.566,115405.2325,,
2019-04-17,2019-04-16,1699.195,1729.209,1697.966,1717.437,278090.76,4484895.1,1.1728,23,976597.0948,,1080681.566,104084.4717,,
2019-04-18,2019-04-17,1715.179,1719.964,1702.928,1704.547,217256.07,3285257.36,-0.7505,28,969267.7336,,1080681.566,111413.8329,,
2019-04-19,2019-04-18,1704.722,1715.795,1692.49,1715.795,226049.63,3191589.46,0.6599,28,975663.9314,,1080681.566,105017.6351,,
2019-04-22,2019-04-19,1720.776,1723.557,1690.635,1697.512,239069.51,3548199,-1.0656,36,965267.2565,,1080681.566,115414.31,,
2019-04-23,2019-04-22,1695.268,1706.077,1677.728,1683.8,204242.85,3094966.77,-0.8078,44,957469.8276,,1080681.566,123211.7389,,
2019-04-24,2019-04-23,1690.279,1721.421,1676.638,1718.846,227987.34,3318731.5,2.0814,62,977398.6046,,1080681.566,103282.9619,,
2019-04-25,2019-04-24,1709.829,1723.662,1669.236,1669.978,251598.71,3671226.29,-2.8431,53,949610.1849,,1080681.566,131071.3816,,
2019-04-26,2019-04-25,1664.043,1682.458,1653.691,1657.824,219143,3183373.36,-0.7278,78,942698.9219,,1080681.566,137982.6445,,
2019-04-29,2019-04-26,1658.191,1661.059,1611.216,1615.616,249095.51,3634528.27,-2.546,142,918697.8074,,1080681.566,161983.7591,,
2019-04-30,2019-04-29,1612.109,1634.712,1608.721,1623.782,179073.26,2572322.69,0.5054,193,923340.9061,,1080681.566,157340.6604,,
2019-05-06,2019-04-30,1551.719,1563.611,1487.452,1494.886,250522.22,3433241.79,-7.938,0,850046.105,,1080681.566,230635.4615,,
2019-05-07,2019-05-06,1506.972,1523.659,1474.498,1504.164,198790.5,2842763.51,0.6206,14,855321.4911,,1080681.566,225360.0754,,
2019-05-08,2019-05-07,1469.238,1515.156,1465.088,1481.873,166925.55,2381050.26,-1.482,10,842645.6266,,1080681.566,238035.9399,,
2019-05-09,2019-05-08,1470.977,1491.378,1466.973,1469.476,148061.77,2087875.49,-0.8366,11,835596.0533,,1080681.566,245085.5132,,
2019-05-10,2019-05-09,1489.186,1535.164,1463.194,1533.871,227714.6,3255421.93,4.3822,7,872213.5435,,1080681.566,208468.0229,,
2019-05-13,2019-05-10,1513.961,1523.877,1494.48,1503.065,153844.97,2208261.77,-2.0084,8,854696.0067,,1080681.566,225985.5597,,
2019-05-14,2019-05-13,1492.902,1517.666,1491.438,1494.603,148272.71,2151244.75,-0.563,12,849884.0682,,1080681.566,230797.4983,,
2019-05-15,2019-05-14,1509.452,1533.728,1503.672,1528.691,161842.57,2346487.22,2.2807,5,869267.3742,,1080681.566,211414.1923,,
2019-05-16,2019-05-15,1528.627,1537.592,1515.613,1533.67,156521.27,2317077.68,0.3257,5,872098.578,,1080681.566,208582.9885,,
2019-05-17,2019-05-16,1537.446,1537.446,1472.458,1478.748,193156.5,2668025.56,-3.5811,4,840867.8558,,1080681.566,239813.7106,,
2019-05-20,2019-05-17,1478.201,1481.189,1450.28,1469.311,165647.57,2359473.85,-0.6382,13,835501.4372,,1080681.566,245180.1293,,
2019-05-21,2019-05-20,1469.969,1504.214,1465.877,1493.716,150782.11,2200226.1,1.661,9,849379.116,,1080681.566,231302.4504,,
2019-05-22,2019-05-21,1493.657,1503.811,1477.459,1488.627,147737.71,1990844.23,-0.3407,2,846485.2814,,1080681.566,234196.2851,,
2019-05-23,2019-05-22,1486.95,1486.95,1449.142,1451.245,161203.96,2209093.05,-2.5112,11,825228.343,,1080681.566,255453.2235,,
2019-05-24,2019-05-23,1452.043,1465.236,1437.928,1443.747,149342.59,1878827.5,-0.5167,7,820964.3882,,1080681.566,259717.1783,,
2019-05-27,2019-05-24,1447.98,1496.789,1445.792,1491.952,183072.57,2525155.91,3.3389,16,848375.5681,,1080681.566,232305.9984,,
2019-05-28,2019-05-27,1497.117,1506.775,1483.756,1505.163,160437.16,2403700.4,0.8855,6,855887.9338,,1080681.566,224793.6327,,
2019-05-29,2019-05-28,1492.579,1507.176,1488.044,1497.892,126058.93,1729502.7,-0.4831,9,851753.1392,,1080681.566,228928.4273,,
2019-05-30,2019-05-29,1494.349,1495.239,1466.832,1485.242,134656.66,1835274.75,-0.8445,9,844560.0839,,1080681.566,236121.4826,,
2019-05-31,2019-05-30,1487.276,1498.244,1474.525,1483.658,126999.88,1677264.73,-0.1066,14,843659.7829,,1080681.566,237021.7836,,
2019-06-03,2019-05-31,1489.429,1499.006,1466.273,1468.982,143326.31,1952470.88,-0.9892,6,835314.3003,,1080681.566,245367.2662,,
2019-06-04,2019-06-03,1467.586,1476.209,1448.002,1456.268,124304.93,1714281.61,-0.8655,12,828084.655,,1080681.566,252596.9115,,
2019-06-05,2019-06-04,1471.954,1475.542,1448.994,1451.177,124244.64,1852446.02,-0.3496,8,825189.6711,,1080681.566,255491.8954,,
2019-06-06,2019-06-05,1450.1,1450.1,1411.613,1416.055,133096.57,1831026.29,-2.4202,8,805218.4306,,1080681.566,275463.1358,,
2019-06-10,2019-06-06,1422.343,1441.173,1410.57,1431.337,122578.72,1741745.97,1.0792,0,813908.3479,,1080681.566,266773.2185,,
2019-06-11,2019-06-10,1432.949,1488.927,1430.088,1487.35,193354.96,2752278.45,3.9133,4,845759.0233,,1080681.566,234922.5432,,
2019-06-12,2019-06-11,1481.42,1486.603,1467.537,1473.901,146205.55,2086431.87,-0.9042,8,838111.6702,,1080681.566,242569.8962,,
2019-06-13,2019-06-12,1474.553,1485.715,1464.843,1479.831,145863.27,1988135.97,0.4023,10,841483.3935,,1080681.566,239198.173,,
2019-06-14,2019-06-13,1478.527,1489.467,1451.656,1453.958,160163.8,2229529,-1.7484,7,826770.8978,,1080681.566,253910.6686,,
2019-06-17,2019-06-14,1450.559,1459.207,1437.136,1442.348,99688.22,1674287.38,-0.7985,11,820169.1322,,1080681.566,260512.4343,,
2019-06-18,2019-06-17,1443.649,1460.189,1437.043,1455.746,90754.83,1480775.02,0.9289,13,827787.6833,,1080681.566,252893.8832,,
2019-06-19,2019-06-18,1501.254,1504.414,1469.59,1469.987,168787.85,2674605.43,0.9783,3,835885.9302,,1080681.566,244795.6363,,
2019-06-20,2019-06-19,1469.814,1507.622,1463.823,1498.014,186282.02,2860227.88,1.9066,12,851822.9313,,1080681.566,228858.6351,,
2019-06-21,2019-06-20,1531.386,1534.491,1515.907,1523.809,227835.03,3430951.82,1.7219,5,866490.4704,,1080681.566,214191.0961,,
2019-06-24,2019-06-21,1526.696,1526.696,1507.688,1514.465,152889.17,2362789.35,-0.6132,11,861177.1508,,1080681.566,219504.4157,,
2019-06-25,2019-06-24,1512.928,1512.928,1480.268,1498.466,142679.17,2266181.82,-1.0564,4,852079.6754,,1080681.566,228601.8911,,
2019-06-26,2019-06-25,1490.564,1511.534,1487.755,1504.549,120603.75,2044691.25,0.4059,22,855538.2668,,1080681.566,225143.2997,,
2019-06-27,2019-06-26,1510.091,1529.722,1507.97,1525.244,148981.12,2428682.91,1.3755,18,867306.1957,,1080681.566,213375.3708,,
2019-06-28,2019-06-27,1523.792,1523.792,1501.632,1511.507,119822.61,1860905.63,-0.9006,9,859495.2361,,1080681.566,221186.3304,,
2019-07-01,2019-06-28,1545.061,1568.399,1534.555,1568.16,209944.32,3473893.29,3.7481,11,891709.977,,1080681.566,188971.5895,,
