trade_date,qid_date,open,high,low,close,vol,amount,pct_chg,group_len
2022-09-30,2022-09-29,3833.35,3848.602,3801.28,3804.885,785599.66,15869274.88,-0.5816,0
2022-10-10,2022-09-30,3806.56,3807.457,3715.714,3720.937,1026475.95,19463590.41,-2.2063,38
2022-10-11,2022-10-10,3732.019,3739.808,3706.063,3727.687,839446.25,16680039.49,0.1814,41
2022-10-12,2022-10-11,3722.866,3784.306,3661.526,3784.306,1080893.19,21093136.23,1.5189,58
2022-10-13,2022-10-12,3756.418,3783.596,3749.639,3752.673,990189.15,19836889.15,-0.8359,41
2022-10-14,2022-10-13,3783.316,3863.227,3780.842,3842.47,1162422.93,25655127.2,2.3929,67
2022-10-17,2022-10-14,3822.243,3849.621,3809.12,3846.412,1041920.19,22048887.44,0.1026,89
2022-10-18,2022-10-17,3865.826,3870.216,3831.172,3838.267,883469.07,18655629.58,-0.2118,136
2022-10-19,2022-10-18,3827.466,3840.487,3776.534,3776.534,815748.44,18673640.82,-1.6084,87
2022-10-20,2022-10-19,3746.579,3804.247,3726.793,3754.927,902908.95,20378161.89,-0.5721,69
2022-10-21,2022-10-20,3753.89,3768.69,3724.69,3742.893,987500.38,18068635.77,-0.3205,54
2022-10-24,2022-10-21,3727.915,3762.158,3619.988,3633.373,1300568.64,25945074.31,-2.9261,133
2022-10-25,2022-10-24,3621.936,3670.733,3594.701,3627.454,1109538.82,21930275.96,-0.1629,81
2022-10-26,2022-10-25,3633.311,3700.88,3633.311,3656.903,1213015.48,24245381.06,0.8118,163
2022-10-27,2022-10-26,3667.665,3685.084,3631.064,3631.145,1179986.75,25747331.57,-0.7044,251
2022-10-28,2022-10-27,3605.16,3618.864,3533.499,3541.33,1187721.62,24581645.2,-2.4735,362
2022-10-31,2022-10-28,3504.507,3553.387,3495.951,3508.703,1384656.55,25657482.21,-0.9213,932
2022-11-01,2022-10-31,3519.817,3634.173,3517.621,3634.173,1492866.98,29508992.84,3.576,545
2022-11-02,2022-11-01,3620.369,3703.465,3610.803,3677.805,1415929.19,29164824.57,1.2006,478
2022-11-03,2022-11-02,3645.06,3670.157,3628.499,3647.897,1105660.35,21537929.8,-0.8132,300
2022-11-04,2022-11-03,3646.771,3782.882,3646.771,3767.175,1497349.49,31114547.76,3.2698,150
2022-11-07,2022-11-04,3754.523,3792.794,3746.372,3775.297,1298263.71,25119569.99,0.2156,201
2022-11-08,2022-11-07,3773.661,3779.116,3723.342,3749.325,990164.51,19335132.49,-0.6879,115
2022-11-09,2022-11-08,3750.782,3760.407,3711.268,3714.27,894345.25,17202952.99,-0.935,43
2022-11-10,2022-11-09,3685.827,3701.531,3665.059,3685.689,1035093.02,18315530.87,-0.7695,35
2022-11-11,2022-11-10,3787.757,3828.9,3747.09,3788.439,1896855.86,34447132.63,2.7878,32
2022-11-14,2022-11-11,3818.145,3848.412,3781.778,3794.017,1696650.48,31553685.61,0.1472,34
2022-11-15,2022-11-14,3788.926,3871.642,3775.499,3865.973,1515156.5,29626814.28,1.8966,105
2022-11-16,2022-11-15,3860.811,3877.678,3829.313,3834.39,1206109.64,23584458.82,-0.8169,35
2022-11-17,2022-11-16,3821.271,3821.742,3776.574,3818.664,1059406.32,21954081.13,-0.4101,31
