trade_date,qid_date,open,high,low,close,vol,amount,pct_chg,group_len
2022-09-30,2022-09-29,2335.54,2339.188,2288.195,2288.969,94893.46,3785116.02,-1.8871,0
2022-10-10,2022-09-30,2294.715,2301.236,2230.637,2236.245,107424.91,4222968.97,-2.3034,11
2022-10-11,2022-10-10,2256.342,2273.896,2245.469,2261.892,95328.89,4212478.73,1.1469,14
2022-10-12,2022-10-11,2260.678,2343.503,2234.464,2343.3,127121.28,5478642.89,3.5991,14
2022-10-13,2022-10-12,2324.466,2374.614,2318.268,2350.686,115170.29,4663547.7,0.3152,20
2022-10-14,2022-10-13,2379.83,2453.044,2365.14,2434.219,167884.91,7212313.1,3.5536,11
2022-10-17,2022-10-14,2419.642,2446.704,2409.523,2435.023,138919.46,5666433.18,0.033,15
2022-10-18,2022-10-17,2446.358,2469.034,2428.147,2446.928,122219.61,4988135.32,0.4889,19
2022-10-19,2022-10-18,2440.031,2463.775,2425.727,2425.957,114494.93,4870520.78,-0.857,14
2022-10-20,2022-10-19,2402.756,2444.413,2365.725,2401.716,130101.72,5475776.42,-0.9992,11
2022-10-21,2022-10-20,2390.413,2410.015,2381.205,2395.157,107867.06,4302097.13,-0.2731,17
2022-10-24,2022-10-21,2385.816,2412.595,2323.848,2336.839,149117.99,5716307.68,-2.4348,32
2022-10-25,2022-10-24,2323.838,2344.387,2281.402,2314.551,177274.38,6019813.75,-0.9538,52
2022-10-26,2022-10-25,2324.766,2397.132,2320.27,2372.876,197427.21,7082244.37,2.5199,116
2022-10-27,2022-10-26,2377.181,2377.684,2337.253,2337.253,201574.74,7598706.28,-1.5013,244
2022-10-28,2022-10-27,2309.957,2326.491,2245.463,2250.51,171318.59,6619338.63,-3.7113,196
2022-10-31,2022-10-28,2228.618,2295.952,2227.83,2265.078,163931.95,6254062.19,0.6473,231
2022-11-01,2022-10-31,2270.035,2337.823,2251.799,2337.653,196989.32,7074694.07,3.2041,72
2022-11-02,2022-11-01,2322.983,2396.212,2320.551,2375.862,225394.76,7460226.54,1.6345,75
2022-11-03,2022-11-02,2352.56,2385.057,2349.748,2376.061,151627.38,5683108.2,0.0084,56
2022-11-04,2022-11-03,2378.421,2464.508,2377.913,2451.223,203925.73,7806013.2,3.1633,33
2022-11-07,2022-11-04,2447.13,2470.636,2432.049,2454.694,165663.96,6381755.22,0.1416,41
2022-11-08,2022-11-07,2452.857,2460.989,2411.724,2432.403,134500.27,5304422.8,-0.9081,34
2022-11-09,2022-11-08,2422.172,2432.294,2398.07,2399.336,115499.21,4377283.09,-1.3594,14
2022-11-10,2022-11-09,2380.233,2393.605,2344.684,2357.126,151891.95,5241265.87,-1.7592,17
2022-11-11,2022-11-10,2443.113,2446.095,2402.941,2405.318,232302.36,8164879.54,2.0445,14
2022-11-14,2022-11-11,2406.869,2418.517,2364.441,2375.207,182500.57,7011890.02,-1.2519,12
2022-11-15,2022-11-14,2373.993,2432.455,2356.35,2431.733,203729.87,7302123.71,2.3798,29
2022-11-16,2022-11-15,2427.406,2443.794,2399.698,2402.905,176451.44,6177136.27,-1.1855,7
2022-11-17,2022-11-16,2389.465,2389.465,2350.996,2385.861,150653.39,5708739.64,-0.7093,8
2022-11-18,2022-11-17,2394.31,2420.379,2384.654,2389.76,165375.76,6436607.05,0.1634,4
2022-11-21,2022-11-18,2369.763,2389.643,2360.851,2387.296,145976.34,5159435.16,-0.1031,9
2022-11-22,2022-11-21,2380.708,2382.141,2334.472,2343.554,140311.86,5013496.31,-1.8323,9
2022-11-23,2022-11-22,2338.86,2357,2302.992,2340.337,125228.68,4555629.01,-0.1373,11
2022-11-24,2022-11-23,2349.271,2356.669,2330.371,2335.525,99635.18,3853311.9,-0.2056,7
2022-11-25,2022-11-24,2325.575,2327.281,2304.98,2309.36,94776.37,3489805.63,-1.1203,3
2022-11-28,2022-11-25,2264.83,2300.951,2261.054,2298.801,112600.45,4006775,-0.4572,19
2022-11-29,2022-11-28,2301.212,2347.708,2298.309,2339.793,158190.58,5455206.47,1.7832,10
2022-11-30,2022-11-29,2335.953,2348.158,2323.193,2345.313,132008.71,5032843.92,0.2359,8
2022-12-01,2022-11-30,2386.081,2403.767,2380.667,2381.183,176301.33,6895350.63,1.5294,9
