,ts_code,trade_date,trade_date1,qid_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
26,399300.SZ,20231213,2023/12/13,2023/12/12,3369.605,3418.6413,3418.6413,3369.605,3426.803,-57.198,-1.6691,95285367,165455928.4
27,399300.SZ,20231212,2023/12/12,2023/12/11,3426.803,3409.9976,3427.5456,3406.1013,3419.4548,7.3482,0.2149,105590013,166979964.8
28,399300.SZ,20231211,2023/12/11,2023/12/8,3419.4548,3378.0517,3426.6106,3346.8902,3399.4618,19.993,0.5881,139626249,219761181.4
29,399300.SZ,20231208,2023/12/8,2023/12/7,3399.4618,3391.8585,3409.3845,3383.4479,3391.2823,8.1795,0.2412,129522054,203034222.6
30,399300.SZ,20231207,2023/12/7,2023/12/6,3391.2823,3394.3064,3404.4074,3369.7675,3399.598,-8.3157,-0.2446,97713248,160949948.2
31,399300.SZ,20231206,2023/12/6,2023/12/5,3399.598,3387.8798,3420.2773,3382.9457,3394.2571,5.3409,0.1574,105805519,172142987.7
32,399300.SZ,20231205,2023/12/5,2023/12/4,3394.2571,3450.0898,3450.0898,3393.8139,3460.138,-65.8809,-1.904,100472007,164840691.1
33,399300.SZ,20231204,2023/12/4,2023/12/1,3460.138,3481.0449,3488.133,3459.611,3482.8813,-22.7433,-0.653,97156826,164664395.3
34,399300.SZ,20231201,2023/12/1,2023/11/30,3482.8813,3494.2234,3494.2234,3452.1728,3496.2028,-13.3215,-0.381,108530941,176078323.5
35,399300.SZ,20231130,2023/11/30,2023/11/29,3496.2028,3485.5171,3505.1273,3481.4515,3488.3073,7.8955,0.2263,101350820,153790180.7
36,399300.SZ,20231129,2023/11/29,2023/11/28,3488.3073,3518.8836,3519.198,3482.2444,3518.5232,-30.2159,-0.8588,98841412,155948236
37,399300.SZ,20231128,2023/11/28,2023/11/27,3518.5232,3510.6554,3521.0463,3501.1093,3511.9424,6.5808,0.1874,89335789,147740535.9
38,399300.SZ,20231127,2023/11/27,2023/11/24,3511.9424,3534.4445,3534.4445,3492.8623,3538.0087,-26.0663,-0.7368,99102314,155975437
39,399300.SZ,20231124,2023/11/24,2023/11/23,3538.0087,3560.6462,3560.6462,3533.9955,3561.5204,-23.5117,-0.6602,85018403,140101998.6
40,399300.SZ,20231123,2023/11/23,2023/11/22,3561.5204,3541.4416,3562.0675,3529.939,3544.4162,17.1042,0.4826,84800167,141499811.5
41,399300.SZ,20231122,2023/11/22,2023/11/21,3544.4162,3569.4389,3574.3782,3544.4162,3581.0674,-36.6512,-1.0235,84784381,136041195.5
42,399300.SZ,20231121,2023/11/21,2023/11/20,3581.0674,3587.8779,3615.0569,3575.682,3576.3233,4.7441,0.1327,108594314,175922105.9
43,399300.SZ,20231120,2023/11/20,2023/11/17,3576.3233,3569.7314,3586.9731,3545.1038,3568.0685,8.2548,0.2314,91080445,157449634.7
44,399300.SZ,20231117,2023/11/17,2023/11/16,3568.0685,3561.3112,3573.6819,3547.0287,3572.3641,-4.2956,-0.1202,87319207,139621898.7
45,399300.SZ,20231116,2023/11/16,2023/11/15,3572.3641,3600.9813,3605.2898,3572.3636,3607.2454,-34.8813,-0.967,87464780,146629217.2
46,399300.SZ,20231115,2023/11/15,2023/11/14,3607.2454,3616.8765,3620.6007,3596.9158,3582.0584,25.187,0.7031,104929218,188932150.5
47,399300.SZ,20231114,2023/11/14,2023/11/13,3582.0584,3581.1034,3600.1483,3568.882,3579.4141,2.6443,0.0739,100884158,165935163.4
48,399300.SZ,20231113,2023/11/13,2023/11/10,3579.4141,3593.9109,3599.3897,3562.7682,3586.4893,-7.0752,-0.1973,96707649,164821249.6
49,399300.SZ,20231110,2023/11/10,2023/11/9,3586.4893,3596.0688,3599.4519,3576.1011,3612.8263,-26.337,-0.729,102107034,166924677.3
50,399300.SZ,20231109,2023/11/9,2023/11/8,3612.8263,3603.1082,3624.4141,3601.3744,3611.0723,1.754,0.0486,111872057,189355228.6
51,399300.SZ,20231108,2023/11/8,2023/11/7,3611.0723,3610.6434,3627.0479,3591.8248,3619.7593,-8.687,-0.24,110594230,192594372.4
52,399300.SZ,20231107,2023/11/7,2023/11/6,3619.7593,3623.7849,3628.4615,3606.2975,3632.6084,-12.8491,-0.3537,110288591,190433605.3
53,399300.SZ,20231106,2023/11/6,2023/11/3,3632.6084,3608.3187,3635.7897,3600.6304,3584.1364,48.472,1.3524,152982463,254465948.1
54,399300.SZ,20231103,2023/11/3,2023/11/2,3584.1364,3558.5303,3596.101,3558.5303,3554.1889,29.9475,0.8426,97542101,165865989.2
55,399300.SZ,20231102,2023/11/2,2023/11/1,3554.1889,3580.0672,3597.1699,3553.7406,3571.0268,-16.8379,-0.4715,90359643,149465055.4
56,399300.SZ,20231101,2023/11/1,2023/10/31,3571.0268,3605.7576,3606.4126,3564.6421,3572.5056,-1.4788,-0.0414,97645538,182943566.4
57,399300.SZ,20231031,2023/10/31,2023/10/30,3572.5056,3581.6759,3581.6759,3554.5822,3583.7718,-11.2662,-0.3144,112587267,196317658.3
58,399300.SZ,20231030,2023/10/30,2023/10/27,3583.7718,3554.1055,3592.7188,3554.0238,3562.3851,21.3867,0.6003,144010426,242973328.1
59,399300.SZ,20231027,2023/10/27,2023/10/26,3562.3851,3501.171,3576.5861,3494.5488,3514.1448,48.2403,1.3727,120225108,224301960.4
60,399300.SZ,20231026,2023/10/26,2023/10/25,3514.1448,3484.7807,3515.5716,3478.0503,3504.4576,9.6872,0.2764,105143566,176088467.2
61,399300.SZ,20231025,2023/10/25,2023/10/24,3504.4576,3524.2965,3531.8314,3500.9154,3487.1302,17.3274,0.4969,128009617,203691741.1
