qid_date,万联证券,上海证券,东亚前海证券,东兴证券,东吴证券,东方证券,东方财富证券,东海证券,东莞证券,中原证券,中国银河,中航证券,中邮证券,中银证券,信达证券,光大证券,华安证券,华福证券,华西证券,华金证券,华鑫证券,南京证券,国信证券,国元证券,国开证券,国盛证券,国联证券,国金证券,天风证券,太平洋,安信证券,山西证券,川财证券,平安证券,开源证券,德邦证券,招银国际,方正证券,民生证券,浙商证券,海通国际,申港证券,红塔证券,群益证券,西南证券,西部证券,财信证券,长城国瑞证券,首创证券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/12/7,1,1,1,1,1.028045,1,0.994219,1,1,1,1,1,1,1,0.999671,1,1,1,1,1,1,1,1,1,1,1.076669,1,1.012227,1.098349,1,1.01275,1,1,1,1.016689,1,1,1.049114,1,1.007919,1,1,1,1,1,1,0.983661,1,1,0.010407,0.301069414,0.044179874,0.174490228,0.322147317,0.16864148,0.202304496,0,0.236903433,0.314642895,0.412855291,0.434759092,0.038261314,0.523248505,0.106006766,0.331905075,0.070567277,0.325722836,0.089280089,0.210557563,0.467737255,0.079066054,0.398370975,0.576058228,0.035033035,0.262793939,0.39118006,0.557822477,0.38403025,0.200487279,0.131424672,0.217940096,0.096003357,0.356816098,0.390068129,0,0,0.360806372,0.388206627,0.366660827,0.074383433,0.329818054,0.136349468,0.237704574,0.374733822,0.485875831,0.413748188,0.037535992,0.062232493
2021/12/8,1,1,1,1.01979,1.049758681,1,0.994219,1,1,1,1,0.954117,1,1.0383565,1.098038626,0.992031,1,1,1.012045,1,1,1,0.9990925,1,1,1.077495882,1,1.012227,1.098349,1.012002,1.027141178,1,1,1,1.051756637,1.009472,1,1.049114,1.0084,1.007919,1,1,0.983066,1,1,1,0.964289764,1,0.993945,0.010407,0.301069414,0.044179874,0.190510034,0.336168326,0.16864148,0.202304496,0,0.236903433,0.314642895,0.412855291,0.407576945,0.038261314,0.540859527,0.186095016,0.326538258,0.070567277,0.325722836,0.100119154,0.210557563,0.467737255,0.079066054,0.397824501,0.576058228,0.035033035,0.263359679,0.39118006,0.557822477,0.38403025,0.209969228,0.143594199,0.217940096,0.096003357,0.356816098,0.410404458,0.002908,0,0.360806372,0.393302883,0.366660827,0.074383433,0.329818054,0.121472483,0.237704574,0.374733822,0.485875831,0.401971207,0.037535992,0.05651972
2021/12/9,1,1,1,1.01979,1.07464461,1.0099345,0.994219,1,1,1,1,0.954117,1,1.0383565,1.112768815,0.992231142,0.983216,0.975754,1.005783478,1,0.999227,1,0.978921322,1,1,1.077495882,1,1.012227,1.099135418,1.066707792,1.017418259,1,1,1,1.051756637,1.009472,1,1.049114,1.002680355,1.026323433,1,1,0.983066,1,1,1,0.964289764,1,0.980779205,0.010407,0.301069414,0.044179874,0.190510034,0.351540914,0.176819368,0.202304496,0,0.236903433,0.314642895,0.412855291,0.407576945,0.038261314,0.540859527,0.196869019,0.326674102,0.054701385,0.308968076,0.09451693,0.210557563,0.467325498,0.079066054,0.385416364,0.576058228,0.035033035,0.263359679,0.39118006,0.557822477,0.384470969,0.250485722,0.13540999,0.217940096,0.096003357,0.356816098,0.410404458,0.002908,0,0.360806372,0.389842067,0.378018113,0.074383433,0.329818054,0.121472483,0.237704574,0.374733822,0.485875831,0.401971207,0.037535992,0.043854619
2021/12/10,1,1,1,1.01979,1.132054275,1.0099345,0.994219,1,1,1,1,0.954117,1,1.0383565,1.112768815,0.992231142,1.014745771,0.975754,1.005783478,0.988027,0.985752424,0.988745,0.978921322,1,1,1.070356394,1,1.010846322,1.125160746,1.055288685,1.08324166,1,1,1,1.039421635,1.006536455,1,1.049114,0.989104063,1.026323433,1,1,0.983066,1,1,1,0.964289764,1,0.980779205,0.010407,0.301069414,0.044179874,0.190510034,0.384426103,0.176819368,0.202304496,0,0.236903433,0.314642895,0.412855291,0.407576945,0.038261314,0.540859527,0.196869019,0.326674102,0.084073322,0.308968076,0.09451693,0.200991029,0.460044194,0.068582955,0.385416364,0.576058228,0.035033035,0.258446143,0.39118006,0.557218522,0.398708352,0.24237535,0.187946979,0.217940096,0.096003357,0.356816098,0.403407623,0,0,0.360806372,0.381467132,0.378018113,0.074383433,0.329818054,0.121472483,0.237704574,0.374733822,0.485875831,0.401971207,0.037535992,0.043854619
2021/12/13,1,1,1,1.01979,1.132054275,1.0099345,1.009579684,1,1,1,1,0.954117,1,1.0383565,1.138553894,0.997333195,1.000808745,0.959556484,0.998108595,0.988027,0.985752424,0.988745,0.984979866,1,1,1.051927711,0.975459,1.010846322,1.125160746,1.080652549,1.074795624,1,1,1,1.020551975,1.045461233,1,1.049114,0.993933858,1.045284964,1,1,0.983066,1,1,1,0.955570656,1,0.980779205,0.010407,0.301069414,0.044179874,0.190510034,0.384426103,0.176819368,0.214441377,0,0.236903433,0.314642895,0.412855291,0.407576945,0.038261314,0.540859527,0.215057702,0.330118632,0.071318344,0.297303311,0.087554285,0.200991029,0.460044194,0.068582955,0.389196626,0.576058228,0.035033035,0.245454888,0.375863117,0.557218522,0.398708352,0.260157465,0.181565645,0.217940096,0.096003357,0.356816098,0.392376832,0.0342671,0,0.360806372,0.384472751,0.389300901,0.074383433,0.329818054,0.121472483,0.237704574,0.374733822,0.485875831,0.396514491,0.037535992,0.043854619
2021/12/14,1,1,1,1.01979,1.132054275,1.024184676,1.009579684,1,1,1,1,0.954117,1,1.0383565,1.138553894,1.00619583,0.999207451,0.959556484,1.096927335,0.988027,0.985752424,0.988745,0.984979866,1,1,1.051927711,0.975459,1.010846322,1.131238865,1.080652549,1.074795624,1,1,1,1.020551975,1.045461233,1,1.049114,0.995365123,1.045284964,1,1,0.983066,1,1,1,0.955570656,1,0.980779205,0.010407,0.301069414,0.044179874,0.190510034,0.384426103,0.188272838,0.214441377,0,0.236903433,0.314642895,0.412855291,0.407576945,0.038261314,0.540859527,0.215057702,0.336018988,0.069830072,0.297303311,0.169753655,0.200991029,0.460044194,0.068582955,0.389196626,0.576058228,0.035033035,0.245454888,0.375863117,0.557218522,0.401939078,0.260157465,0.181565645,0.217940096,0.096003357,0.356816098,0.392376832,0.0342671,0,0.360806372,0.385357836,0.389300901,0.074383433,0.329818054,0.121472483,0.237704574,0.374733822,0.485875831,0.396514491,0.037535992,0.043854619
2021/12/15,1,1,1,1.077268424,1.115616092,1.019291121,1.009579684,1,1,1,0.96481,0.954117,1,1.0383565,1.16628622,1.00619583,0.999207451,0.959556484,1.107632249,0.988027,0.985752424,0.988745,0.984979866,1,1,1.051927711,0.975459,1.014517716,1.121329966,1.080652549,1.074795624,1,1,1,1.00774847,1.051995366,1,1.063344182,0.953691176,1.042410953,1,1.025849,0.983066,1,0.972684,1,0.955570656,1,0.980779205,0.010407,0.301069414,0.044179874,0.233700948,0.375355853,0.184375785,0.214441377,0,0.236903433,0.314642895,0.391440067,0.407576945,0.038261314,0.540859527,0.23372231,0.336018988,0.069830072,0.297303311,0.177777722,0.200991029,0.460044194,0.068582955,0.389196626,0.576058228,0.035033035,0.245454888,0.375863117,0.558820885,0.39665417,0.260157465,0.181565645,0.217940096,0.096003357,0.356816098,0.384656943,0.040265442,0,0.369360368,0.358499493,0.387617154,0.074383433,0.346705075,0.121472483,0.237704574,0.357174398,0.485875831,0.396514491,0.037535992,0.043854619
2021/12/16,1,1,1,1.058000401,1.115616092,1.019291121,1.009579684,1,1,1,0.96481,0.954117,1,1.000844833,1.163795421,0.996571567,0.999207451,0.959556484,1.111985613,0.988027,0.985752424,0.988745,0.965102972,1,1,1.051927711,0.940219568,1.014517716,1.121329966,1.080652549,1.074795624,1,1,1,0.989171131,1.051995366,1,1.063344182,0.953691176,1.039673581,1,1.025849,0.983066,0.963874,0.972684,0.963874,0.913462479,1,0.980779205,0.010407,0.301069414,0.044179874,0.219745313,0.375355853,0.184375785,0.214441377,0,0.236903433,0.314642895,0.391440067,0.407576945,0.038261314,0.52365094,0.232082294,0.329606676,0.069830072,0.297303311,0.180996678,0.200991029,0.460044194,0.068582955,0.376616752,0.576058228,0.035033035,0.245454888,0.352470465,0.558820885,0.39665417,0.260157465,0.181565645,0.217940096,0.096003357,0.356816098,0.373100362,0.040265442,0,0.369360368,0.358499493,0.386004802,0.074383433,0.346705075,0.121472483,0.209133739,0.357174398,0.466606456,0.368695423,0.037535992,0.043854619
2021/12/17,1,1,1,1.033032649,1.098363089,1.011644399,1.009579684,1,1,1,0.96481,0.954117,1,0.976908628,1.151438824,0.996571567,0.999207451,0.959556484,1.064254742,0.988027,0.939216038,0.988745,0.943214759,0.964563,1,1.05270193,0.980751494,1.014517716,1.09566785,1.080652549,1.074795624,1,1,1,0.9454102,1.058235802,1,1.035080494,0.953691176,1.029364958,1,1.025849,0.983066,0.961559739,0.972684,0.963874,0.913462479,1,0.980779205,0.010407,0.301069414,0.044179874,0.200887046,0.365543991,0.178210722,0.214441377,0,0.236903433,0.314642895,0.391440067,0.407576945,0.038261314,0.511979441,0.223841431,0.329606676,0.069830072,0.297303311,0.144265113,0.200991029,0.4332904,0.068582955,0.36215054,0.560483066,0.035033035,0.246009825,0.379231188,0.558820885,0.382522943,0.260157465,0.181565645,0.217940096,0.096003357,0.356816098,0.344082575,0.045925014,0,0.352140256,0.358499493,0.379855919,0.074383433,0.346705075,0.121472483,0.2072303,0.357174398,0.466606456,0.368695423,0.037535992,0.043854619
2021/12/20,1,1,1,1.033032649,1.073708133,0.964804252,1.009579684,1,1,1,0.96481,0.954117,1,0.976908628,1.151438824,1.012682143,1.063246656,0.959556484,1.097700012,0.988027,0.92230154,0.988745,0.908856746,0.964563,1,1.077628859,0.980751494,0.994194897,1.102098324,1.080652549,1.090468025,1,1,1,0.957364912,1.162342924,1,1.035080494,0.988890487,1.023948954,1,1.025849,0.983066,0.961559739,0.972684,0.963874,0.913462479,1,0.980779205,0.010407,0.301069414,0.044179874,0.200887046,0.350975334,0.138313789,0.214441377,0,0.236903433,0.314642895,0.391440067,0.407576945,0.038261314,0.511979441,0.223841431,0.340271842,0.125854083,0.297303311,0.17033807,0.200991029,0.422897261,0.068582955,0.338037565,0.560483066,0.035033035,0.263450579,0.379231188,0.549802529,0.386125771,0.260157465,0.19332833,0.217940096,0.096003357,0.356816098,0.352273082,0.131378282,0,0.352140256,0.381333544,0.376575772,0.074383433,0.346705075,0.121472483,0.2072303,0.357174398,0.466606456,0.368695423,0.037535992,0.043854619
2021/12/21,1,1,1,1.045487924,1.06799869,0.964804252,1.009579684,1,1,1,0.96481,0.954117,1,0.976908628,1.166556064,1.035452301,1.076662703,0.959556484,1.107872398,0.988027,0.926126017,0.988745,0.908856746,0.964563,1,1.085735322,0.980751494,0.994194897,1.115027591,1.080652549,1.103615798,1,1,1.004342,0.964933839,1.162342924,1,1.035080494,0.988890487,1.011300113,1,1.025849,0.983066,0.961972248,0.972684,0.95441936,0.913462479,1,1.009400303,0.010407,0.301069414,0.044179874,0.210407167,0.347505696,0.138313789,0.214441377,0,0.236903433,0.314642895,0.391440067,0.407576945,0.038261314,0.511979441,0.233899563,0.354779622,0.136746615,0.297303311,0.177955952,0.200991029,0.425280431,0.068582955,0.338037565,0.560483066,0.035033035,0.268949903,0.379231188,0.549802529,0.39324393,0.260157465,0.2029385,0.217940096,0.096003357,0.359596729,0.357353842,0.131378282,0,0.352140256,0.381333544,0.368778291,0.074383433,0.346705075,0.121472483,0.207570252,0.357174398,0.461322569,0.368695423,0.037535992,0.070965697
2021/12/22,0.989593,1,1,1.045487924,1.06799869,0.964804252,1.009579684,1,1,1,0.96481,0.994029384,1,0.976908628,1.166556064,1.033534125,1.082023406,0.959556484,1.163483161,0.988027,0.938586116,0.988745,0.944986074,0.964563,1,1.089131502,0.980751494,0.969893791,1.128096829,1.080652549,1.103615798,1,1,1.004342,0.964933839,1.162342924,1,1.040578842,0.995132693,1.024257396,1,1.025849,0.983066,0.964334851,1.006650125,0.95441936,0.913462479,1,1.009400303,0,0.301069414,0.044179874,0.210407167,0.347505696,0.138313789,0.214441377,0,0.236903433,0.314642895,0.391440067,0.431363985,0.038261314,0.511979441,0.233899563,0.353582133,0.141023459,0.297303311,0.21724702,0.200991029,0.432910059,0.068582955,0.363346147,0.560483066,0.035033035,0.271229498,0.379231188,0.538522638,0.400273326,0.260157465,0.2029385,0.217940096,0.096003357,0.359596729,0.357353842,0.131378282,0,0.355563503,0.385214276,0.376763508,0.074383433,0.346705075,0.121472483,0.209511691,0.378864451,0.461322569,0.368695423,0.037535992,0.070965697
2021/12/23,0.989593,0.950911,1,1.045487924,1.06799869,0.964804252,0.994616703,1,1,1,0.96481,0.950448154,1,0.960930311,1.166556064,1.016144225,1.082023406,0.959556484,1.164296435,0.988027,0.930660695,0.988745,0.944986074,0.964563,1,1.054594053,0.980751494,0.972210868,1.142997014,1.088692063,1.089318088,1,1,0.972493311,0.964933839,1.162342924,1,1.040578842,0.995132693,1.01529796,1,1.025849,0.983066,0.966638647,1.006650125,0.915656572,0.904003575,1,1.023889235,0,0.264988431,0.044179874,0.210407167,0.347505696,0.138313789,0.202623459,0,0.236903433,0.314642895,0.391440067,0.40529012,0.038261314,0.503864651,0.233899563,0.342519587,0.141023459,0.297303311,0.217793782,0.200991029,0.428080773,0.068582955,0.363346147,0.560483066,0.035033035,0.247362613,0.379231188,0.53962248,0.408091403,0.265620878,0.192476768,0.217940096,0.096003357,0.338623829,0.357353842,0.131378282,0,0.355563503,0.385214276,0.371263795,0.074383433,0.346705075,0.121472483,0.211395666,0.378864451,0.438518562,0.362089863,0.037535992,0.084112348
2021/12/24,0.989593,0.950911,1,1.045487924,1.005385131,1.015544273,0.994616703,1,0.978632,1,0.96481,0.950448154,1,0.960930311,1.210636718,1.036126701,1.082023406,0.959556484,1.164859373,0.988027,0.876444436,0.988745,0.944986074,0.964563,1,1.054594053,0.990813023,0.972210868,1.071865643,1.088692063,1.089318088,1,1,0.972493311,1.036313855,1.162342924,1,1.035921211,0.971800812,1.01529796,1,1.049322477,0.983066,0.966638647,1.006650125,0.915656572,0.904003575,1.032434,1.023889235,0,0.264988431,0.044179874,0.210407167,0.306869536,0.181366542,0.202623459,0,0.220241555,0.314642895,0.391440067,0.40529012,0.038261314,0.503864651,0.261794148,0.355199587,0.141023459,0.297303311,0.218171796,0.200991029,0.392702237,0.068582955,0.363346147,0.560483066,0.035033035,0.247362613,0.385534984,0.53962248,0.368811041,0.265620878,0.192476768,0.217940096,0.096003357,0.338623829,0.401618514,0.131378282,0,0.352666036,0.370453939,0.371263795,0.074383433,0.361319365,0.121472483,0.211395666,0.378864451,0.438518562,0.362089863,0.067771879,0.084112348
2021/12/27,0.989593,0.950911,1,1.045487924,1.005385131,1.018274056,0.994616703,1,0.978632,1,0.96481,0.950448154,1,0.965914656,1.210636718,1.036126701,1.082023406,0.959556484,1.171560809,0.988027,0.883172023,0.988745,0.944986074,0.967838174,1,1.025826837,0.990813023,0.972210868,1.054991476,1.092998929,1.108420914,1,1,0.972493311,1.040563778,1.142651673,1,1.008080828,0.967931344,1.008574657,1,1.049322477,0.983066,0.966638647,1.006650125,0.915656572,0.904003575,1.032434,1.023889235,0,0.264988431,0.044179874,0.210407167,0.306869536,0.18356113,0.202623459,0,0.220241555,0.314642895,0.391440067,0.40529012,0.038261314,0.506424825,0.261794148,0.355199587,0.141023459,0.297303311,0.222643926,0.200991029,0.397328345,0.068582955,0.363346147,0.561970396,0.035033035,0.226256437,0.385534984,0.53962248,0.358715426,0.268514635,0.206393842,0.217940096,0.096003357,0.338623829,0.404062454,0.116409373,0,0.334788476,0.367937223,0.36707255,0.074383433,0.361319365,0.121472483,0.211395666,0.378864451,0.438518562,0.362089863,0.067771879,0.084112348
2021/12/28,0.989593,0.950911,1,1.026905944,0.988829789,1.018274056,0.994616703,1,0.978632,1,0.96481,0.950448154,1,0.965914656,1.210636718,1.049920656,1.052293515,0.959556484,1.160606129,0.988027,0.883172023,0.988745,0.938322505,0.967838174,1,1.126310679,0.990813023,0.920380848,1.055177155,1.092998929,1.110397229,1,1,0.972493311,1.040563778,1.126881937,1,1.008080828,0.953005843,1.007202323,1,1.049322477,0.930657277,0.966638647,1.006650125,0.915656572,0.904003575,1.032434,1.00953226,0,0.264988431,0.044179874,0.196119395,0.295264898,0.18356113,0.202623459,0,0.220241555,0.314642895,0.391440067,0.40529012,0.038261314,0.506424825,0.261794148,0.363671034,0.11675525,0.297303311,0.21530665,0.200991029,0.397328345,0.068582955,0.358824901,0.561970396,0.035033035,0.295285993,0.385534984,0.513696934,0.358828273,0.268514635,0.207806324,0.217940096,0.096003357,0.338623829,0.404062454,0.104044288,0,0.334788476,0.358038172,0.366210173,0.074383433,0.361319365,0.071999378,0.211395666,0.378864451,0.438518562,0.362089863,0.067771879,0.071087132
2021/12/29,0.989593,0.941395234,1.053254,1.026905944,1.03783916,1.018274056,0.994616703,1,0.978632,1,0.982543208,0.950448154,1,0.965914656,1.178149281,1.033559742,1.052293515,0.959556484,1.160606129,0.99877377,0.883172023,0.988745,0.935594801,0.967838174,1,1.126310679,0.990813023,0.920380848,1.053566603,1.092998929,1.159945374,1,1,1.019912085,1.055342385,1.142400228,1,1.022092144,0.952748055,1.021072506,1,1.049322477,0.930657277,0.990015837,1.006650125,0.915656572,0.904003575,1.032434,1.00953226,0,0.257558823,0.092507481,0.196119395,0.328544259,0.18356113,0.202623459,0,0.220241555,0.314642895,0.402423523,0.40529012,0.038261314,0.506424825,0.24143814,0.353598154,0.11675525,0.297303311,0.21530665,0.209588337,0.397328345,0.068582955,0.356955571,0.561970396,0.035033035,0.295285993,0.385534984,0.513696934,0.357848135,0.268514635,0.241645613,0.217940096,0.096003357,0.369373193,0.412407733,0.116214893,0,0.343907506,0.357864474,0.374819533,0.074383433,0.361319365,0.071999378,0.230016938,0.378864451,0.438518562,0.362089863,0.067771879,0.071087132
2021/12/30,0.989593,0.941395234,1.053254,1.021604542,0.978971885,1.014363883,0.994616703,1,0.978632,1,0.982543208,0.978588072,1,0.965914656,1.182941993,1.03105336,1.048475794,0.959556484,1.225055168,0.99877377,0.880554301,0.977635956,0.90868803,0.967838174,1,1.123984847,0.976621608,0.91888845,1.003327982,1.102000868,1.159945374,1,1,1.019912085,1.070271962,1.149712732,1,1.022092144,0.953076481,1.019665582,1,1.049322477,0.930657277,0.980195374,1.006650125,0.915656572,0.904003575,1.032434,1.00953226,0,0.257558823,0.092507481,0.191947825,0.288168463,0.180413919,0.202623459,0,0.220241555,0.314642895,0.402423523,0.422391378,0.038261314,0.506424825,0.244511468,0.352026819,0.11353917,0.297303311,0.256588654,0.209588337,0.395536715,0.057999105,0.337914658,0.561970396,0.035033035,0.293827747,0.376606113,0.512907113,0.325694318,0.274489935,0.241645613,0.217940096,0.096003357,0.369373193,0.420604252,0.121836021,0,0.343907506,0.358085752,0.373956916,0.074383433,0.361319365,0.071999378,0.222302567,0.378864451,0.438518562,0.362089863,0.067771879,0.071087132
2022/1/4,0.989593,0.941395234,1.053254,1.021604542,0.978971885,0.996144893,0.994616703,1,0.964074849,1,0.982543208,0.978588072,1,0.965914656,1.166025922,1.015716441,0.995055952,0.959556484,1.213448995,0.98391701,0.880554301,0.977635956,0.905761449,0.948770794,1,1.121064734,0.976621608,0.927083098,0.979146272,1.085608605,1.117304236,1,1,1.004740892,1.054351666,1.16136622,1,1.022092144,0.904598246,1.024025927,1,1.049322477,0.930657277,0.980195374,1.006650125,0.897349392,0.904003575,1.032434,1.00953226,0,0.257558823,0.092507481,0.191947825,0.288168463,0.165424101,0.202623459,0,0.208467509,0.314642895,0.402423523,0.422391378,0.038261314,0.506424825,0.23355125,0.342242679,0.065949285,0.297303311,0.249478211,0.197653431,0.395536715,0.057999105,0.335775412,0.553167346,0.035033035,0.291988332,0.376606113,0.517212611,0.309041174,0.263535019,0.212703546,0.217940096,0.096003357,0.359850975,0.411855604,0.130647774,0,0.343907506,0.323684989,0.376622633,0.074383433,0.361319365,0.071999378,0.222302567,0.378864451,0.427063557,0.362089863,0.067771879,0.071087132
2022/1/5,0.989593,0.941395234,1.029827525,1.021604542,0.964630926,0.996144893,0.994616703,1,0.964074849,1,0.982543208,0.978588072,1,0.963363482,1.115001794,1.022163701,0.995055952,0.959556484,1.195983824,0.98391701,0.89639107,0.977635956,0.898296616,0.948770794,1,1.134367288,0.976621608,0.927083098,1.006974915,1.085608605,1.138286464,0.977758,1,0.987899426,1.040077853,1.16136622,1,1.000338956,0.889185248,1.032230081,1,1.049322477,0.930657277,0.912019846,0.999281446,0.897349392,0.904003575,1.032434,1.035274323,0,0.257558823,0.071863877,0.191947825,0.277585817,0.165424101,0.202623459,0,0.208467509,0.314642895,0.402423523,0.422391378,0.038261314,0.505117742,0.198477424,0.346391459,0.065949285,0.297303311,0.238518203,0.197653431,0.406215922,0.057999105,0.330255715,0.553167346,0.035033035,0.300291078,0.376606113,0.517212611,0.328136432,0.263535019,0.227215915,0.200149828,0.096003357,0.348937873,0.403784032,0.130647774,0,0.329640238,0.31196185,0.38157723,0.074383433,0.361319365,0.071999378,0.164167941,0.374284211,0.427063557,0.362089863,0.067771879,0.094184521
2022/1/6,0.989593,0.941395234,1.029827525,1.01160712,0.961044749,0.996144893,0.994616703,1,0.964074849,1,0.982543208,0.978588072,1,0.962044638,1.115001794,0.991610206,0.995055952,0.959556484,1.195983824,0.98391701,0.874996008,0.977635956,0.899936906,0.948770794,1,1.125119926,0.976621608,0.927083098,1.016782045,1.085608605,1.12329637,0.977758,1,0.988715431,1.059506508,1.16136622,1,1.000338956,0.88193661,1.038499847,1,0.972909765,0.930657277,0.912019846,0.973269651,0.897349392,0.869727376,1.032434,1.007179049,0,0.257558823,0.071863877,0.183962078,0.2748901,0.165424101,0.202623459,0,0.208467509,0.314642895,0.402423523,0.422391378,0.038261314,0.50443932,0.198477424,0.326252472,0.065949285,0.297303311,0.238518203,0.197653431,0.391696945,0.057999105,0.331476439,0.553167346,0.035033035,0.29454017,0.376606113,0.517212611,0.334616733,0.263535019,0.216903316,0.200149828,0.096003357,0.349475206,0.414717117,0.130647774,0,0.329640238,0.306306864,0.385310852,0.074383433,0.311157139,0.071999378,0.164167941,0.357561209,0.427063557,0.336949647,0.067771879,0.068916785
2022/1/7,0.989593,0.941395234,1.029827525,1.005767618,0.971573956,0.996144893,0.994616703,1,0.964074849,1,0.982543208,0.978588072,1,0.962044638,1.115001794,0.974368484,0.995055952,0.959556484,1.23987643,1.020026764,0.874996008,0.977635956,0.917024008,0.922063845,0.987429,1.151232835,0.976621608,0.934193825,1.012215931,1.085608605,1.157713047,0.977758,1,0.988715431,1.08554441,1.16136622,1,1.000338956,0.894814649,1.037762771,1,0.972909765,0.930657277,0.912019846,0.977637685,0.949608329,0.869727376,1.032434,1.007293867,0,0.257558823,0.071863877,0.17922415,0.28274831,0.165424101,0.202623459,0,0.208467509,0.314642895,0.402423523,0.422391378,0.038261314,0.50443932,0.198477424,0.314330322,0.065949285,0.297303311,0.265475261,0.226057134,0.391696945,0.057999105,0.34393318,0.540225144,0.022748,0.310541805,0.376606113,0.520887405,0.331615184,0.263535019,0.240183338,0.200149828,0.096003357,0.349475206,0.42875573,0.130647774,0,0.329640238,0.316290392,0.384874266,0.074383433,0.311157139,0.071999378,0.164167941,0.360431592,0.45859345,0.336949647,0.067771879,0.069022916
2022/1/10,0.989593,0.941395234,1.029827525,0.991138728,0.953639996,0.988853777,1.022993118,1,0.964074849,1,0.982543208,0.945284763,1,0.95099796,1.115001794,0.985775416,0.995055952,0.959556484,1.23987643,1.020026764,0.85708344,0.977635956,0.903935018,0.922063845,0.987429,1.140293437,0.976621608,0.918088324,0.992304631,1.085608605,1.133799327,0.977758,1,0.968523884,1.059340996,1.16136622,1,0.968341114,0.8997066,1.057013617,1,0.972909765,0.930657277,0.912019846,0.977637685,0.954663094,0.869727376,1.032434,1.007293867,0,0.257558823,0.071863877,0.167109761,0.26925982,0.159270522,0.224741582,0,0.208467509,0.314642895,0.402423523,0.40204166,0.038261314,0.498682947,0.198477424,0.32226457,0.065949285,0.297303311,0.265475261,0.226057134,0.378983749,0.057999105,0.334433324,0.540225144,0.022748,0.303927492,0.376606113,0.512482605,0.318203566,0.263535019,0.224157536,0.200149828,0.096003357,0.335913226,0.414625672,0.130647774,0,0.307488886,0.320007908,0.396077235,0.074383433,0.311157139,0.071999378,0.164167941,0.360431592,0.461460098,0.336949647,0.067771879,0.069022916
2022/1/11,0.989593,0.941395234,1.029827525,0.991138728,0.965214007,0.988853777,1.022993118,1,0.964074849,1,0.982543208,0.945284763,1,0.95099796,1.149489914,0.991848215,0.97551438,0.959556484,1.255674316,1.050528624,0.885674029,0.977635956,0.923968388,0.925777918,0.987429,1.127178922,0.976621608,0.947310616,1.012783814,1.085608605,1.141628967,0.988004415,1,0.965616375,1.040467777,1.172873617,1,0.968341114,0.931045181,1.058466218,1,0.972909765,0.930657277,0.912019846,0.979647219,0.99608688,0.867119933,1.032434,1.007293867,0,0.257558823,0.071863877,0.167109761,0.278022224,0.159270522,0.224741582,0,0.208467509,0.314642895,0.402423523,0.40204166,0.038261314,0.498682947,0.222525488,0.326414148,0.047238316,0.297303311,0.274716462,0.248528389,0.399030876,0.057999105,0.34886406,0.542069687,0.022748,0.29582882,0.376606113,0.527521364,0.331989957,0.263535019,0.229478501,0.20844493,0.096003357,0.333913634,0.404007469,0.139177237,0,0.307488886,0.34289615,0.396906037,0.074383433,0.311157139,0.071999378,0.164167941,0.361743528,0.483856098,0.334955844,0.067771879,0.069022916
2022/1/12,0.989593,0.941395234,1.029827525,0.997755901,0.967289217,0.986216998,1.022993118,1,0.964074849,1,0.95751292,0.945284763,1,0.909851131,1.142855059,0.999429308,0.97551438,0.959556484,1.250322632,1.050528624,0.85640516,0.977635956,0.909862778,0.858359993,0.987429,1.167644645,0.976621608,0.947310616,0.984870075,1.064202575,1.1281332,0.988004415,1,1.000282003,1.028027112,1.180607546,1,0.946645432,0.934691153,1.04013001,1,0.99353156,0.930657277,0.88860784,0.973456632,0.953871722,0.812034405,1.032434,1.007293867,0,0.257558823,0.071863877,0.172633536,0.279571146,0.157022722,0.224741582,0,0.208467509,0.314642895,0.386802312,0.40204166,0.038261314,0.476011538,0.218011853,0.331523581,0.047238316,0.297303311,0.271612072,0.248528389,0.378491899,0.057999105,0.338769494,0.506102596,0.022748,0.320232474,0.376606113,0.527521364,0.313056843,0.248721306,0.220260814,0.20844493,0.096003357,0.356997427,0.396795068,0.144816318,0,0.291617578,0.345459331,0.386274235,0.074383433,0.325454799,0.071999378,0.14214641,0.357684608,0.461013303,0.289841612,0.067771879,0.069022916
2022/1/13,0.989593,0.941395234,1.029827525,1.095883198,0.986296692,0.986216998,1.022993118,1,0.964074849,1,0.95751292,0.945284763,1,0.909851131,1.142855059,0.981611282,1.005593878,0.959556484,1.315293147,1.00223845,0.865985764,0.977635956,0.901645808,0.894236007,0.987429,1.167644645,0.976621608,0.937089608,0.966392927,1.046974199,1.122346441,0.988004415,1,1.000282003,1.063250662,1.2474441,1,0.946645432,0.919559438,1.03463639,1,0.974368323,0.930657277,0.876248194,0.973456632,0.95617103,0.812034405,1.032434,1.0501789,0,0.257558823,0.071863877,0.246717375,0.293454933,0.157022722,0.224741582,0,0.208467509,0.314642895,0.386802312,0.40204166,0.038261314,0.476011538,0.218011853,0.319389521,0.075737489,0.297303311,0.307591685,0.212320744,0.385367789,0.057999105,0.332743501,0.525917354,0.022748,0.320232474,0.376606113,0.522367953,0.299922692,0.236358717,0.21624052,0.20844493,0.096003357,0.356997427,0.416778144,0.190636031,0,0.291617578,0.334688604,0.383015529,0.074383433,0.312188286,0.071999378,0.130046223,0.357684608,0.462309406,0.289841612,0.067771879,0.107040232
