Sampling Rate,Model,Value
80%,LambdaMART,-0.235126928
80%,LambdaMART,-0.23957047
80%,LambdaMART,-0.240212454
80%,LambdaMART,-0.244675234
80%,LambdaMART,-0.256838572
80%,LambdaMART,-0.261831335
80%,LambdaMART,-0.26296256
80%,LambdaMART,-0.263066719
80%,LambdaMART,-0.263247457
80%,LambdaMART,-0.263397886
80%,LambdaMART,-0.263408604
80%,LambdaMART,-0.264009206
80%,LambdaMART,-0.271522114
80%,LambdaMART,-0.27713494
80%,LambdaMART,-0.283222642
80%,LambdaMART,-0.285004342
80%,LambdaMART,-0.290883479
80%,LambdaMART,-0.304652382
80%,LambdaMART,-0.309766338
80%,LambdaMART,-0.310063959
80%,LambdaMART,-0.314875098
80%,LambdaMART,-0.317178108
80%,LambdaMART,-0.320072323
80%,LambdaMART,-0.325347938
80%,LambdaMART,-0.326719032
80%,LambdaMART,-0.331217668
80%,LambdaMART,-0.335654173
80%,LambdaMART,-0.339497138
80%,LambdaMART,-0.344767294
80%,LambdaMART,-0.349036258
80%,LambdaMART,-0.34944233
80%,LambdaMART,-0.349565474
80%,LambdaMART,-0.349710919
80%,LambdaMART,-0.353177464
80%,LambdaMART,-0.354176435
80%,LambdaMART,-0.354524779
80%,LambdaMART,-0.360913998
80%,LambdaMART,-0.362649965
80%,LambdaMART,-0.37453716
80%,LambdaMART,-0.376451825
80%,LambdaMART,-0.380800339
80%,LambdaMART,-0.381112583
80%,LambdaMART,-0.383455984
80%,LambdaMART,-0.387075274
80%,LambdaMART,-0.387625245
80%,LambdaMART,-0.392291461
80%,LambdaMART,-0.394464943
80%,LambdaMART,-0.395289899
80%,LambdaMART,-0.395902333
80%,LambdaMART,-0.398498664
80%,LambdaMART,-0.401507041
80%,LambdaMART,-0.405489804
80%,LambdaMART,-0.409099099
80%,LambdaMART,-0.412071453
80%,LambdaMART,-0.416642713
80%,LambdaMART,-0.418661123
80%,LambdaMART,-0.418799917
80%,LambdaMART,-0.419489555
80%,LambdaMART,-0.419514805
80%,LambdaMART,-0.42253523
80%,LambdaMART,-0.422700095
80%,LambdaMART,-0.423439835
80%,LambdaMART,-0.42350682
80%,LambdaMART,-0.423951983
80%,LambdaMART,-0.42783958
80%,LambdaMART,-0.429188117
80%,LambdaMART,-0.432472885
80%,LambdaMART,-0.435005775
80%,LambdaMART,-0.435851709
80%,LambdaMART,-0.439530924
80%,LambdaMART,-0.443110643
80%,LambdaMART,-0.443551737
80%,LambdaMART,-0.447980613
80%,LambdaMART,-0.449245089
80%,LambdaMART,-0.450212058
80%,LambdaMART,-0.45145732
80%,LambdaMART,-0.458580958
80%,LambdaMART,-0.458776485
80%,LambdaMART,-0.464887508
80%,LambdaMART,-0.477707153
80%,LambdaMART,-0.478508767
80%,LambdaMART,-0.482500237
80%,LambdaMART,-0.492881599
80%,LambdaMART,-0.492910526
80%,LambdaMART,-0.497363028
80%,LambdaMART,-0.497947675
80%,LambdaMART,-0.502821215
80%,LambdaMART,-0.503443609
80%,LambdaMART,-0.503991727
80%,LambdaMART,-0.50779959
80%,LambdaMART,-0.508092632
80%,LambdaMART,-0.511559725
80%,LambdaMART,-0.513448567
80%,LambdaMART,-0.517592014
80%,LambdaMART,-0.527561693
80%,LambdaMART,-0.529798629
80%,LambdaMART,-0.530722189
80%,LambdaMART,-0.532134143
80%,LambdaMART,-0.532583947
80%,LambdaMART,-0.538744244
80%,LambdaMART,-0.540111157
80%,LambdaMART,-0.54724569
80%,LambdaMART,-0.547282455
80%,LambdaMART,-0.547525554
80%,LambdaMART,-0.548538039
80%,LambdaMART,-0.549101476
80%,LambdaMART,-0.550292486
80%,LambdaMART,-0.551879322
80%,LambdaMART,-0.552491692
80%,LambdaMART,-0.553464589
80%,LambdaMART,-0.557188788
80%,LambdaMART,-0.563805339
80%,LambdaMART,-0.56606754
80%,LambdaMART,-0.56839272
80%,LambdaMART,-0.569265347
80%,LambdaMART,-0.570106824
80%,LambdaMART,-0.578361746
80%,LambdaMART,-0.578547215
80%,LambdaMART,-0.579284541
80%,LambdaMART,-0.585867147
80%,LambdaMART,-0.59228853
80%,LambdaMART,-0.596374877
80%,LambdaMART,-0.598154625
80%,LambdaMART,-0.602386602
80%,LambdaMART,-0.603405251
80%,LambdaMART,-0.609853711
80%,LambdaMART,-0.614676587
80%,LambdaMART,-0.615455193
80%,LambdaMART,-0.619827538
80%,LambdaMART,-0.622002145
80%,LambdaMART,-0.622307621
80%,LambdaMART,-0.628907157
80%,LambdaMART,-0.629977191
80%,LambdaMART,-0.634358487
80%,LambdaMART,-0.636839335
80%,LambdaMART,-0.645314693
80%,LambdaMART,-0.647550248
80%,LambdaMART,-0.650830507
80%,LambdaMART,-0.65103384
80%,LambdaMART,-0.654398029
80%,LambdaMART,-0.654487177
80%,LambdaMART,-0.654681283
80%,LambdaMART,-0.656749351
80%,LambdaMART,-0.663309203
80%,LambdaMART,-0.669195431
80%,LambdaMART,-0.669489291
80%,LambdaMART,-0.670056759
80%,LambdaMART,-0.675880347
80%,LambdaMART,-0.689391981
80%,LambdaMART,-0.689979239
80%,LambdaMART,-0.690426878
80%,LambdaMART,-0.693017102
80%,LambdaMART,-0.694349534
80%,LambdaMART,-0.697947462
80%,LambdaMART,-0.698235239
80%,LambdaMART,-0.699609186
80%,LambdaMART,-0.700566535
80%,LambdaMART,-0.707485238
80%,LambdaMART,-0.708944204
80%,LambdaMART,-0.712007199
80%,LambdaMART,-0.713122945
80%,LambdaMART,-0.713575692
80%,LambdaMART,-0.718799387
80%,LambdaMART,-0.719538116
80%,LambdaMART,-0.720045596
80%,LambdaMART,-0.731955223
80%,LambdaMART,-0.732637872
80%,LambdaMART,-0.734871941
80%,LambdaMART,-0.74612986
80%,LambdaMART,-0.750125252
80%,LambdaMART,-0.754728378
80%,LambdaMART,-0.755788555
80%,LambdaMART,-0.760049379
80%,LambdaMART,-0.761812353
80%,LambdaMART,-0.764276767
80%,LambdaMART,-0.767419503
80%,LambdaMART,-0.769459718
80%,LambdaMART,-0.774718049
80%,LambdaMART,-0.777384769
80%,LambdaMART,-0.778821872
80%,LambdaMART,-0.779021823
80%,LambdaMART,-0.781562176
80%,LambdaMART,-0.784322158
80%,LambdaMART,-0.785239192
80%,LambdaMART,-0.791542079
80%,LambdaMART,-0.799541668
80%,LambdaMART,-0.801225053
80%,LambdaMART,-0.803600516
80%,LambdaMART,-0.804814827
80%,LambdaMART,-0.805280334
80%,LambdaMART,-0.806307094
80%,LambdaMART,-0.81110355
80%,LambdaMART,-0.814053204
80%,LambdaMART,-0.815863307
80%,LambdaMART,-0.819435317
80%,LambdaMART,-0.821592414
80%,LambdaMART,-0.822794778
80%,LambdaMART,-0.823418694
80%,LambdaMART,-0.824081754
80%,LambdaMART,-0.82583048
80%,LambdaMART,-0.826897072
80%,LambdaMART,-0.827956483
80%,LambdaMART,-0.829854975
80%,LambdaMART,-0.830745769
80%,LambdaMART,-0.831614232
80%,LambdaMART,-0.832390991
80%,LambdaMART,-0.833914108
80%,LambdaMART,-0.835791898
80%,LambdaMART,-0.836973856
80%,LambdaMART,-0.839318164
80%,LambdaMART,-0.840779327
80%,LambdaMART,-0.840897219
80%,LambdaMART,-0.848959391
80%,LambdaMART,-0.850510883
80%,LambdaMART,-0.852374652
80%,LambdaMART,-0.853026501
80%,LambdaMART,-0.858850589
80%,LambdaMART,-0.85897338
80%,LambdaMART,-0.861688406
80%,LambdaMART,-0.864711637
80%,LambdaMART,-0.866068367
80%,LambdaMART,-0.867508905
80%,LambdaMART,-0.867979404
80%,LambdaMART,-0.868556937
80%,LambdaMART,-0.875910994
80%,LambdaMART,-0.879745092
80%,LambdaMART,-0.880119792
80%,LambdaMART,-0.880159595
80%,LambdaMART,-0.884782378
80%,LambdaMART,-0.885679487
80%,LambdaMART,-0.886752871
80%,LambdaMART,-0.90563486
80%,LambdaMART,-0.908689347
80%,LambdaMART,-0.908756135
80%,LambdaMART,-0.90931021
80%,LambdaMART,-0.911588436
80%,LambdaMART,-0.923689133
80%,LambdaMART,-0.925626605
80%,LambdaMART,-0.941675642
80%,LambdaMART,-0.944358399
90%,LambdaMART,7.102379371
90%,LambdaMART,6.947786551
90%,LambdaMART,6.875877612
90%,LambdaMART,6.641896196
90%,LambdaMART,6.547449384
90%,LambdaMART,5.863771084
90%,LambdaMART,5.673506055
90%,LambdaMART,5.211013595
90%,LambdaMART,5.193422853
90%,LambdaMART,4.614483607
90%,LambdaMART,4.326789255
90%,LambdaMART,4.273763413
90%,LambdaMART,4.21340056
90%,LambdaMART,4.202137245
90%,LambdaMART,4.034371874
90%,LambdaMART,3.748607489
90%,LambdaMART,3.735399483
90%,LambdaMART,3.695976128
90%,LambdaMART,3.435432517
90%,LambdaMART,3.403855869
90%,LambdaMART,3.392207343
90%,LambdaMART,3.27020298
90%,LambdaMART,3.120380157
90%,LambdaMART,3.119654736
90%,LambdaMART,3.042327504
90%,LambdaMART,2.930222871
90%,LambdaMART,2.878338599
90%,LambdaMART,2.834901077
90%,LambdaMART,2.694707722
90%,LambdaMART,2.579882348
90%,LambdaMART,2.510118765
90%,LambdaMART,2.444245947
90%,LambdaMART,2.369611161
90%,LambdaMART,2.309486962
90%,LambdaMART,2.167013558
90%,LambdaMART,2.090674013
90%,LambdaMART,2.047921976
90%,LambdaMART,1.988747452
90%,LambdaMART,1.972584722
90%,LambdaMART,1.957775702
90%,LambdaMART,1.957021324
90%,LambdaMART,1.898555147
90%,LambdaMART,1.892100667
90%,LambdaMART,1.869583601
90%,LambdaMART,1.867881639
90%,LambdaMART,1.819678021
90%,LambdaMART,1.794098554
90%,LambdaMART,1.789022998
90%,LambdaMART,1.786274151
90%,LambdaMART,1.768536018
90%,LambdaMART,1.756338108
90%,LambdaMART,1.692884381
90%,LambdaMART,1.683717687
90%,LambdaMART,1.664743878
90%,LambdaMART,1.56352758
90%,LambdaMART,1.548558045
90%,LambdaMART,1.535552844
90%,LambdaMART,1.525475482
90%,LambdaMART,1.525368359
90%,LambdaMART,1.507584004
90%,LambdaMART,1.502169731
90%,LambdaMART,1.453631512
90%,LambdaMART,1.400834033
90%,LambdaMART,1.333086102
90%,LambdaMART,1.33145062
90%,LambdaMART,1.29461848
90%,LambdaMART,1.285436342
90%,LambdaMART,1.278486426
90%,LambdaMART,1.260593705
90%,LambdaMART,1.242920175
90%,LambdaMART,1.210586538
90%,LambdaMART,1.185546979
90%,LambdaMART,1.165626791
90%,LambdaMART,1.15801099
90%,LambdaMART,1.115342827
90%,LambdaMART,1.08411253
90%,LambdaMART,1.040675908
90%,LambdaMART,1.019983781
90%,LambdaMART,1.014791249
90%,LambdaMART,1.013304811
90%,LambdaMART,1.00759713
90%,LambdaMART,0.981310238
90%,LambdaMART,0.979258862
90%,LambdaMART,0.951327384
90%,LambdaMART,0.934594081
90%,LambdaMART,0.929009236
90%,LambdaMART,0.900262087
90%,LambdaMART,0.899245828
90%,LambdaMART,0.889056029
90%,LambdaMART,0.88546376
90%,LambdaMART,0.874737884
90%,LambdaMART,0.865367337
90%,LambdaMART,0.852237912
90%,LambdaMART,0.830311823
90%,LambdaMART,0.827663653
90%,LambdaMART,0.824677564
90%,LambdaMART,0.814119703
90%,LambdaMART,0.80579372
90%,LambdaMART,0.795281586
90%,LambdaMART,0.77812764
90%,LambdaMART,0.777443734
90%,LambdaMART,0.766097847
90%,LambdaMART,0.740887078
90%,LambdaMART,0.709161555
90%,LambdaMART,0.695054734
90%,LambdaMART,0.685249613
90%,LambdaMART,0.682605832
90%,LambdaMART,0.677474313
90%,LambdaMART,0.660990685
90%,LambdaMART,0.639954342
90%,LambdaMART,0.638871096
90%,LambdaMART,0.636034486
90%,LambdaMART,0.632476008
90%,LambdaMART,0.602068659
90%,LambdaMART,0.5944422
90%,LambdaMART,0.589872749
90%,LambdaMART,0.583935826
90%,LambdaMART,0.568617226
90%,LambdaMART,0.566729056
90%,LambdaMART,0.565147611
90%,LambdaMART,0.558297569
90%,LambdaMART,0.554276408
90%,LambdaMART,0.549520854
90%,LambdaMART,0.549264848
90%,LambdaMART,0.544364136
90%,LambdaMART,0.541766303
90%,LambdaMART,0.52986408
90%,LambdaMART,0.52243841
90%,LambdaMART,0.51759368
90%,LambdaMART,0.484706451
90%,LambdaMART,0.473254427
90%,LambdaMART,0.471046727
90%,LambdaMART,0.467015768
90%,LambdaMART,0.464753572
90%,LambdaMART,0.457040506
90%,LambdaMART,0.455495141
90%,LambdaMART,0.419515664
90%,LambdaMART,0.410793837
90%,LambdaMART,0.409381569
90%,LambdaMART,0.406393197
90%,LambdaMART,0.393952961
90%,LambdaMART,0.393397873
90%,LambdaMART,0.39037773
90%,LambdaMART,0.37995739
90%,LambdaMART,0.355436522
90%,LambdaMART,0.35458173
90%,LambdaMART,0.328358763
90%,LambdaMART,0.317569562
90%,LambdaMART,0.305298914
90%,LambdaMART,0.302083593
90%,LambdaMART,0.282529348
90%,LambdaMART,0.281847019
90%,LambdaMART,0.277964615
90%,LambdaMART,0.275830938
90%,LambdaMART,0.268694896
90%,LambdaMART,0.266023804
90%,LambdaMART,0.264756329
90%,LambdaMART,0.262808478
90%,LambdaMART,0.238743165
90%,LambdaMART,0.224029312
90%,LambdaMART,0.223291072
90%,LambdaMART,0.216708287
90%,LambdaMART,0.211426248
90%,LambdaMART,0.206967459
90%,LambdaMART,0.20590342
90%,LambdaMART,0.186092254
90%,LambdaMART,0.18542263
90%,LambdaMART,0.163792518
90%,LambdaMART,0.163114347
90%,LambdaMART,0.162965315
90%,LambdaMART,0.158697619
90%,LambdaMART,0.139102051
90%,LambdaMART,0.128701895
90%,LambdaMART,0.117615082
90%,LambdaMART,0.102758573
90%,LambdaMART,0.098012854
90%,LambdaMART,0.09787193
90%,LambdaMART,0.08857763
90%,LambdaMART,0.083321879
90%,LambdaMART,0.080309288
90%,LambdaMART,0.077855929
90%,LambdaMART,0.070559914
90%,LambdaMART,0.066526664
90%,LambdaMART,0.065767699
90%,LambdaMART,0.064602918
90%,LambdaMART,0.062816649
90%,LambdaMART,0.057396076
90%,LambdaMART,0.056214593
90%,LambdaMART,0.047137454
90%,LambdaMART,0.044168415
90%,LambdaMART,0.033797975
90%,LambdaMART,0.032990432
90%,LambdaMART,0.030846164
90%,LambdaMART,0.030406935
90%,LambdaMART,0.02241346
90%,LambdaMART,0.016657972
90%,LambdaMART,0.014269223
90%,LambdaMART,0.006136084
90%,LambdaMART,0.001787227
90%,LambdaMART,-0.000851224
90%,LambdaMART,-0.002142823
90%,LambdaMART,-0.003592763
90%,LambdaMART,-0.004096709
90%,LambdaMART,-0.004599839
90%,LambdaMART,-0.007100196
90%,LambdaMART,-0.007505641
90%,LambdaMART,-0.012226962
90%,LambdaMART,-0.016377917
90%,LambdaMART,-0.024468531
90%,LambdaMART,-0.027251472
90%,LambdaMART,-0.030150109
90%,LambdaMART,-0.031990454
90%,LambdaMART,-0.0451836
90%,LambdaMART,-0.050725337
90%,LambdaMART,-0.05407714
90%,LambdaMART,-0.055452169
90%,LambdaMART,-0.059920844
90%,LambdaMART,-0.062103673
90%,LambdaMART,-0.06659348
90%,LambdaMART,-0.069142194
90%,LambdaMART,-0.070427664
90%,LambdaMART,-0.074791242
90%,LambdaMART,-0.076470645
90%,LambdaMART,-0.079446144
90%,LambdaMART,-0.083301837
90%,LambdaMART,-0.090235417
90%,LambdaMART,-0.105825482
90%,LambdaMART,-0.106186778
90%,LambdaMART,-0.117621587
90%,LambdaMART,-0.121594792
90%,LambdaMART,-0.122364769
90%,LambdaMART,-0.135606798
90%,LambdaMART,-0.137430211
90%,LambdaMART,-0.137791411
90%,LambdaMART,-0.139597769
90%,LambdaMART,-0.143047124
90%,LambdaMART,-0.151142282
90%,LambdaMART,-0.158805955
90%,LambdaMART,-0.160731792
90%,LambdaMART,-0.161637189
90%,LambdaMART,-0.169738567
90%,LambdaMART,-0.169746339
90%,LambdaMART,-0.177781916
90%,LambdaMART,-0.186103666
90%,LambdaMART,-0.188627337
90%,LambdaMART,-0.190075431
90%,LambdaMART,-0.203624378
90%,LambdaMART,-0.210718584
90%,LambdaMART,-0.212421493
90%,LambdaMART,-0.213468875
90%,LambdaMART,-0.220807244
90%,LambdaMART,-0.222939856
90%,LambdaMART,-0.225776759
90%,LambdaMART,-0.228877661
90%,LambdaMART,-0.240732899
90%,LambdaMART,-0.246259022
90%,LambdaMART,-0.249272294
90%,LambdaMART,-0.251626847
90%,LambdaMART,-0.256168339
90%,LambdaMART,-0.258916176
90%,LambdaMART,-0.260938113
90%,LambdaMART,-0.264051509
90%,LambdaMART,-0.265594136
90%,LambdaMART,-0.265862301
90%,LambdaMART,-0.266004955
90%,LambdaMART,-0.266010891
90%,LambdaMART,-0.26906461
90%,LambdaMART,-0.274326531
90%,LambdaMART,-0.275259984
90%,LambdaMART,-0.282971028
90%,LambdaMART,-0.284312409
90%,LambdaMART,-0.290205777
90%,LambdaMART,-0.294142521
90%,LambdaMART,-0.294786659
90%,LambdaMART,-0.301011933
90%,LambdaMART,-0.313767873
90%,LambdaMART,-0.318329335
90%,LambdaMART,-0.319295749
90%,LambdaMART,-0.326618288
90%,LambdaMART,-0.330327342
90%,LambdaMART,-0.332694787
90%,LambdaMART,-0.333596456
90%,LambdaMART,-0.33374191
90%,LambdaMART,-0.33385508
90%,LambdaMART,-0.334640043
90%,LambdaMART,-0.335391519
90%,LambdaMART,-0.33676023
90%,LambdaMART,-0.338401552
90%,LambdaMART,-0.338514893
90%,LambdaMART,-0.338863054
90%,LambdaMART,-0.343560391
90%,LambdaMART,-0.354808068
90%,LambdaMART,-0.358953923
90%,LambdaMART,-0.362089325
90%,LambdaMART,-0.36499285
90%,LambdaMART,-0.369861007
90%,LambdaMART,-0.37019994
90%,LambdaMART,-0.370394108
90%,LambdaMART,-0.372214361
90%,LambdaMART,-0.373446609
90%,LambdaMART,-0.377881305
90%,LambdaMART,-0.381433968
90%,LambdaMART,-0.383349002
90%,LambdaMART,-0.38610431
90%,LambdaMART,-0.387908033
90%,LambdaMART,-0.389127441
90%,LambdaMART,-0.389272669
90%,LambdaMART,-0.391221527
90%,LambdaMART,-0.392002196
90%,LambdaMART,-0.392275234
90%,LambdaMART,-0.39301225
90%,LambdaMART,-0.394495843
90%,LambdaMART,-0.396452986
90%,LambdaMART,-0.399226832
90%,LambdaMART,-0.40275876
90%,LambdaMART,-0.408386479
90%,LambdaMART,-0.418405384
90%,LambdaMART,-0.420339344
90%,LambdaMART,-0.421559353
90%,LambdaMART,-0.421798472
90%,LambdaMART,-0.422131021
90%,LambdaMART,-0.429886415
90%,LambdaMART,-0.435704855
90%,LambdaMART,-0.442321677
90%,LambdaMART,-0.442340842
90%,LambdaMART,-0.443504437
90%,LambdaMART,-0.44692969
90%,LambdaMART,-0.447228255
90%,LambdaMART,-0.448158384
90%,LambdaMART,-0.459121848
90%,LambdaMART,-0.466227969
90%,LambdaMART,-0.473378128
90%,LambdaMART,-0.474528663
90%,LambdaMART,-0.478800238
90%,LambdaMART,-0.480201765
90%,LambdaMART,-0.48056931
90%,LambdaMART,-0.480718458
90%,LambdaMART,-0.481108515
90%,LambdaMART,-0.483128583
90%,LambdaMART,-0.483575433
90%,LambdaMART,-0.487220486
90%,LambdaMART,-0.491591822
90%,LambdaMART,-0.492016965
90%,LambdaMART,-0.496417258
90%,LambdaMART,-0.501923362
90%,LambdaMART,-0.503734881
90%,LambdaMART,-0.504733283
90%,LambdaMART,-0.506225654
90%,LambdaMART,-0.506373525
90%,LambdaMART,-0.513865867
90%,LambdaMART,-0.516502535
90%,LambdaMART,-0.516664533
90%,LambdaMART,-0.517910361
90%,LambdaMART,-0.517974365
90%,LambdaMART,-0.51911548
90%,LambdaMART,-0.51916442
90%,LambdaMART,-0.521682208
90%,LambdaMART,-0.523912779
90%,LambdaMART,-0.528050351
90%,LambdaMART,-0.530979828
90%,LambdaMART,-0.540642729
90%,LambdaMART,-0.541668894
90%,LambdaMART,-0.542815098
90%,LambdaMART,-0.546143228
90%,LambdaMART,-0.546168707
90%,LambdaMART,-0.551287222
90%,LambdaMART,-0.554142417
90%,LambdaMART,-0.55665935
90%,LambdaMART,-0.564560002
90%,LambdaMART,-0.565848908
90%,LambdaMART,-0.56716272
90%,LambdaMART,-0.567783869
90%,LambdaMART,-0.575144744
90%,LambdaMART,-0.584333999
90%,LambdaMART,-0.58552938
90%,LambdaMART,-0.585614144
90%,LambdaMART,-0.586363596
90%,LambdaMART,-0.588442873
90%,LambdaMART,-0.59080616
90%,LambdaMART,-0.592405993
90%,LambdaMART,-0.596707074
90%,LambdaMART,-0.597545757
90%,LambdaMART,-0.600076267
90%,LambdaMART,-0.600602433
90%,LambdaMART,-0.611757166
90%,LambdaMART,-0.620869619
90%,LambdaMART,-0.62154139
90%,LambdaMART,-0.631156835
90%,LambdaMART,-0.635227493
90%,LambdaMART,-0.635879862
90%,LambdaMART,-0.636521036
90%,LambdaMART,-0.642699244
90%,LambdaMART,-0.645315478
90%,LambdaMART,-0.648846487
90%,LambdaMART,-0.658259984
90%,LambdaMART,-0.661059786
90%,LambdaMART,-0.662349393
90%,LambdaMART,-0.665518197
90%,LambdaMART,-0.667756755
90%,LambdaMART,-0.668707247
90%,LambdaMART,-0.670245193
90%,LambdaMART,-0.676345193
90%,LambdaMART,-0.676606813
90%,LambdaMART,-0.679948888
90%,LambdaMART,-0.684228021
90%,LambdaMART,-0.685866044
90%,LambdaMART,-0.689704661
90%,LambdaMART,-0.690573699
90%,LambdaMART,-0.691800249
90%,LambdaMART,-0.691919952
90%,LambdaMART,-0.692726198
90%,LambdaMART,-0.702383516
90%,LambdaMART,-0.704559082
90%,LambdaMART,-0.705196629
90%,LambdaMART,-0.706434092
90%,LambdaMART,-0.707416208
90%,LambdaMART,-0.707989154
90%,LambdaMART,-0.719295115
90%,LambdaMART,-0.720757788
90%,LambdaMART,-0.724182884
90%,LambdaMART,-0.726848754
90%,LambdaMART,-0.731635361
90%,LambdaMART,-0.739521737
90%,LambdaMART,-0.742879146
90%,LambdaMART,-0.743266883
90%,LambdaMART,-0.743756626
90%,LambdaMART,-0.748753414
90%,LambdaMART,-0.753931819
90%,LambdaMART,-0.758675977
90%,LambdaMART,-0.761399841
90%,LambdaMART,-0.763307921
90%,LambdaMART,-0.764824795
90%,LambdaMART,-0.769676521
90%,LambdaMART,-0.7713387
90%,LambdaMART,-0.772089895
90%,LambdaMART,-0.772636299
90%,LambdaMART,-0.772740498
90%,LambdaMART,-0.78461338
90%,LambdaMART,-0.79205031
90%,LambdaMART,-0.796117962
90%,LambdaMART,-0.801046425
90%,LambdaMART,-0.801305892
90%,LambdaMART,-0.805014995
90%,LambdaMART,-0.805161502
90%,LambdaMART,-0.806046723
90%,LambdaMART,-0.80843262
90%,LambdaMART,-0.811588143
90%,LambdaMART,-0.812491787
90%,LambdaMART,-0.813657159
90%,LambdaMART,-0.815277421
90%,LambdaMART,-0.816000851
90%,LambdaMART,-0.817839604
90%,LambdaMART,-0.819955056
90%,LambdaMART,-0.821490843
90%,LambdaMART,-0.825331024
90%,LambdaMART,-0.826280095
90%,LambdaMART,-0.832340593
90%,LambdaMART,-0.834211108
90%,LambdaMART,-0.835231746
90%,LambdaMART,-0.837478049
90%,LambdaMART,-0.838329448
90%,LambdaMART,-0.839411421
90%,LambdaMART,-0.83969422
90%,LambdaMART,-0.84166838
90%,LambdaMART,-0.844780795
90%,LambdaMART,-0.847232603
90%,LambdaMART,-0.847719548
90%,LambdaMART,-0.848554881
90%,LambdaMART,-0.849449447
90%,LambdaMART,-0.850464556
90%,LambdaMART,-0.854719977
90%,LambdaMART,-0.855160148
90%,LambdaMART,-0.856157748
90%,LambdaMART,-0.858563275
90%,LambdaMART,-0.860002867
90%,LambdaMART,-0.863167441
90%,LambdaMART,-0.865187596
90%,LambdaMART,-0.867103125
90%,LambdaMART,-0.868501162
90%,LambdaMART,-0.872342477
90%,LambdaMART,-0.873406124
90%,LambdaMART,-0.873488321
90%,LambdaMART,-0.873539046
90%,LambdaMART,-0.874851618
90%,LambdaMART,-0.88972866
90%,LambdaMART,-0.890192921
90%,LambdaMART,-0.895547231
90%,LambdaMART,-0.897350244
90%,LambdaMART,-0.900382012
90%,LambdaMART,-0.913111015
90%,LambdaMART,-0.915140011
90%,LambdaMART,-0.915305538
90%,LambdaMART,-0.917124002
90%,LambdaMART,-0.923914578
90%,LambdaMART,-0.936364249
90%,LambdaMART,-0.946381529
50%,LambdaRank,7.050156182
50%,LambdaRank,6.827279952
50%,LambdaRank,6.814583816
50%,LambdaRank,6.458975748
50%,LambdaRank,6.238499448
50%,LambdaRank,4.726200696
50%,LambdaRank,4.402986592
50%,LambdaRank,3.820436225
50%,LambdaRank,3.732031386
50%,LambdaRank,3.709836022
50%,LambdaRank,3.665248497
50%,LambdaRank,3.52735397
50%,LambdaRank,3.483799783
50%,LambdaRank,3.256957306
50%,LambdaRank,3.210211847
50%,LambdaRank,3.16916701
50%,LambdaRank,3.142984016
50%,LambdaRank,3.138610725
50%,LambdaRank,3.134199613
50%,LambdaRank,3.112395405
50%,LambdaRank,3.076770267
50%,LambdaRank,3.07530998
50%,LambdaRank,3.048456196
50%,LambdaRank,2.931492691
50%,LambdaRank,2.916148419
50%,LambdaRank,2.866131699
50%,LambdaRank,2.817019728
50%,LambdaRank,2.799246129
50%,LambdaRank,2.766015282
50%,LambdaRank,2.748109813
50%,LambdaRank,2.746084322
50%,LambdaRank,2.673873112
50%,LambdaRank,2.66690124
50%,LambdaRank,2.612719999
50%,LambdaRank,2.511439449
50%,LambdaRank,2.485776391
50%,LambdaRank,2.398497457
50%,LambdaRank,2.309182746
50%,LambdaRank,2.251820969
50%,LambdaRank,2.236855328
50%,LambdaRank,2.230065363
50%,LambdaRank,2.204105599
50%,LambdaRank,2.176185584
50%,LambdaRank,2.065407263
50%,LambdaRank,2.064782009
50%,LambdaRank,1.997298508
50%,LambdaRank,1.966290058
50%,LambdaRank,1.930598371
50%,LambdaRank,1.928620694
50%,LambdaRank,1.890323245
50%,LambdaRank,1.885751562
50%,LambdaRank,1.878585092
50%,LambdaRank,1.862142265
50%,LambdaRank,1.839453971
50%,LambdaRank,1.834856836
50%,LambdaRank,1.786655407
50%,LambdaRank,1.767387473
50%,LambdaRank,1.715389497
50%,LambdaRank,1.693990963
50%,LambdaRank,1.67250487
50%,LambdaRank,1.650875715
50%,LambdaRank,1.642618168
50%,LambdaRank,1.60811073
50%,LambdaRank,1.592323626
50%,LambdaRank,1.58011545
50%,LambdaRank,1.566205684
50%,LambdaRank,1.56272241
50%,LambdaRank,1.537319637
50%,LambdaRank,1.528936308
50%,LambdaRank,1.523364897
50%,LambdaRank,1.483058718
50%,LambdaRank,1.475015666
50%,LambdaRank,1.469345312
50%,LambdaRank,1.466388856
50%,LambdaRank,1.43972042
50%,LambdaRank,1.412173924
50%,LambdaRank,1.391614542
50%,LambdaRank,1.372963817
50%,LambdaRank,1.352472698
50%,LambdaRank,1.350251944
50%,LambdaRank,1.345113535
50%,LambdaRank,1.338687361
50%,LambdaRank,1.329367573
50%,LambdaRank,1.324858714
50%,LambdaRank,1.323175816
50%,LambdaRank,1.276512911
50%,LambdaRank,1.248991834
50%,LambdaRank,1.241993226
50%,LambdaRank,1.200482916
50%,LambdaRank,1.172385221
50%,LambdaRank,1.157977145
50%,LambdaRank,1.140525922
50%,LambdaRank,1.140046709
50%,LambdaRank,1.110215607
50%,LambdaRank,1.096542837
50%,LambdaRank,1.066703252
50%,LambdaRank,1.052765478
50%,LambdaRank,1.028781006
50%,LambdaRank,1.023981666
50%,LambdaRank,1.018260793
50%,LambdaRank,1.016813982
50%,LambdaRank,0.992227197
50%,LambdaRank,0.961004455
50%,LambdaRank,0.960913041
