Sampling Rate,Model,Value
70%,LambdaRank,0.815456964
70%,LambdaRank,0.812023397
70%,LambdaRank,0.796846883
70%,LambdaRank,0.796619229
70%,LambdaRank,0.792144718
70%,LambdaRank,0.790052552
70%,LambdaRank,0.78364927
70%,LambdaRank,0.782919673
70%,LambdaRank,0.771529544
70%,LambdaRank,0.769915158
70%,LambdaRank,0.76456777
70%,LambdaRank,0.761788404
70%,LambdaRank,0.745515378
70%,LambdaRank,0.741677196
70%,LambdaRank,0.740349543
70%,LambdaRank,0.736182756
70%,LambdaRank,0.731335254
70%,LambdaRank,0.726194461
70%,LambdaRank,0.697882148
70%,LambdaRank,0.697498841
70%,LambdaRank,0.688154263
70%,LambdaRank,0.671839562
70%,LambdaRank,0.671686801
70%,LambdaRank,0.664526098
70%,LambdaRank,0.664123577
70%,LambdaRank,0.660895604
70%,LambdaRank,0.659569299
70%,LambdaRank,0.643993057
70%,LambdaRank,0.635494132
70%,LambdaRank,0.625155373
70%,LambdaRank,0.620758205
70%,LambdaRank,0.60644103
70%,LambdaRank,0.604995236
70%,LambdaRank,0.602529361
70%,LambdaRank,0.599024683
70%,LambdaRank,0.592720959
70%,LambdaRank,0.585052063
70%,LambdaRank,0.579138555
70%,LambdaRank,0.571517684
70%,LambdaRank,0.566991023
70%,LambdaRank,0.564201354
70%,LambdaRank,0.558846821
70%,LambdaRank,0.557284886
70%,LambdaRank,0.549248108
70%,LambdaRank,0.541039883
70%,LambdaRank,0.537549496
70%,LambdaRank,0.530944805
70%,LambdaRank,0.522448009
70%,LambdaRank,0.518685966
70%,LambdaRank,0.506903902
70%,LambdaRank,0.504540469
70%,LambdaRank,0.499107667
70%,LambdaRank,0.496161297
70%,LambdaRank,0.481210667
70%,LambdaRank,0.480622308
70%,LambdaRank,0.471364903
70%,LambdaRank,0.465259251
70%,LambdaRank,0.441643606
70%,LambdaRank,0.438551599
70%,LambdaRank,0.432743452
70%,LambdaRank,0.428417086
70%,LambdaRank,0.427494557
70%,LambdaRank,0.427410764
70%,LambdaRank,0.419879551
70%,LambdaRank,0.40726415
70%,LambdaRank,0.405205448
70%,LambdaRank,0.400713364
70%,LambdaRank,0.395201615
70%,LambdaRank,0.395018906
70%,LambdaRank,0.388826783
70%,LambdaRank,0.380809554
70%,LambdaRank,0.378713486
70%,LambdaRank,0.364097347
70%,LambdaRank,0.362825775
70%,LambdaRank,0.362273472
70%,LambdaRank,0.357771641
70%,LambdaRank,0.356068764
70%,LambdaRank,0.346881423
70%,LambdaRank,0.345631503
70%,LambdaRank,0.336460349
70%,LambdaRank,0.328691587
70%,LambdaRank,0.319940315
70%,LambdaRank,0.318301797
70%,LambdaRank,0.3182019
70%,LambdaRank,0.307693662
70%,LambdaRank,0.304622747
70%,LambdaRank,0.302029548
70%,LambdaRank,0.299234212
70%,LambdaRank,0.289910956
70%,LambdaRank,0.286489553
70%,LambdaRank,0.279324554
70%,LambdaRank,0.277708805
70%,LambdaRank,0.27769456
70%,LambdaRank,0.266424907
70%,LambdaRank,0.253971694
70%,LambdaRank,0.251828145
70%,LambdaRank,0.250975779
70%,LambdaRank,0.250622483
70%,LambdaRank,0.247279678
70%,LambdaRank,0.244304294
70%,LambdaRank,0.243369914
70%,LambdaRank,0.239123135
70%,LambdaRank,0.235416969
70%,LambdaRank,0.223147922
70%,LambdaRank,0.220485068
70%,LambdaRank,0.215658431
70%,LambdaRank,0.207847152
70%,LambdaRank,0.207726362
70%,LambdaRank,0.205324269
70%,LambdaRank,0.202494994
70%,LambdaRank,0.194465846
70%,LambdaRank,0.193840635
70%,LambdaRank,0.190694945
70%,LambdaRank,0.188719626
70%,LambdaRank,0.179991975
70%,LambdaRank,0.17687073
70%,LambdaRank,0.167364356
70%,LambdaRank,0.166206654
70%,LambdaRank,0.161029199
70%,LambdaRank,0.157431067
70%,LambdaRank,0.155059009
70%,LambdaRank,0.147096145
70%,LambdaRank,0.146521089
70%,LambdaRank,0.139003436
70%,LambdaRank,0.135790703
70%,LambdaRank,0.127057143
70%,LambdaRank,0.124632194
70%,LambdaRank,0.119362713
70%,LambdaRank,0.11785736
70%,LambdaRank,0.116695632
70%,LambdaRank,0.113533362
70%,LambdaRank,0.110217321
70%,LambdaRank,0.10611826
70%,LambdaRank,0.105877168
70%,LambdaRank,0.104104732
70%,LambdaRank,0.098004571
70%,LambdaRank,0.09759737
70%,LambdaRank,0.093678804
70%,LambdaRank,0.083068187
70%,LambdaRank,0.082770901
70%,LambdaRank,0.082689219
70%,LambdaRank,0.07893429
70%,LambdaRank,0.073810187
70%,LambdaRank,0.071192934
70%,LambdaRank,0.070999189
70%,LambdaRank,0.070307502
70%,LambdaRank,0.068736093
70%,LambdaRank,0.060268023
70%,LambdaRank,0.059226757
70%,LambdaRank,0.050252542
70%,LambdaRank,0.046098102
70%,LambdaRank,0.043959893
70%,LambdaRank,0.041555918
70%,LambdaRank,0.039113868
70%,LambdaRank,0.037993806
70%,LambdaRank,0.037366384
70%,LambdaRank,0.036224308
70%,LambdaRank,0.036036569
70%,LambdaRank,0.03301644
70%,LambdaRank,0.029657098
70%,LambdaRank,0.029112254
70%,LambdaRank,0.027912285
70%,LambdaRank,0.024498707
70%,LambdaRank,0.015814473
70%,LambdaRank,0.012802239
70%,LambdaRank,0.010854199
70%,LambdaRank,0.007116237
70%,LambdaRank,0.006414679
70%,LambdaRank,0.000762077
70%,LambdaRank,-0.008091946
70%,LambdaRank,-0.010948539
70%,LambdaRank,-0.0147956
70%,LambdaRank,-0.015234861
70%,LambdaRank,-0.017059047
70%,LambdaRank,-0.020607074
70%,LambdaRank,-0.024063606
70%,LambdaRank,-0.025021561
70%,LambdaRank,-0.029203742
70%,LambdaRank,-0.029284132
70%,LambdaRank,-0.029446471
70%,LambdaRank,-0.030257244
70%,LambdaRank,-0.033452924
70%,LambdaRank,-0.034562101
70%,LambdaRank,-0.043765429
70%,LambdaRank,-0.049769482
70%,LambdaRank,-0.052411513
70%,LambdaRank,-0.052507018
70%,LambdaRank,-0.059695368
70%,LambdaRank,-0.062683376
70%,LambdaRank,-0.06620794
70%,LambdaRank,-0.06649112
70%,LambdaRank,-0.070354198
70%,LambdaRank,-0.071085763
70%,LambdaRank,-0.075830417
70%,LambdaRank,-0.077926238
70%,LambdaRank,-0.080114251
70%,LambdaRank,-0.085775525
70%,LambdaRank,-0.087727314
70%,LambdaRank,-0.091314922
70%,LambdaRank,-0.098980393
70%,LambdaRank,-0.099026062
70%,LambdaRank,-0.104446811
70%,LambdaRank,-0.106071119
70%,LambdaRank,-0.10712227
70%,LambdaRank,-0.117655879
70%,LambdaRank,-0.121591945
70%,LambdaRank,-0.12392593
70%,LambdaRank,-0.125962944
70%,LambdaRank,-0.129227834
70%,LambdaRank,-0.130200995
70%,LambdaRank,-0.131604294
70%,LambdaRank,-0.133593308
70%,LambdaRank,-0.134133162
70%,LambdaRank,-0.135081759
70%,LambdaRank,-0.137560248
70%,LambdaRank,-0.138228124
70%,LambdaRank,-0.138650607
70%,LambdaRank,-0.142266614
70%,LambdaRank,-0.144057496
70%,LambdaRank,-0.144081606
70%,LambdaRank,-0.148454806
70%,LambdaRank,-0.151070959
70%,LambdaRank,-0.153509758
70%,LambdaRank,-0.154864253
70%,LambdaRank,-0.15951616
70%,LambdaRank,-0.162743306
70%,LambdaRank,-0.164843635
70%,LambdaRank,-0.16512889
70%,LambdaRank,-0.16681786
70%,LambdaRank,-0.17026821
70%,LambdaRank,-0.173165109
70%,LambdaRank,-0.175100994
70%,LambdaRank,-0.176116311
70%,LambdaRank,-0.178620697
70%,LambdaRank,-0.180671618
70%,LambdaRank,-0.182799007
70%,LambdaRank,-0.184972267
70%,LambdaRank,-0.187759816
70%,LambdaRank,-0.189566743
70%,LambdaRank,-0.197102172
70%,LambdaRank,-0.198254003
70%,LambdaRank,-0.199701899
70%,LambdaRank,-0.199879234
70%,LambdaRank,-0.208611977
70%,LambdaRank,-0.209274114
70%,LambdaRank,-0.216232632
70%,LambdaRank,-0.216278475
70%,LambdaRank,-0.224634982
70%,LambdaRank,-0.225962739
70%,LambdaRank,-0.230090662
70%,LambdaRank,-0.241446147
70%,LambdaRank,-0.24341481
70%,LambdaRank,-0.244095196
70%,LambdaRank,-0.252510135
70%,LambdaRank,-0.256160287
70%,LambdaRank,-0.256949175
70%,LambdaRank,-0.257106963
70%,LambdaRank,-0.257725785
70%,LambdaRank,-0.266739151
70%,LambdaRank,-0.267637292
70%,LambdaRank,-0.274864805
70%,LambdaRank,-0.277036157
70%,LambdaRank,-0.280490183
70%,LambdaRank,-0.280996613
70%,LambdaRank,-0.284991508
70%,LambdaRank,-0.287684123
70%,LambdaRank,-0.294835503
70%,LambdaRank,-0.298426338
70%,LambdaRank,-0.302267847
70%,LambdaRank,-0.30338903
70%,LambdaRank,-0.304021357
70%,LambdaRank,-0.306711193
70%,LambdaRank,-0.306976839
70%,LambdaRank,-0.309241168
70%,LambdaRank,-0.309582555
70%,LambdaRank,-0.311106325
70%,LambdaRank,-0.311211149
70%,LambdaRank,-0.315015402
70%,LambdaRank,-0.31866308
70%,LambdaRank,-0.32045852
70%,LambdaRank,-0.325805128
70%,LambdaRank,-0.329498402
70%,LambdaRank,-0.330418633
70%,LambdaRank,-0.332205091
70%,LambdaRank,-0.336782695
70%,LambdaRank,-0.338075743
70%,LambdaRank,-0.33889302
70%,LambdaRank,-0.34502207
70%,LambdaRank,-0.350392423
70%,LambdaRank,-0.358459464
70%,LambdaRank,-0.363200449
70%,LambdaRank,-0.366963068
70%,LambdaRank,-0.367775139
70%,LambdaRank,-0.36940584
70%,LambdaRank,-0.373270081
70%,LambdaRank,-0.375550758
70%,LambdaRank,-0.381876114
70%,LambdaRank,-0.394437771
70%,LambdaRank,-0.396502796
70%,LambdaRank,-0.397417658
70%,LambdaRank,-0.400285409
70%,LambdaRank,-0.402008947
70%,LambdaRank,-0.404957045
70%,LambdaRank,-0.405824013
70%,LambdaRank,-0.407937685
70%,LambdaRank,-0.413139985
70%,LambdaRank,-0.419296932
70%,LambdaRank,-0.421575588
70%,LambdaRank,-0.424679052
70%,LambdaRank,-0.438680708
70%,LambdaRank,-0.439253039
70%,LambdaRank,-0.441214166
70%,LambdaRank,-0.444012131
70%,LambdaRank,-0.450699227
70%,LambdaRank,-0.453771961
70%,LambdaRank,-0.454267762
70%,LambdaRank,-0.454586727
70%,LambdaRank,-0.454891112
70%,LambdaRank,-0.456580307
70%,LambdaRank,-0.457569238
70%,LambdaRank,-0.457958624
70%,LambdaRank,-0.458197809
70%,LambdaRank,-0.459705239
70%,LambdaRank,-0.462382494
70%,LambdaRank,-0.463145813
70%,LambdaRank,-0.468349
70%,LambdaRank,-0.469770086
70%,LambdaRank,-0.470977671
70%,LambdaRank,-0.472579342
70%,LambdaRank,-0.483644314
70%,LambdaRank,-0.484626766
70%,LambdaRank,-0.493142143
70%,LambdaRank,-0.493590804
70%,LambdaRank,-0.502987429
70%,LambdaRank,-0.506256131
70%,LambdaRank,-0.51077477
70%,LambdaRank,-0.511613625
70%,LambdaRank,-0.513885659
70%,LambdaRank,-0.51749205
70%,LambdaRank,-0.52065988
70%,LambdaRank,-0.522048875
70%,LambdaRank,-0.523613849
70%,LambdaRank,-0.52486973
70%,LambdaRank,-0.528020626
70%,LambdaRank,-0.532573049
70%,LambdaRank,-0.533124431
70%,LambdaRank,-0.533763726
70%,LambdaRank,-0.53380736
70%,LambdaRank,-0.537216237
70%,LambdaRank,-0.538321853
70%,LambdaRank,-0.542950261
70%,LambdaRank,-0.544438839
70%,LambdaRank,-0.55316531
70%,LambdaRank,-0.560205892
70%,LambdaRank,-0.565062067
70%,LambdaRank,-0.566256371
70%,LambdaRank,-0.567191539
70%,LambdaRank,-0.568393023
70%,LambdaRank,-0.573404117
70%,LambdaRank,-0.580533451
70%,LambdaRank,-0.581504151
70%,LambdaRank,-0.581826309
70%,LambdaRank,-0.582901721
70%,LambdaRank,-0.584940157
70%,LambdaRank,-0.587446725
70%,LambdaRank,-0.591396459
70%,LambdaRank,-0.593605128
70%,LambdaRank,-0.59423202
70%,LambdaRank,-0.598463696
70%,LambdaRank,-0.598571915
70%,LambdaRank,-0.602334564
70%,LambdaRank,-0.607718958
70%,LambdaRank,-0.613948744
70%,LambdaRank,-0.616459988
70%,LambdaRank,-0.619577005
70%,LambdaRank,-0.621050224
70%,LambdaRank,-0.62704082
70%,LambdaRank,-0.629741348
70%,LambdaRank,-0.630456371
70%,LambdaRank,-0.63647
70%,LambdaRank,-0.639115435
70%,LambdaRank,-0.63963264
70%,LambdaRank,-0.648422568
70%,LambdaRank,-0.649262755
70%,LambdaRank,-0.656487163
70%,LambdaRank,-0.658067211
70%,LambdaRank,-0.660955156
70%,LambdaRank,-0.667563918
70%,LambdaRank,-0.668465277
70%,LambdaRank,-0.668999447
70%,LambdaRank,-0.675147417
70%,LambdaRank,-0.677245716
70%,LambdaRank,-0.691317522
70%,LambdaRank,-0.698290021
70%,LambdaRank,-0.698675458
70%,LambdaRank,-0.707103008
70%,LambdaRank,-0.71167421
70%,LambdaRank,-0.723794634
70%,LambdaRank,-0.726654986
70%,LambdaRank,-0.729172621
70%,LambdaRank,-0.732304215
70%,LambdaRank,-0.737439275
70%,LambdaRank,-0.748503531
70%,LambdaRank,-0.748550762
70%,LambdaRank,-0.756696615
70%,LambdaRank,-0.782831808
70%,LambdaRank,-0.806230146
70%,LambdaRank,-0.828310268
80%,LambdaRank,2.413674843
80%,LambdaRank,2.228149393
80%,LambdaRank,2.034991772
80%,LambdaRank,2.033988731
80%,LambdaRank,1.788826352
80%,LambdaRank,1.748802818
80%,LambdaRank,1.619212777
80%,LambdaRank,1.606724367
80%,LambdaRank,1.589677844
80%,LambdaRank,1.584378803
80%,LambdaRank,1.512400893
80%,LambdaRank,1.494230903
80%,LambdaRank,1.486484932
80%,LambdaRank,1.484407771
80%,LambdaRank,1.478011636
80%,LambdaRank,1.476718403
80%,LambdaRank,1.464749776
80%,LambdaRank,1.444089373
80%,LambdaRank,1.442384226
80%,LambdaRank,1.438725778
80%,LambdaRank,1.400852282
80%,LambdaRank,1.395103314
80%,LambdaRank,1.358052065
80%,LambdaRank,1.349219464
80%,LambdaRank,1.320203693
80%,LambdaRank,1.295599968
80%,LambdaRank,1.29011665
80%,LambdaRank,1.288643669
80%,LambdaRank,1.262413439
80%,LambdaRank,1.203086448
80%,LambdaRank,1.198532802
80%,LambdaRank,1.188149745
80%,LambdaRank,1.175047646
80%,LambdaRank,1.154017422
80%,LambdaRank,1.139197881
80%,LambdaRank,1.10912057
80%,LambdaRank,1.106776334
80%,LambdaRank,1.094399529
80%,LambdaRank,1.081084962
80%,LambdaRank,1.072867432
80%,LambdaRank,1.062968664
80%,LambdaRank,1.06207168
80%,LambdaRank,1.04979958
80%,LambdaRank,1.030476653
80%,LambdaRank,1.024161994
80%,LambdaRank,1.019163781
80%,LambdaRank,0.996920729
80%,LambdaRank,0.991546563
80%,LambdaRank,0.984488125
80%,LambdaRank,0.981493168
80%,LambdaRank,0.969216558
80%,LambdaRank,0.955742763
80%,LambdaRank,0.953332995
80%,LambdaRank,0.950266664
80%,LambdaRank,0.926785325
80%,LambdaRank,0.913610996
80%,LambdaRank,0.910977493
80%,LambdaRank,0.901118708
80%,LambdaRank,0.896571083
80%,LambdaRank,0.890239219
80%,LambdaRank,0.879335368
80%,LambdaRank,0.851742306
80%,LambdaRank,0.851360531
80%,LambdaRank,0.82125937
80%,LambdaRank,0.801779132
80%,LambdaRank,0.785752601
80%,LambdaRank,0.782337982
80%,LambdaRank,0.773364307
80%,LambdaRank,0.766928092
80%,LambdaRank,0.764105389
80%,LambdaRank,0.761070157
80%,LambdaRank,0.760088999
80%,LambdaRank,0.758221066
80%,LambdaRank,0.744318862
80%,LambdaRank,0.74109136
80%,LambdaRank,0.733659817
80%,LambdaRank,0.715285989
80%,LambdaRank,0.704766701
80%,LambdaRank,0.695250688
80%,LambdaRank,0.693573167
80%,LambdaRank,0.691857856
80%,LambdaRank,0.691801785
80%,LambdaRank,0.68900654
80%,LambdaRank,0.687045193
80%,LambdaRank,0.685822607
80%,LambdaRank,0.685513952
80%,LambdaRank,0.683153069
80%,LambdaRank,0.667702419
80%,LambdaRank,0.663689411
80%,LambdaRank,0.661692179
80%,LambdaRank,0.658392808
80%,LambdaRank,0.654307595
80%,LambdaRank,0.651301225
80%,LambdaRank,0.649388252
80%,LambdaRank,0.649080261
80%,LambdaRank,0.645455791
80%,LambdaRank,0.636734352
80%,LambdaRank,0.635427387
80%,LambdaRank,0.631238779
80%,LambdaRank,0.630581556
80%,LambdaRank,0.626534307
80%,LambdaRank,0.620377287
80%,LambdaRank,0.613883184
80%,LambdaRank,0.607579158
80%,LambdaRank,0.598672036
80%,LambdaRank,0.597774991
80%,LambdaRank,0.584812251
80%,LambdaRank,0.582620625
80%,LambdaRank,0.574878611
80%,LambdaRank,0.56971641
80%,LambdaRank,0.564456778
80%,LambdaRank,0.545172722
80%,LambdaRank,0.532101619
80%,LambdaRank,0.527863674
80%,LambdaRank,0.526930723
80%,LambdaRank,0.526328758
80%,LambdaRank,0.51762251
80%,LambdaRank,0.516619445
80%,LambdaRank,0.515103477
80%,LambdaRank,0.512831713
80%,LambdaRank,0.505616787
80%,LambdaRank,0.503823739
80%,LambdaRank,0.49744672
80%,LambdaRank,0.492072695
80%,LambdaRank,0.488053949
80%,LambdaRank,0.479238944
80%,LambdaRank,0.474015154
80%,LambdaRank,0.464196288
80%,LambdaRank,0.459260221
80%,LambdaRank,0.454867206
80%,LambdaRank,0.443635939
80%,LambdaRank,0.44341935
80%,LambdaRank,0.440451036
80%,LambdaRank,0.439805724
80%,LambdaRank,0.439236118
80%,LambdaRank,0.437417233
80%,LambdaRank,0.432543409
80%,LambdaRank,0.429271744
80%,LambdaRank,0.419146788
80%,LambdaRank,0.41675216
80%,LambdaRank,0.414644684
80%,LambdaRank,0.413372113
80%,LambdaRank,0.410038893
80%,LambdaRank,0.40604898
80%,LambdaRank,0.402855847
80%,LambdaRank,0.401549011
80%,LambdaRank,0.401255518
80%,LambdaRank,0.383140084
80%,LambdaRank,0.378005157
80%,LambdaRank,0.377509713
80%,LambdaRank,0.374894275
80%,LambdaRank,0.366921077
80%,LambdaRank,0.366560054
80%,LambdaRank,0.360586333
80%,LambdaRank,0.356675237
80%,LambdaRank,0.354567646
80%,LambdaRank,0.347210004
80%,LambdaRank,0.345843061
80%,LambdaRank,0.343099995
80%,LambdaRank,0.339936829
80%,LambdaRank,0.339886482
80%,LambdaRank,0.338427685
80%,LambdaRank,0.330457576
80%,LambdaRank,0.325676968
80%,LambdaRank,0.31923392
80%,LambdaRank,0.318822991
80%,LambdaRank,0.318521481
80%,LambdaRank,0.317878864
80%,LambdaRank,0.31214443
80%,LambdaRank,0.311996142
80%,LambdaRank,0.311340423
80%,LambdaRank,0.308748412
80%,LambdaRank,0.307623506
80%,LambdaRank,0.303651495
80%,LambdaRank,0.293237763
80%,LambdaRank,0.289406537
80%,LambdaRank,0.28494137
80%,LambdaRank,0.284432859
80%,LambdaRank,0.283130598
80%,LambdaRank,0.281537198
80%,LambdaRank,0.281426453
80%,LambdaRank,0.277856681
80%,LambdaRank,0.274401589
80%,LambdaRank,0.271561946
80%,LambdaRank,0.265054277
80%,LambdaRank,0.263024356
80%,LambdaRank,0.261135002
80%,LambdaRank,0.261044712
80%,LambdaRank,0.26088409
80%,LambdaRank,0.25919448
80%,LambdaRank,0.257692928
80%,LambdaRank,0.250393935
80%,LambdaRank,0.250159954
80%,LambdaRank,0.249917539
80%,LambdaRank,0.249564022
80%,LambdaRank,0.247898593
80%,LambdaRank,0.242971826
80%,LambdaRank,0.239853964
80%,LambdaRank,0.221107897
80%,LambdaRank,0.220371567
80%,LambdaRank,0.219522112
80%,LambdaRank,0.215572911
80%,LambdaRank,0.215232278
80%,LambdaRank,0.210932565
80%,LambdaRank,0.209116699
80%,LambdaRank,0.206340857
80%,LambdaRank,0.205477262
80%,LambdaRank,0.200484767
80%,LambdaRank,0.197425341
80%,LambdaRank,0.188899686
80%,LambdaRank,0.187763234
80%,LambdaRank,0.183174806
80%,LambdaRank,0.181304155
80%,LambdaRank,0.176314518
80%,LambdaRank,0.17534884
80%,LambdaRank,0.170069742
80%,LambdaRank,0.16243153
80%,LambdaRank,0.15325019
80%,LambdaRank,0.152310149
80%,LambdaRank,0.144091104
80%,LambdaRank,0.142777383
80%,LambdaRank,0.142056919
80%,LambdaRank,0.138429609
80%,LambdaRank,0.137796553
80%,LambdaRank,0.137620018
80%,LambdaRank,0.13611833
80%,LambdaRank,0.135603142
80%,LambdaRank,0.131641431
80%,LambdaRank,0.129989255
80%,LambdaRank,0.127544035
80%,LambdaRank,0.121328607
80%,LambdaRank,0.120167898
80%,LambdaRank,0.112915843
80%,LambdaRank,0.112279025
80%,LambdaRank,0.111591899
80%,LambdaRank,0.107741728
80%,LambdaRank,0.104711451
80%,LambdaRank,0.102480556
80%,LambdaRank,0.102011287
80%,LambdaRank,0.101375703
80%,LambdaRank,0.100335899
80%,LambdaRank,0.100303379
80%,LambdaRank,0.099428335
80%,LambdaRank,0.0964945
80%,LambdaRank,0.092041389
80%,LambdaRank,0.084237506
80%,LambdaRank,0.072159948
80%,LambdaRank,0.067334468
80%,LambdaRank,0.064149157
80%,LambdaRank,0.056790406
80%,LambdaRank,0.054292912
80%,LambdaRank,0.054271144
80%,LambdaRank,0.053092562
80%,LambdaRank,0.049935285
80%,LambdaRank,0.046904668
80%,LambdaRank,0.035665082
80%,LambdaRank,0.035046261
80%,LambdaRank,0.0339477
80%,LambdaRank,0.032687798
80%,LambdaRank,0.032308208
80%,LambdaRank,0.032200026
80%,LambdaRank,0.03132532
80%,LambdaRank,0.030309752
80%,LambdaRank,0.029903533
80%,LambdaRank,0.029014219
80%,LambdaRank,0.028815699
80%,LambdaRank,0.026987498
80%,LambdaRank,0.026643956
80%,LambdaRank,0.026097217
80%,LambdaRank,0.023290419
80%,LambdaRank,0.017031966
80%,LambdaRank,0.013765715
80%,LambdaRank,0.011259208
80%,LambdaRank,0.010342857
80%,LambdaRank,0.009393898
80%,LambdaRank,-0.0000525
80%,LambdaRank,-0.000801514
80%,LambdaRank,-0.001694065
80%,LambdaRank,-0.007585712
80%,LambdaRank,-0.011368944
80%,LambdaRank,-0.011436159
80%,LambdaRank,-0.014100541
80%,LambdaRank,-0.016512425
80%,LambdaRank,-0.017650668
80%,LambdaRank,-0.018232096
80%,LambdaRank,-0.019145572
80%,LambdaRank,-0.020417097
80%,LambdaRank,-0.021760734
80%,LambdaRank,-0.022543651
80%,LambdaRank,-0.023861887
80%,LambdaRank,-0.024273128
80%,LambdaRank,-0.024318103
80%,LambdaRank,-0.024462706
80%,LambdaRank,-0.024661142
80%,LambdaRank,-0.02560845
80%,LambdaRank,-0.025898661
80%,LambdaRank,-0.027050888
80%,LambdaRank,-0.0299606
80%,LambdaRank,-0.030683751
80%,LambdaRank,-0.031437099
80%,LambdaRank,-0.032086109
80%,LambdaRank,-0.035894808
80%,LambdaRank,-0.036453055
80%,LambdaRank,-0.038991669
80%,LambdaRank,-0.039830966
80%,LambdaRank,-0.04059491
80%,LambdaRank,-0.041086646
80%,LambdaRank,-0.043045207
80%,LambdaRank,-0.044182294
80%,LambdaRank,-0.04529707
80%,LambdaRank,-0.045611047
80%,LambdaRank,-0.053530374
80%,LambdaRank,-0.056805431
80%,LambdaRank,-0.059262108
80%,LambdaRank,-0.059491681
80%,LambdaRank,-0.072658531
80%,LambdaRank,-0.076366559
80%,LambdaRank,-0.077357162
80%,LambdaRank,-0.077715252
80%,LambdaRank,-0.08042593
80%,LambdaRank,-0.090873206
80%,LambdaRank,-0.09943351
80%,LambdaRank,-0.102590649
80%,LambdaRank,-0.106104442
80%,LambdaRank,-0.109606404
80%,LambdaRank,-0.109662845
80%,LambdaRank,-0.109688915
80%,LambdaRank,-0.111462082
80%,LambdaRank,-0.114970749
80%,LambdaRank,-0.115587008
80%,LambdaRank,-0.117564643
80%,LambdaRank,-0.119857131
80%,LambdaRank,-0.120159308
80%,LambdaRank,-0.121629298
80%,LambdaRank,-0.12282236
80%,LambdaRank,-0.126191319
80%,LambdaRank,-0.128053976
80%,LambdaRank,-0.128116935
80%,LambdaRank,-0.129108293
80%,LambdaRank,-0.135139716
80%,LambdaRank,-0.139158314
80%,LambdaRank,-0.146372979
80%,LambdaRank,-0.148583276
80%,LambdaRank,-0.150025686
80%,LambdaRank,-0.151568198
80%,LambdaRank,-0.152352968
80%,LambdaRank,-0.158004144
80%,LambdaRank,-0.15956094
80%,LambdaRank,-0.162178441
80%,LambdaRank,-0.164422625
80%,LambdaRank,-0.167593701
80%,LambdaRank,-0.173930227
80%,LambdaRank,-0.17633576
80%,LambdaRank,-0.178125715
80%,LambdaRank,-0.18186262
80%,LambdaRank,-0.182550007
80%,LambdaRank,-0.186177939
80%,LambdaRank,-0.187071435
80%,LambdaRank,-0.187846072
80%,LambdaRank,-0.190070037
80%,LambdaRank,-0.190438874
80%,LambdaRank,-0.193589014
80%,LambdaRank,-0.193988889
80%,LambdaRank,-0.194229204
80%,LambdaRank,-0.195017711
80%,LambdaRank,-0.196370553
80%,LambdaRank,-0.200516799
80%,LambdaRank,-0.209066054
80%,LambdaRank,-0.211331683
80%,LambdaRank,-0.214283363
80%,LambdaRank,-0.21650352
80%,LambdaRank,-0.217488049
80%,LambdaRank,-0.23331861
80%,LambdaRank,-0.237359012
80%,LambdaRank,-0.239013085
80%,LambdaRank,-0.239385116
80%,LambdaRank,-0.239845328
80%,LambdaRank,-0.24249053
80%,LambdaRank,-0.243822503
80%,LambdaRank,-0.245783417
80%,LambdaRank,-0.25271372
80%,LambdaRank,-0.255091675
80%,LambdaRank,-0.258082654
80%,LambdaRank,-0.261477975
80%,LambdaRank,-0.262616912
80%,LambdaRank,-0.26335831
80%,LambdaRank,-0.263984591
80%,LambdaRank,-0.264308988
80%,LambdaRank,-0.266212829
80%,LambdaRank,-0.268226279
80%,LambdaRank,-0.269992383
80%,LambdaRank,-0.270589027
80%,LambdaRank,-0.275748734
80%,LambdaRank,-0.287925606
80%,LambdaRank,-0.288873582
80%,LambdaRank,-0.28916407
80%,LambdaRank,-0.291890796
80%,LambdaRank,-0.293587963
80%,LambdaRank,-0.294676583
80%,LambdaRank,-0.303253754
80%,LambdaRank,-0.305865915
80%,LambdaRank,-0.306258937
80%,LambdaRank,-0.309247365
80%,LambdaRank,-0.310343388
80%,LambdaRank,-0.311261586
80%,LambdaRank,-0.313670388
80%,LambdaRank,-0.317378338
80%,LambdaRank,-0.319558307
80%,LambdaRank,-0.322552493
80%,LambdaRank,-0.324014544
80%,LambdaRank,-0.326299611
80%,LambdaRank,-0.3486744
80%,LambdaRank,-0.351249656
80%,LambdaRank,-0.358002714
80%,LambdaRank,-0.35889163
80%,LambdaRank,-0.363049781
80%,LambdaRank,-0.365068693
80%,LambdaRank,-0.368414012
80%,LambdaRank,-0.368713167
80%,LambdaRank,-0.36894994
80%,LambdaRank,-0.370609436
80%,LambdaRank,-0.371232734
80%,LambdaRank,-0.374507517
80%,LambdaRank,-0.375708779
80%,LambdaRank,-0.378683824
80%,LambdaRank,-0.380676015
80%,LambdaRank,-0.385342171
80%,LambdaRank,-0.390702199
80%,LambdaRank,-0.393302107
80%,LambdaRank,-0.397920224
80%,LambdaRank,-0.400777395
80%,LambdaRank,-0.402483078
80%,LambdaRank,-0.402642761
80%,LambdaRank,-0.40671552
80%,LambdaRank,-0.406786809
80%,LambdaRank,-0.412386852
80%,LambdaRank,-0.422719999
80%,LambdaRank,-0.426832279
80%,LambdaRank,-0.432645952
80%,LambdaRank,-0.433199933
