Sampling Rate,Model,Value
50%,LambdaMART,6.993234895
50%,LambdaMART,6.789095292
50%,LambdaMART,6.751779277
50%,LambdaMART,6.533069237
50%,LambdaMART,6.461846045
50%,LambdaMART,6.430471775
50%,LambdaMART,6.251022816
50%,LambdaMART,5.636318385
50%,LambdaMART,5.421471269
50%,LambdaMART,5.358420893
50%,LambdaMART,5.257195573
50%,LambdaMART,4.910927471
50%,LambdaMART,4.867534003
50%,LambdaMART,4.508381495
50%,LambdaMART,4.50183501
50%,LambdaMART,4.414136806
50%,LambdaMART,4.394451216
50%,LambdaMART,4.288437115
50%,LambdaMART,4.042525545
50%,LambdaMART,4.021754681
50%,LambdaMART,3.939961572
50%,LambdaMART,3.932295406
50%,LambdaMART,3.910908183
50%,LambdaMART,3.813867221
50%,LambdaMART,3.810493992
50%,LambdaMART,3.752689407
50%,LambdaMART,3.699522037
50%,LambdaMART,3.675288199
50%,LambdaMART,3.641952103
50%,LambdaMART,3.583371611
50%,LambdaMART,3.531163932
50%,LambdaMART,3.447493828
50%,LambdaMART,3.254398916
50%,LambdaMART,3.253702848
50%,LambdaMART,3.222681154
50%,LambdaMART,3.221353091
50%,LambdaMART,3.199990249
50%,LambdaMART,3.176903954
50%,LambdaMART,2.975255999
50%,LambdaMART,2.966634149
50%,LambdaMART,2.960935171
50%,LambdaMART,2.92865404
50%,LambdaMART,2.894178589
50%,LambdaMART,2.890688438
50%,LambdaMART,2.830144171
50%,LambdaMART,2.810668698
50%,LambdaMART,2.731456089
50%,LambdaMART,2.687884959
50%,LambdaMART,2.669014496
50%,LambdaMART,2.639946452
50%,LambdaMART,2.593561466
50%,LambdaMART,2.593544753
50%,LambdaMART,2.587288336
50%,LambdaMART,2.518897024
50%,LambdaMART,2.501199857
50%,LambdaMART,2.453709299
50%,LambdaMART,2.453382148
50%,LambdaMART,2.425027077
50%,LambdaMART,2.392017635
50%,LambdaMART,2.38879761
50%,LambdaMART,2.331800793
50%,LambdaMART,2.27234116
50%,LambdaMART,2.27015382
50%,LambdaMART,2.25559457
50%,LambdaMART,2.244421097
50%,LambdaMART,2.224469944
50%,LambdaMART,2.219720925
50%,LambdaMART,2.217749312
50%,LambdaMART,2.194246999
50%,LambdaMART,2.156950147
50%,LambdaMART,2.123930785
50%,LambdaMART,2.108173432
50%,LambdaMART,2.097802193
50%,LambdaMART,2.094610702
50%,LambdaMART,2.090162246
50%,LambdaMART,2.088805053
50%,LambdaMART,2.083628632
50%,LambdaMART,2.070871229
50%,LambdaMART,2.045628754
50%,LambdaMART,2.033415777
50%,LambdaMART,2.030696964
50%,LambdaMART,2.012306159
50%,LambdaMART,2.009059601
50%,LambdaMART,2.006361609
50%,LambdaMART,1.982618195
50%,LambdaMART,1.951824342
50%,LambdaMART,1.905554907
50%,LambdaMART,1.897034617
50%,LambdaMART,1.883503088
50%,LambdaMART,1.842524444
50%,LambdaMART,1.835272231
50%,LambdaMART,1.822899089
50%,LambdaMART,1.817913787
50%,LambdaMART,1.817349539
50%,LambdaMART,1.808626177
50%,LambdaMART,1.80743411
50%,LambdaMART,1.787422514
50%,LambdaMART,1.779516779
50%,LambdaMART,1.757212209
50%,LambdaMART,1.749747487
50%,LambdaMART,1.746464904
50%,LambdaMART,1.742091865
50%,LambdaMART,1.733722489
50%,LambdaMART,1.718334854
50%,LambdaMART,1.709105361
50%,LambdaMART,1.700894229
50%,LambdaMART,1.691187389
50%,LambdaMART,1.690292537
50%,LambdaMART,1.679713668
50%,LambdaMART,1.674919643
50%,LambdaMART,1.663088203
50%,LambdaMART,1.660806606
50%,LambdaMART,1.653272764
50%,LambdaMART,1.650111446
50%,LambdaMART,1.647234036
50%,LambdaMART,1.642666964
50%,LambdaMART,1.625490777
50%,LambdaMART,1.625336657
50%,LambdaMART,1.624103908
50%,LambdaMART,1.606007917
50%,LambdaMART,1.597566321
50%,LambdaMART,1.57224957
50%,LambdaMART,1.563981361
50%,LambdaMART,1.545366002
50%,LambdaMART,1.543154023
50%,LambdaMART,1.526798803
50%,LambdaMART,1.515054638
50%,LambdaMART,1.514320333
50%,LambdaMART,1.512195871
50%,LambdaMART,1.509534264
50%,LambdaMART,1.48552394
50%,LambdaMART,1.480071493
50%,LambdaMART,1.471564726
50%,LambdaMART,1.456276799
50%,LambdaMART,1.433508315
50%,LambdaMART,1.409692973
50%,LambdaMART,1.404787733
50%,LambdaMART,1.357086437
50%,LambdaMART,1.349258342
50%,LambdaMART,1.347665204
50%,LambdaMART,1.332949331
50%,LambdaMART,1.306817135
50%,LambdaMART,1.301610267
50%,LambdaMART,1.298431244
50%,LambdaMART,1.2866392
50%,LambdaMART,1.281702274
50%,LambdaMART,1.274115307
50%,LambdaMART,1.270760518
50%,LambdaMART,1.24075053
50%,LambdaMART,1.237743029
50%,LambdaMART,1.237574631
50%,LambdaMART,1.229570263
50%,LambdaMART,1.22850986
50%,LambdaMART,1.218894481
50%,LambdaMART,1.216471691
50%,LambdaMART,1.198968736
50%,LambdaMART,1.194726123
50%,LambdaMART,1.180532468
50%,LambdaMART,1.170663808
50%,LambdaMART,1.167969995
50%,LambdaMART,1.141793943
50%,LambdaMART,1.139870653
50%,LambdaMART,1.106450821
50%,LambdaMART,1.1057208
50%,LambdaMART,1.096903323
50%,LambdaMART,1.089776645
50%,LambdaMART,1.081177139
50%,LambdaMART,1.07676908
50%,LambdaMART,1.06504194
50%,LambdaMART,1.064748393
50%,LambdaMART,1.045917988
50%,LambdaMART,1.044758442
50%,LambdaMART,1.044434432
50%,LambdaMART,1.029173491
50%,LambdaMART,1.018358635
50%,LambdaMART,1.011669295
50%,LambdaMART,1.003944666
50%,LambdaMART,0.982641685
50%,LambdaMART,0.978770455
50%,LambdaMART,0.97498481
50%,LambdaMART,0.973830341
50%,LambdaMART,0.970618443
50%,LambdaMART,0.967233685
50%,LambdaMART,0.963256405
50%,LambdaMART,0.955486641
50%,LambdaMART,0.950993634
50%,LambdaMART,0.903340374
50%,LambdaMART,0.893321539
50%,LambdaMART,0.893128512
50%,LambdaMART,0.892995558
50%,LambdaMART,0.891113767
50%,LambdaMART,0.890226273
50%,LambdaMART,0.881556257
50%,LambdaMART,0.874040728
50%,LambdaMART,0.873283171
50%,LambdaMART,0.854945742
50%,LambdaMART,0.851522418
50%,LambdaMART,0.850729686
50%,LambdaMART,0.839746049
50%,LambdaMART,0.837804792
50%,LambdaMART,0.837183446
50%,LambdaMART,0.829449114
50%,LambdaMART,0.815900941
50%,LambdaMART,0.808343873
50%,LambdaMART,0.804976674
50%,LambdaMART,0.802329045
50%,LambdaMART,0.79172846
50%,LambdaMART,0.781147985
50%,LambdaMART,0.778278691
50%,LambdaMART,0.774242136
50%,LambdaMART,0.764782495
50%,LambdaMART,0.762677724
50%,LambdaMART,0.753350879
50%,LambdaMART,0.751971886
50%,LambdaMART,0.74991025
50%,LambdaMART,0.737311971
50%,LambdaMART,0.724405032
50%,LambdaMART,0.722266317
50%,LambdaMART,0.712842887
50%,LambdaMART,0.712681594
50%,LambdaMART,0.687672571
50%,LambdaMART,0.687639774
50%,LambdaMART,0.684767676
50%,LambdaMART,0.677615384
50%,LambdaMART,0.676244828
50%,LambdaMART,0.676231554
50%,LambdaMART,0.671521306
50%,LambdaMART,0.664041696
50%,LambdaMART,0.662482553
50%,LambdaMART,0.646295118
50%,LambdaMART,0.63882515
50%,LambdaMART,0.635130271
50%,LambdaMART,0.635046944
50%,LambdaMART,0.634778775
50%,LambdaMART,0.634336636
50%,LambdaMART,0.632552208
50%,LambdaMART,0.630831488
50%,LambdaMART,0.629975323
50%,LambdaMART,0.628508729
50%,LambdaMART,0.624952606
50%,LambdaMART,0.616837749
50%,LambdaMART,0.611980104
50%,LambdaMART,0.606996657
50%,LambdaMART,0.590197236
50%,LambdaMART,0.578954923
50%,LambdaMART,0.572551992
50%,LambdaMART,0.56120203
50%,LambdaMART,0.557430041
50%,LambdaMART,0.557094373
50%,LambdaMART,0.554104411
50%,LambdaMART,0.550551243
50%,LambdaMART,0.542438782
50%,LambdaMART,0.527595833
50%,LambdaMART,0.525701623
50%,LambdaMART,0.513029233
50%,LambdaMART,0.506846714
50%,LambdaMART,0.503995081
50%,LambdaMART,0.500268162
50%,LambdaMART,0.499395968
50%,LambdaMART,0.491203216
50%,LambdaMART,0.48977996
50%,LambdaMART,0.489367538
50%,LambdaMART,0.487500748
50%,LambdaMART,0.475702694
50%,LambdaMART,0.475387656
50%,LambdaMART,0.468962935
50%,LambdaMART,0.466905227
50%,LambdaMART,0.464985069
50%,LambdaMART,0.461309098
50%,LambdaMART,0.459047903
50%,LambdaMART,0.455731166
50%,LambdaMART,0.455145201
50%,LambdaMART,0.453584121
50%,LambdaMART,0.439112514
50%,LambdaMART,0.431533021
50%,LambdaMART,0.430397769
50%,LambdaMART,0.421848763
50%,LambdaMART,0.417846946
50%,LambdaMART,0.415993874
50%,LambdaMART,0.407243229
50%,LambdaMART,0.40129459
50%,LambdaMART,0.400121753
50%,LambdaMART,0.399352983
50%,LambdaMART,0.391175375
50%,LambdaMART,0.388641436
50%,LambdaMART,0.349696649
50%,LambdaMART,0.349418023
50%,LambdaMART,0.347007638
50%,LambdaMART,0.34535215
50%,LambdaMART,0.344709399
50%,LambdaMART,0.343391011
50%,LambdaMART,0.341398597
50%,LambdaMART,0.334314499
50%,LambdaMART,0.321608882
50%,LambdaMART,0.317547162
50%,LambdaMART,0.312708408
50%,LambdaMART,0.304936964
50%,LambdaMART,0.29814992
50%,LambdaMART,0.296926173
50%,LambdaMART,0.285305482
50%,LambdaMART,0.269510381
50%,LambdaMART,0.268387528
50%,LambdaMART,0.265928617
50%,LambdaMART,0.255037776
50%,LambdaMART,0.25244752
50%,LambdaMART,0.237561875
50%,LambdaMART,0.236873669
50%,LambdaMART,0.229751166
50%,LambdaMART,0.226148818
50%,LambdaMART,0.222754677
50%,LambdaMART,0.218020108
50%,LambdaMART,0.213323457
50%,LambdaMART,0.213048443
50%,LambdaMART,0.20989217
50%,LambdaMART,0.209294737
50%,LambdaMART,0.206272955
50%,LambdaMART,0.205946451
50%,LambdaMART,0.202822344
50%,LambdaMART,0.195771413
50%,LambdaMART,0.194967402
50%,LambdaMART,0.194931238
50%,LambdaMART,0.193619066
50%,LambdaMART,0.18697409
50%,LambdaMART,0.185261726
50%,LambdaMART,0.184298573
50%,LambdaMART,0.179651522
50%,LambdaMART,0.174493314
50%,LambdaMART,0.173112278
50%,LambdaMART,0.167636017
50%,LambdaMART,0.15914612
50%,LambdaMART,0.145259121
50%,LambdaMART,0.144712663
50%,LambdaMART,0.142612636
50%,LambdaMART,0.134473737
50%,LambdaMART,0.134046396
50%,LambdaMART,0.131719791
50%,LambdaMART,0.131084956
50%,LambdaMART,0.12385093
50%,LambdaMART,0.123591189
50%,LambdaMART,0.121149462
50%,LambdaMART,0.115071093
50%,LambdaMART,0.108469922
50%,LambdaMART,0.107141849
50%,LambdaMART,0.103474776
50%,LambdaMART,0.103033279
50%,LambdaMART,0.101801934
50%,LambdaMART,0.100985542
50%,LambdaMART,0.099838451
50%,LambdaMART,0.09746438
50%,LambdaMART,0.097112152
50%,LambdaMART,0.094824963
50%,LambdaMART,0.089718293
50%,LambdaMART,0.088762706
50%,LambdaMART,0.085469075
50%,LambdaMART,0.083031659
50%,LambdaMART,0.079771227
50%,LambdaMART,0.070888098
50%,LambdaMART,0.06548796
50%,LambdaMART,0.060136649
50%,LambdaMART,0.057925957
50%,LambdaMART,0.049393871
50%,LambdaMART,0.045750963
50%,LambdaMART,0.040540114
50%,LambdaMART,0.03471211
50%,LambdaMART,0.033854149
50%,LambdaMART,0.033003816
50%,LambdaMART,0.032740813
50%,LambdaMART,0.023977312
50%,LambdaMART,0.020737293
50%,LambdaMART,0.020296538
50%,LambdaMART,0.011459751
50%,LambdaMART,0.007733416
50%,LambdaMART,-0.003287808
50%,LambdaMART,-0.003474417
50%,LambdaMART,-0.003829971
50%,LambdaMART,-0.009303231
50%,LambdaMART,-0.014218833
50%,LambdaMART,-0.014558491
50%,LambdaMART,-0.02013463
50%,LambdaMART,-0.028903103
50%,LambdaMART,-0.029192272
50%,LambdaMART,-0.033908636
50%,LambdaMART,-0.034363863
50%,LambdaMART,-0.03442905
50%,LambdaMART,-0.036141665
50%,LambdaMART,-0.036472326
50%,LambdaMART,-0.040570268
50%,LambdaMART,-0.050881542
50%,LambdaMART,-0.051798196
50%,LambdaMART,-0.057663444
50%,LambdaMART,-0.07094163
50%,LambdaMART,-0.071013262
50%,LambdaMART,-0.072973339
50%,LambdaMART,-0.07538797
50%,LambdaMART,-0.087360503
50%,LambdaMART,-0.097234256
50%,LambdaMART,-0.098184102
50%,LambdaMART,-0.103999352
50%,LambdaMART,-0.105378786
50%,LambdaMART,-0.10733265
50%,LambdaMART,-0.107597654
50%,LambdaMART,-0.115315912
50%,LambdaMART,-0.130084469
50%,LambdaMART,-0.136539078
50%,LambdaMART,-0.137775559
50%,LambdaMART,-0.140859808
50%,LambdaMART,-0.143974034
50%,LambdaMART,-0.143998055
50%,LambdaMART,-0.144222017
50%,LambdaMART,-0.149179934
50%,LambdaMART,-0.151258855
50%,LambdaMART,-0.156116549
50%,LambdaMART,-0.163637971
50%,LambdaMART,-0.163781691
50%,LambdaMART,-0.167779963
50%,LambdaMART,-0.171944458
50%,LambdaMART,-0.184944632
50%,LambdaMART,-0.187022648
50%,LambdaMART,-0.189812625
50%,LambdaMART,-0.190983832
50%,LambdaMART,-0.191559683
50%,LambdaMART,-0.192629528
50%,LambdaMART,-0.201564163
50%,LambdaMART,-0.201637611
50%,LambdaMART,-0.202642788
50%,LambdaMART,-0.203557706
50%,LambdaMART,-0.214327657
50%,LambdaMART,-0.215450958
50%,LambdaMART,-0.225846411
50%,LambdaMART,-0.22777172
50%,LambdaMART,-0.228439774
50%,LambdaMART,-0.230476855
50%,LambdaMART,-0.242739366
50%,LambdaMART,-0.2526119
50%,LambdaMART,-0.273679365
50%,LambdaMART,-0.274790931
50%,LambdaMART,-0.278048971
50%,LambdaMART,-0.282338182
50%,LambdaMART,-0.288220448
50%,LambdaMART,-0.288519704
50%,LambdaMART,-0.299716545
50%,LambdaMART,-0.304060067
50%,LambdaMART,-0.30828259
50%,LambdaMART,-0.314223587
50%,LambdaMART,-0.322658912
50%,LambdaMART,-0.323206198
50%,LambdaMART,-0.323550291
50%,LambdaMART,-0.325898514
50%,LambdaMART,-0.326079986
50%,LambdaMART,-0.328774262
50%,LambdaMART,-0.330224728
50%,LambdaMART,-0.330745262
50%,LambdaMART,-0.336462525
50%,LambdaMART,-0.340035999
50%,LambdaMART,-0.34288821
50%,LambdaMART,-0.355102389
50%,LambdaMART,-0.357854277
50%,LambdaMART,-0.36002131
50%,LambdaMART,-0.361607292
50%,LambdaMART,-0.364182507
50%,LambdaMART,-0.371285043
50%,LambdaMART,-0.374401941
50%,LambdaMART,-0.375917255
50%,LambdaMART,-0.376688727
50%,LambdaMART,-0.382374629
50%,LambdaMART,-0.383708137
50%,LambdaMART,-0.384148431
50%,LambdaMART,-0.393088427
50%,LambdaMART,-0.397747117
50%,LambdaMART,-0.397894419
50%,LambdaMART,-0.40203953
50%,LambdaMART,-0.403287412
50%,LambdaMART,-0.410969684
50%,LambdaMART,-0.431478096
50%,LambdaMART,-0.434947987
50%,LambdaMART,-0.444040505
50%,LambdaMART,-0.444771788
50%,LambdaMART,-0.449545479
50%,LambdaMART,-0.450135324
50%,LambdaMART,-0.451302295
50%,LambdaMART,-0.452464811
50%,LambdaMART,-0.459766494
50%,LambdaMART,-0.46172387
50%,LambdaMART,-0.473293805
50%,LambdaMART,-0.48607666
50%,LambdaMART,-0.492169154
50%,LambdaMART,-0.501487514
50%,LambdaMART,-0.504745522
50%,LambdaMART,-0.511838633
50%,LambdaMART,-0.511884508
50%,LambdaMART,-0.518055727
50%,LambdaMART,-0.527681963
50%,LambdaMART,-0.556601297
50%,LambdaMART,-0.630273315
50%,LambdaMART,-0.637182008
50%,LambdaMART,-0.657174511
50%,LambdaMART,-0.676434105
50%,LambdaMART,-0.72274504
50%,LambdaMART,-0.743740825
60%,LambdaMART,6.644131702
60%,LambdaMART,6.256455488
60%,LambdaMART,5.976569866
60%,LambdaMART,4.978021143
60%,LambdaMART,4.685349698
60%,LambdaMART,4.574614641
60%,LambdaMART,4.135334535
60%,LambdaMART,4.127573656
60%,LambdaMART,4.114754525
60%,LambdaMART,4.085550044
60%,LambdaMART,3.952072955
60%,LambdaMART,3.93184977
60%,LambdaMART,3.636842129
60%,LambdaMART,3.597129523
60%,LambdaMART,3.562453629
60%,LambdaMART,3.469380283
60%,LambdaMART,3.450682647
60%,LambdaMART,3.260013532
60%,LambdaMART,3.24559503
60%,LambdaMART,3.234587584
60%,LambdaMART,3.186697571
60%,LambdaMART,3.016895257
60%,LambdaMART,2.80724353
60%,LambdaMART,2.794193799
60%,LambdaMART,2.777460396
60%,LambdaMART,2.672275096
60%,LambdaMART,2.64719957
60%,LambdaMART,2.635363765
60%,LambdaMART,2.627407619
60%,LambdaMART,2.562575165
60%,LambdaMART,2.538937615
60%,LambdaMART,2.530608637
60%,LambdaMART,2.517175819
60%,LambdaMART,2.468935877
60%,LambdaMART,2.40645956
60%,LambdaMART,2.397115534
60%,LambdaMART,2.371895011
60%,LambdaMART,2.365359234
60%,LambdaMART,2.354358442
60%,LambdaMART,2.342673305
60%,LambdaMART,2.330682626
60%,LambdaMART,2.298629142
60%,LambdaMART,2.286177131
60%,LambdaMART,2.278550793
60%,LambdaMART,2.274460495
60%,LambdaMART,2.244675021
60%,LambdaMART,2.206095327
60%,LambdaMART,2.191551868
60%,LambdaMART,2.160500898
60%,LambdaMART,2.132481384
60%,LambdaMART,2.115519161
60%,LambdaMART,2.084605168
60%,LambdaMART,2.083501663
60%,LambdaMART,2.069937353
60%,LambdaMART,1.987718596
60%,LambdaMART,1.950508359
60%,LambdaMART,1.948729966
60%,LambdaMART,1.93535163
60%,LambdaMART,1.896394973
60%,LambdaMART,1.855694795
60%,LambdaMART,1.827699316
60%,LambdaMART,1.775407858
60%,LambdaMART,1.763112431
60%,LambdaMART,1.747369696
60%,LambdaMART,1.744271963
60%,LambdaMART,1.733167313
60%,LambdaMART,1.671604737
60%,LambdaMART,1.65063967
60%,LambdaMART,1.650475945
60%,LambdaMART,1.622717047
60%,LambdaMART,1.620012731
60%,LambdaMART,1.609396595
60%,LambdaMART,1.553930484
60%,LambdaMART,1.505646222
60%,LambdaMART,1.444088361
60%,LambdaMART,1.443740102
60%,LambdaMART,1.442988421
60%,LambdaMART,1.435610637
60%,LambdaMART,1.426865457
60%,LambdaMART,1.424180321
60%,LambdaMART,1.398193075
60%,LambdaMART,1.386105894
60%,LambdaMART,1.385591404
60%,LambdaMART,1.363164604
60%,LambdaMART,1.362880465
60%,LambdaMART,1.34602668
60%,LambdaMART,1.345862225
60%,LambdaMART,1.341425764
60%,LambdaMART,1.332455175
60%,LambdaMART,1.331002103
60%,LambdaMART,1.329359337
60%,LambdaMART,1.300188781
60%,LambdaMART,1.2699093
60%,LambdaMART,1.266341981
60%,LambdaMART,1.225484963
60%,LambdaMART,1.215422698
60%,LambdaMART,1.213287559
60%,LambdaMART,1.189137775
60%,LambdaMART,1.181684182
60%,LambdaMART,1.147020387
60%,LambdaMART,1.123948393
60%,LambdaMART,1.116399756
60%,LambdaMART,1.115532096
60%,LambdaMART,1.085489756
60%,LambdaMART,1.081960096
60%,LambdaMART,1.049692771
60%,LambdaMART,1.044580457
60%,LambdaMART,1.022528479
60%,LambdaMART,1.020295828
60%,LambdaMART,1.000262373
60%,LambdaMART,0.997429713
60%,LambdaMART,0.981425214
60%,LambdaMART,0.966502133
60%,LambdaMART,0.959630063
60%,LambdaMART,0.955940827
60%,LambdaMART,0.951018626
60%,LambdaMART,0.922647363
60%,LambdaMART,0.91874382
60%,LambdaMART,0.903185422
60%,LambdaMART,0.900772594
60%,LambdaMART,0.899438114
60%,LambdaMART,0.874124357
60%,LambdaMART,0.867169884
60%,LambdaMART,0.859976356
60%,LambdaMART,0.854101963
60%,LambdaMART,0.85320936
60%,LambdaMART,0.852497447
60%,LambdaMART,0.833551425
60%,LambdaMART,0.824029311
60%,LambdaMART,0.823388211
60%,LambdaMART,0.821941079
60%,LambdaMART,0.810250181
60%,LambdaMART,0.802867557
60%,LambdaMART,0.799977448
60%,LambdaMART,0.78263635
60%,LambdaMART,0.779474594
60%,LambdaMART,0.764074726
60%,LambdaMART,0.753052823
60%,LambdaMART,0.740204992
60%,LambdaMART,0.734504935
60%,LambdaMART,0.733379532
60%,LambdaMART,0.732718159
60%,LambdaMART,0.723542612
60%,LambdaMART,0.716056276
60%,LambdaMART,0.711753997
60%,LambdaMART,0.704417083
60%,LambdaMART,0.703783707
60%,LambdaMART,0.692140215
60%,LambdaMART,0.689808556
60%,LambdaMART,0.687716018
60%,LambdaMART,0.675151078
60%,LambdaMART,0.67361469
60%,LambdaMART,0.669121563
60%,LambdaMART,0.66794007
60%,LambdaMART,0.64814556
60%,LambdaMART,0.645522118
60%,LambdaMART,0.644374835
60%,LambdaMART,0.636571026
60%,LambdaMART,0.63253931
60%,LambdaMART,0.632094374
60%,LambdaMART,0.613986088
60%,LambdaMART,0.609800511
60%,LambdaMART,0.607444411
60%,LambdaMART,0.592133851
60%,LambdaMART,0.555245774
60%,LambdaMART,0.553355301
60%,LambdaMART,0.550832021
60%,LambdaMART,0.550534136
60%,LambdaMART,0.550370826
60%,LambdaMART,0.545331151
60%,LambdaMART,0.542612931
60%,LambdaMART,0.538557147
60%,LambdaMART,0.531617645
60%,LambdaMART,0.522248188
60%,LambdaMART,0.512171206
60%,LambdaMART,0.512095854
60%,LambdaMART,0.504425789
60%,LambdaMART,0.498664786
60%,LambdaMART,0.498149067
60%,LambdaMART,0.493433529
60%,LambdaMART,0.480940432
60%,LambdaMART,0.462486758
60%,LambdaMART,0.450588173
60%,LambdaMART,0.449507056
60%,LambdaMART,0.438438464
60%,LambdaMART,0.434852578
60%,LambdaMART,0.43104624
60%,LambdaMART,0.424043613
60%,LambdaMART,0.423903385
60%,LambdaMART,0.422441843
60%,LambdaMART,0.42241922
60%,LambdaMART,0.416945982
60%,LambdaMART,0.41644452
60%,LambdaMART,0.412683008
60%,LambdaMART,0.407922409
60%,LambdaMART,0.407222344
60%,LambdaMART,0.397330747
60%,LambdaMART,0.392109466
60%,LambdaMART,0.385953579
60%,LambdaMART,0.379952999
60%,LambdaMART,0.377233663
60%,LambdaMART,0.376405147
60%,LambdaMART,0.359516192
60%,LambdaMART,0.35875051
60%,LambdaMART,0.358392578
60%,LambdaMART,0.351439791
60%,LambdaMART,0.35061524
60%,LambdaMART,0.300584443
60%,LambdaMART,0.27937075
60%,LambdaMART,0.277465872
60%,LambdaMART,0.263237405
60%,LambdaMART,0.258076741
60%,LambdaMART,0.253697668
60%,LambdaMART,0.245461599
60%,LambdaMART,0.242079081
60%,LambdaMART,0.232615059
60%,LambdaMART,0.230390114
60%,LambdaMART,0.223633713
60%,LambdaMART,0.221088479
60%,LambdaMART,0.213479832
60%,LambdaMART,0.206480384
60%,LambdaMART,0.187266808
60%,LambdaMART,0.176710138
60%,LambdaMART,0.164857738
60%,LambdaMART,0.160655308
60%,LambdaMART,0.15505519
60%,LambdaMART,0.15098823
60%,LambdaMART,0.144534794
60%,LambdaMART,0.139036647
60%,LambdaMART,0.129321387
60%,LambdaMART,0.129105001
60%,LambdaMART,0.1276439
60%,LambdaMART,0.126923876
60%,LambdaMART,0.125866445
60%,LambdaMART,0.122172079
60%,LambdaMART,0.106549278
60%,LambdaMART,0.10201323
60%,LambdaMART,0.094265987
60%,LambdaMART,0.059837956
60%,LambdaMART,0.05758651
60%,LambdaMART,0.054833736
60%,LambdaMART,0.052498267
60%,LambdaMART,0.044715149
60%,LambdaMART,0.044228416
60%,LambdaMART,0.008412156
60%,LambdaMART,0.005950902
60%,LambdaMART,-0.002085064
60%,LambdaMART,-0.002339596
60%,LambdaMART,-0.007075044
60%,LambdaMART,-0.021957183
60%,LambdaMART,-0.042216218
60%,LambdaMART,-0.045210564
60%,LambdaMART,-0.048935061
60%,LambdaMART,-0.059096468
60%,LambdaMART,-0.061523966
60%,LambdaMART,-0.064643953
60%,LambdaMART,-0.069268417
60%,LambdaMART,-0.074505427
60%,LambdaMART,-0.08030228
60%,LambdaMART,-0.081220394
60%,LambdaMART,-0.088482361
60%,LambdaMART,-0.09325235
60%,LambdaMART,-0.097517099
60%,LambdaMART,-0.112631038
60%,LambdaMART,-0.125142186
60%,LambdaMART,-0.148926481
60%,LambdaMART,-0.154405622
60%,LambdaMART,-0.160735056
60%,LambdaMART,-0.164919185
60%,LambdaMART,-0.166503411
60%,LambdaMART,-0.170041221
60%,LambdaMART,-0.175252738
60%,LambdaMART,-0.176336416
60%,LambdaMART,-0.182977803
60%,LambdaMART,-0.1858773
60%,LambdaMART,-0.193469829
60%,LambdaMART,-0.196307196
60%,LambdaMART,-0.208943855
60%,LambdaMART,-0.224644651
60%,LambdaMART,-0.226245149
60%,LambdaMART,-0.234211876
60%,LambdaMART,-0.234514385
60%,LambdaMART,-0.238029017
60%,LambdaMART,-0.245933145
60%,LambdaMART,-0.27252866
60%,LambdaMART,-0.274630809
60%,LambdaMART,-0.278933863
60%,LambdaMART,-0.300980211
60%,LambdaMART,-0.317839504
60%,LambdaMART,-0.328747434
60%,LambdaMART,-0.363254516
60%,LambdaMART,-0.367819038
60%,LambdaMART,-0.368900706
60%,LambdaMART,-0.370072434
60%,LambdaMART,-0.376387854
60%,LambdaMART,-0.413306925
60%,LambdaMART,-0.435702865
60%,LambdaMART,-0.565374645
60%,LambdaMART,-0.598815851
60%,LambdaMART,-0.672172416
70%,LambdaMART,4.918455491
70%,LambdaMART,4.825270984
70%,LambdaMART,4.809194985
70%,LambdaMART,4.240272127
70%,LambdaMART,4.119422704
70%,LambdaMART,4.100580005
70%,LambdaMART,3.963446998
70%,LambdaMART,3.92529015
70%,LambdaMART,3.915825361
70%,LambdaMART,3.784556475
70%,LambdaMART,3.763467496
70%,LambdaMART,3.675479989
70%,LambdaMART,3.596403264
70%,LambdaMART,3.421058778
70%,LambdaMART,3.389502287
70%,LambdaMART,3.368686448
70%,LambdaMART,3.348715553
70%,LambdaMART,3.133076122
70%,LambdaMART,3.006077846
70%,LambdaMART,2.99026972
70%,LambdaMART,2.946346698
70%,LambdaMART,2.862108454
70%,LambdaMART,2.790636645
70%,LambdaMART,2.720037453
70%,LambdaMART,2.679749487
70%,LambdaMART,2.661371983
70%,LambdaMART,2.579386046
70%,LambdaMART,2.470258064
70%,LambdaMART,2.397325685
70%,LambdaMART,2.397300703
70%,LambdaMART,2.319398441
70%,LambdaMART,2.273347763
70%,LambdaMART,2.266913361
70%,LambdaMART,2.256168773
70%,LambdaMART,2.240989908
70%,LambdaMART,2.219972435
70%,LambdaMART,2.17994397
70%,LambdaMART,2.16752704
70%,LambdaMART,2.152395938
70%,LambdaMART,2.145232928
70%,LambdaMART,2.125941931
70%,LambdaMART,2.105317216
70%,LambdaMART,2.100974849
70%,LambdaMART,2.055421586
70%,LambdaMART,2.039255518
70%,LambdaMART,2.028726393
70%,LambdaMART,2.017950009
70%,LambdaMART,2.017545185
70%,LambdaMART,1.993295822
70%,LambdaMART,1.973483817
70%,LambdaMART,1.947414069
70%,LambdaMART,1.920340277
70%,LambdaMART,1.91319556
70%,LambdaMART,1.911140067
70%,LambdaMART,1.899146456
70%,LambdaMART,1.875587558
70%,LambdaMART,1.857208564
70%,LambdaMART,1.856516989
70%,LambdaMART,1.852804608
70%,LambdaMART,1.84970161
70%,LambdaMART,1.834954684
70%,LambdaMART,1.805727483
70%,LambdaMART,1.79063912
