stock_code,年份,公司名称,评级日期,WindESG评级,ESG,管理实践得分,争议事件得分,E,S,治理得分,证监会行业,Wind行业
1,2021,平安银行,2021/2/9,A,6.85,5.1,1.74,5.02,7.48,7.81,货币金融服务,商业银行
2,2021,万科,2021/4/7,AA,8.59,5.82,2.78,8.48,7.23,9.06,房地产业,房地产管理和开发
4,2021,国华网安,2021/8/1,BBB,6.51,3.6,2.91,0,3.3,8.31,软件和信息技术服务业,互联网软件与服务Ⅲ
5,2021,世纪星源,2021/8/1,B,4.48,1.73,2.75,0,2.68,4.52,生态保护和环境治理业,商业服务与用品
6,2021,深振业,2021/4/7,BB,5.46,2.51,2.95,1.01,1.18,6.74,房地产业,房地产管理和开发
7,2021,全新好,2021/8/1,B,3.9,1.5,2.4,0,0.66,4.37,房地产业,专营零售
8,2021,神州高铁,2021/8/1,BB,5.29,2.42,2.87,0.23,3.62,5.19,铁路、船舶、航空航天和其他运输设备制造业,机械
9,2021,宝安集团,2021/4/3,BBB,6.18,3.25,2.93,0.94,3.86,7.84,综合,综合类Ⅲ
10,2021,美丽生态,2021/8/1,BB,5.43,2.53,2.89,1.14,3.19,6.17,土木工程建筑业,建筑与工程Ⅲ
11,2021,深物业集团,2021/8/1,B,4.77,1.79,2.97,0,1.4,4.74,房地产业,房地产管理和开发
12,2021,南玻集团,2021/4/22,BBB,6.13,3.14,2.98,2.29,3.98,6.94,非金属矿物制品业,建材Ⅲ
14,2021,沙河股份,2021/8/1,B,4.73,1.85,2.87,0,0.22,5.89,房地产业,房地产管理和开发
16,2021,康佳集团,2021/8/1,BB,5.16,2.28,2.89,0,1.68,6.44,计算机、通信和其他电子设备制造业,家庭耐用消费品
17,2021,深中华,2021/8/1,B,4.66,1.67,3,0,0.92,4.6,铁路、船舶、航空航天和其他运输设备制造业,休闲设备与用品
19,2021,深粮控股,2021/9/17,AA,8.03,5.03,3,2.55,7.38,8.24,批发业,贸易公司与工业品经销商Ⅲ
20,2021,深华发,2021/8/1,B,4.46,1.65,2.81,0,0.36,5.66,计算机、通信和其他电子设备制造业,家庭耐用消费品
21,2021,深科技,2021/5/7,A,7.83,4.86,2.97,10,5.4,8.32,计算机、通信和其他电子设备制造业,电脑与外围设备
23,2021,深天地,2021/8/1,BB,5.51,2.54,2.97,4.37,0.34,5.92,非金属矿物制品业,建材Ⅲ
25,2021,特力A,2021/8/1,B,4.83,1.84,2.99,0,0.35,5.73,批发业,专营零售
26,2021,飞亚达公司,2021/3/17,BBB,6.17,3.17,3,4.31,2.44,6.38,零售业,纺织品、服装与奢侈品
27,2021,深圳能源,2021/4/27,A,7.19,4.31,2.88,3.19,7.03,7.23,电力、热力生产和供应业,电力Ⅲ
28,2021,国药一致,2021/4/9,BBB,6.64,3.72,2.92,4.01,5.09,6.18,批发业,医疗保健提供商与服务
29,2021,深房集团,2021/8/1,BB,5.48,2.5,2.98,0,2.05,6.54,房地产业,房地产管理和开发
30,2021,富奥股份,2021/8/1,BBB,6.07,3.09,2.98,0.54,4.04,6.44,汽车制造业,汽车零配件
31,2021,大悦城控股,2021/4/3,BB,5.4,2.61,2.79,2.34,1.83,5.91,房地产业,房地产管理和开发
32,2021,深桑达,2021/4/30,BBB,6.42,3.51,2.9,1.58,6.03,6.65,建筑安装业,建筑与工程Ⅲ
34,2021,神州数码,2021/8/1,BB,5.56,2.7,2.86,0,2.55,6.73,批发业,电子设备、仪器和元件
35,2021,中国天楹,2021/5/7,BB,5.79,2.88,2.91,3.96,3.62,4.78,生态保护和环境治理业,商业服务与用品
36,2021,华联控股,2021/8/1,BB,5.87,2.92,2.95,0.38,3.62,6.5,房地产业,房地产管理和开发
37,2021,深南电,2021/8/1,BBB,6.14,3.14,3,2.53,3.62,6.22,电力、热力生产和供应业,电力Ⅲ
38,2021,深大通,2021/8/1,BB,5.48,2.55,2.93,0,3.5,4.42,商务服务业,媒体Ⅲ
39,2021,中集集团,2021/4/6,AA,8.12,5.25,2.86,8.13,5.67,9.32,金属制品业,机械
40,2021,东旭蓝天,2021/8/1,BB,5.02,2.2,2.82,0,3.48,4.66,电力、热力生产和供应业,独立电力生产商与能源贸易商Ⅲ
42,2021,中洲控股,2021/8/1,BB,5.24,2.25,2.99,0,0.9,6.63,房地产业,房地产管理和开发
45,2021,深纺织,2021/8/1,BB,5.69,2.69,3,3.2,3.55,4.41,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
46,2021,泛海控股,2021/5/7,B,4.62,2.17,2.45,1.32,1.19,5.16,其他金融业,多元金融服务
48,2021,京基智农,2021/8/1,BB,5.49,2.54,2.95,2.04,1.25,6.46,农副食品加工业,食品
49,2021,德赛电池,2021/8/1,BB,5.04,2.1,2.94,0,1.74,7.13,电气机械和器材制造业,电气设备
50,2021,天马,2021/3/20,AA,7.93,5.23,2.7,6.5,6.34,9.18,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
55,2021,方大集团,2021/3/30,BB,5.53,2.68,2.85,1.2,4.08,5.7,金属制品业,建筑产品Ⅲ
56,2021,皇庭国际,2021/8/1,B,4.31,1.47,2.84,0,0.93,5.2,商务服务业,商业服务与用品
58,2021,深赛格,2021/8/1,BB,5.25,2.34,2.9,0,1.63,6.37,商务服务业,房地产管理和开发
59,2021,华锦股份,2021/8/1,BB,4.84,2.04,2.79,1.75,1.09,5.12,石油加工、炼焦和核燃料加工业,石油、天然气与供消费用燃料
60,2021,中金岭南,2021/4/7,BB,5.59,2.7,2.89,2.05,3.42,5.83,有色金属冶炼和压延加工业,金属、非金属与采矿
61,2021,农产品,2021/5/6,BBB,6.77,4,2.77,1.11,4.42,8.55,商务服务业,食品与主要用品零售Ⅲ
62,2021,深圳华强,2021/8/1,BB,5.6,2.62,2.98,0,2.67,6.32,批发业,电子设备、仪器和元件
63,2021,中兴通讯,2021/3/24,AA,8.94,6.08,2.85,6.07,9.58,7.9,计算机、通信和其他电子设备制造业,通信设备Ⅲ
65,2021,北方国际,2021/4/7,BBB,6.29,3.32,2.96,1.39,5.98,6.05,土木工程建筑业,建筑与工程Ⅲ
66,2021,中国长城,2021/5/7,AA,8.75,5.81,2.94,10,8.5,7.42,计算机、通信和其他电子设备制造业,电脑与外围设备
68,2021,华控赛格,2021/8/1,BB,5.1,2.11,2.99,0,2.28,5.01,专业技术服务业,专业服务
69,2021,华侨城,2021/4/6,A,7.58,4.78,2.8,0.92,8.06,6.79,房地产业,房地产管理和开发
70,2021,特发信息,2021/8/1,BB,5.53,2.72,2.81,0,2.67,6.63,电气机械和器材制造业,通信设备Ⅲ
78,2021,海王生物,2021/8/1,BBB,5.91,3.12,2.79,1.01,2.77,7.61,零售业,医疗保健提供商与服务
88,2021,盐田港,2021/4/24,BB,5.49,2.51,2.98,0.67,3.86,5.88,道路运输业,交通基础设施
89,2021,深圳机场,2021/8/1,BB,5.94,3.01,2.92,1.04,4.26,7.18,航空运输业,交通基础设施
90,2021,天健集团,2021/4/20,BBB,6.54,3.75,2.79,4.6,4.91,6.52,土木工程建筑业,建筑与工程Ⅲ
96,2021,广聚能源,2021/8/1,B,4.44,1.43,3,0,0.47,4.82,批发业,石油、天然气与供消费用燃料
99,2021,中信海直,2021/8/1,B,4.85,1.9,2.95,0,0.87,6.39,航空运输业,航空Ⅲ
100,2021,TCL科技,2021/3/18,A,7.25,4.3,2.95,3.87,5.65,7.5,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
150,2021,宜华健康,2021/8/1,B,4.44,1.92,2.51,0,0.95,5.67,卫生,医疗保健提供商与服务
151,2021,中成股份,2021/8/1,BBB,6.35,3.75,2.6,1.47,6.07,5.38,批发业,贸易公司与工业品经销商Ⅲ
153,2021,丰原药业,2021/8/1,BB,5.59,2.61,2.98,1.85,2.38,6.21,医药制造业,制药
155,2021,川能动力,2021/8/1,BBB,6.38,3.46,2.91,0,6.13,6.76,电力、热力生产和供应业,独立电力生产商与能源贸易商Ⅲ
156,2021,华数传媒,2021/5/7,BBB,6.12,3.19,2.92,0.71,2.3,7.84,广播、电视、电影和影视录音制作业,媒体Ⅲ
157,2021,中联重科,2021/4/7,BBB,6.11,4.07,2.03,1.35,5.36,9.05,专用设备制造业,机械
158,2021,常山北明,2021/8/1,BB,5.86,3.09,2.77,5.86,1.65,8.06,软件和信息技术服务业,互联网软件与服务Ⅲ
159,2021,国际实业,2021/8/1,BB,5.36,2.44,2.92,0,3.96,6.08,批发业,石油、天然气与供消费用燃料
166,2021,申万宏源,2021/4/7,A,7.33,4.51,2.81,7.63,4.75,7.63,资本市场服务,资本市场
301,2021,东方盛虹,2021/4/22,BB,5.45,2.56,2.89,1.39,1.99,7.2,化学纤维制造业,化工
333,2021,美的集团,2021/5/7,A,7.76,4.93,2.82,10,5.1,8.01,电气机械和器材制造业,家庭耐用消费品
338,2021,潍柴动力,2021/4/7,A,7.44,4.74,2.7,6.71,7.43,6.01,汽车制造业,机械
400,2021,许继电气,2021/4/16,BB,5.01,2.53,2.48,0.26,4.81,5.45,电气机械和器材制造业,电气设备
401,2021,冀东水泥,2021/3/24,BB,5.35,2.46,2.88,1.35,2.22,6.64,非金属矿物制品业,建材Ⅲ
402,2021,金融街,2021/4/7,BB,5.72,2.87,2.85,1.44,2.46,6.72,房地产业,房地产管理和开发
403,2021,派林生物,2021/8/1,BBB,5.97,3.16,2.81,0,2.73,8.31,医药制造业,生物科技Ⅲ
404,2021,长虹华意,2021/8/1,BBB,6.4,3.48,2.92,2.15,4.82,6.84,通用设备制造业,机械
407,2021,胜利股份,2021/5/5,BB,5.83,2.85,2.98,0,5.26,6.3,燃气生产和供应业,燃气Ⅲ
408,2021,藏格矿业,2021/8/1,BB,5.15,2.37,2.79,1.95,1.56,6.3,化学原料和化学制品制造业,化工
409,2021,云鼎科技,2021/8/1,BB,5.53,2.62,2.91,0,2.1,6.89,软件和信息技术服务业,信息技术服务
410,2021,沈阳机床,2021/8/1,BB,5.52,2.83,2.69,0.52,3.4,6.93,通用设备制造业,机械
411,2021,英特集团,2021/8/1,BB,5.49,2.62,2.87,0,2.33,6.83,批发业,医疗保健提供商与服务
413,2021,东旭光电,2021/8/1,BB,5.22,2.65,2.56,4.41,2.63,5,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
415,2021,渤海租赁,2021/5/7,BB,5.1,2.28,2.82,0.69,1.09,5.7,租赁业,多元金融服务
416,2021,民生控股,2021/8/1,BB,5.32,2.54,2.78,0.34,1.94,5.77,其他金融业,多元金融服务
417,2021,合肥百货,2021/8/1,BB,5.61,2.66,2.95,0.92,1.26,7.72,零售业,多元化零售
419,2021,通程控股,2021/8/1,BB,5.06,2.57,2.49,0,1.54,7.39,零售业,多元化零售
420,2021,吉林化纤,2021/8/1,BB,5.22,2.43,2.79,1.98,1.41,6.67,化学纤维制造业,化工
421,2021,南京公用,2021/8/1,B,5.08,2.11,2.97,0,1.58,5.98,燃气生产和供应业,燃气Ⅲ
422,2021,湖北宜化,2021/8/1,BB,5.76,2.82,2.94,1.83,3.37,6.6,化学原料和化学制品制造业,化工
423,2021,东阿阿胶,2021/3/27,BBB,6.87,3.98,2.89,4.18,6.22,6.22,医药制造业,制药
425,2021,徐工机械,2021/5/7,BB,5.92,3.07,2.85,3.42,3.36,6.2,专用设备制造业,机械
426,2021,兴业银锡,2021/8/1,B,4.97,2.06,2.91,1.35,1.86,5.51,有色金属矿采选业,金属、非金属与采矿
428,2021,华天酒店,2021/8/1,BB,5.48,2.51,2.97,0,0.24,6.97,住宿业,酒店、餐馆与休闲Ⅲ
429,2021,粤高速,2021/8/1,B,4.55,1.58,2.97,0,1.25,5.23,道路运输业,交通基础设施
430,2021,张旅集团,2021/8/1,BB,5.21,2.42,2.79,0,0.28,6.67,公共设施管理业,酒店、餐馆与休闲Ⅲ
488,2021,晨鸣纸业,2021/7/6,BBB,6.4,3.75,2.65,4.74,3.79,7.47,造纸和纸制品业,纸与林木产品
498,2021,山东路桥,2021/5/4,BBB,6.14,3.2,2.94,4.06,3.48,6.27,土木工程建筑业,建筑与工程Ⅲ
501,2021,武商集团,2021/8/1,B,4.8,1.96,2.83,0,0.91,5.95,零售业,多元化零售
502,2021,绿景控股,2021/8/1,CCC,4.11,1.36,2.74,0,0.44,4.11,房地产业,房地产管理和开发
503,2021,国新健康,2021/8/1,BBB,6.14,3.15,2.99,0.78,3.58,6.24,互联网和相关服务,互联网软件与服务Ⅲ
504,2021,南华生物,2021/8/1,BBB,5.96,3.12,2.84,0,3.84,7.32,科技推广和应用服务业,生物科技Ⅲ
505,2021,京粮控股,2021/8/1,B,4.6,1.6,2.99,0.16,0.29,5.24,农副食品加工业,食品
506,2021,中润资源,2021/8/1,B,3.32,1.77,1.55,0,0.66,5.26,有色金属矿采选业,金属、非金属与采矿
507,2021,珠海港,2021/4/24,BBB,6.96,3.98,2.99,4.16,4.31,8.38,水上运输业,交通基础设施
509,2021,华塑控股,2021/8/1,B,4.88,1.96,2.92,0,0.56,6.11,卫生,电子设备、仪器和元件
510,2021,新金路,2021/8/1,BB,5.39,2.63,2.76,1.49,3.04,6.44,化学原料和化学制品制造业,化工
513,2021,丽珠集团,2021/6/8,A,7.21,4.36,2.85,4.17,6.26,7.58,医药制造业,制药
514,2021,渝开发,2021/8/1,B,4.54,1.97,2.56,0,0.44,6.1,房地产业,房地产管理和开发
516,2021,国际医学,2021/5/6,BB,5.92,3.04,2.87,4.41,2.99,5.48,卫生,医疗保健提供商与服务
517,2021,荣安地产,2021/3/30,BB,5.5,2.77,2.72,2.62,0.58,7.29,房地产业,房地产管理和开发
518,2021,四环生物,2021/8/1,B,4.96,2.06,2.9,0,1.75,5.45,医药制造业,生物科技Ⅲ
519,2021,中兵红箭,2021/8/1,BBB,6.4,3.42,2.97,2.67,2.89,8.52,专用设备制造业,航空航天与国防Ⅲ
520,2021,凤凰航运,2021/8/1,B,4.55,1.63,2.92,0,1.93,4.63,水上运输业,海运Ⅲ
521,2021,长虹美菱,2021/8/1,BB,5.97,3.02,2.95,0,4.35,6.11,电气机械和器材制造业,家庭耐用消费品
523,2021,红棉股份,2021/8/1,B,3.87,2.51,1.36,0.52,3.11,5.07,化学原料和化学制品制造业,家庭用品Ⅲ
524,2021,岭南控股,2021/8/1,BBB,6.55,3.6,2.95,0.92,3.15,7.5,商务服务业,酒店、餐馆与休闲Ⅲ
525,2021,红太阳,2021/8/1,B,4.94,2.56,2.38,1.44,5.25,4.24,化学原料和化学制品制造业,化工
526,2021,学大教育,2021/8/1,B,4.83,1.92,2.91,0,0.79,6.2,教育,综合消费者服务Ⅲ
528,2021,柳工,2021/4/6,BB,5.87,3.03,2.84,1.61,4.31,5.99,专用设备制造业,机械
529,2021,广弘控股,2021/8/1,BB,5.09,2.16,2.93,0,0.86,6.34,农副食品加工业,食品与主要用品零售Ⅲ
530,2021,冰山冷热,2021/5/1,BB,5.48,2.53,2.95,0.92,2.81,6.19,通用设备制造业,机械
531,2021,恒运集团,2021/8/1,BB,5.59,2.62,2.96,1.34,2.64,5.91,电力、热力生产和供应业,电力Ⅲ
532,2021,华金资本,2021/8/1,BB,5.69,2.73,2.96,1.02,2.14,7.02,综合,电子设备、仪器和元件
533,2021,顺钠股份,2021/8/1,BB,5.09,2.11,2.98,0,2.42,4.97,电气机械和器材制造业,家庭耐用消费品
534,2021,万泽股份,2021/8/1,BB,5.41,2.48,2.92,0,1.98,6.66,医药制造业,生物科技Ⅲ
536,2021,华映科技,2021/8/1,BBB,6.11,3.31,2.8,3.78,2.39,7.91,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
537,2021,中绿电,2021/8/1,B,4.46,1.72,2.74,1.55,0.56,4.39,房地产业,独立电力生产商与能源贸易商Ⅲ
538,2021,云南白药,2021/4/3,AA,7.85,4.92,2.93,5.57,6.87,8.14,医药制造业,制药
539,2021,粤电力,2021/4/17,BBB,7,4.09,2.91,1.9,6.79,7.42,电力、热力生产和供应业,电力Ⅲ
540,2021,中天金融,2021/5/6,BB,5.18,2.61,2.56,2.83,3.97,4,房地产业,房地产管理和开发
541,2021,佛山照明,2021/8/1,BBB,5.86,3.14,2.72,1.07,3.51,7.04,电气机械和器材制造业,家庭耐用消费品
543,2021,皖能电力,2021/8/1,BB,5.6,2.65,2.95,0.69,2.93,6.15,电力、热力生产和供应业,电力Ⅲ
544,2021,中原环保,2021/4/3,BBB,6.45,3.46,2.99,2.74,7.4,5.73,水的生产和供应业,水务Ⅲ
545,2021,金浦钛业,2021/5/6,BBB,6.54,3.55,2.99,2.03,5.08,7.79,化学原料和化学制品制造业,化工
546,2021,金圆股份,2021/8/1,BB,5.31,2.48,2.82,1.06,2.57,6.67,生态保护和环境治理业,建材Ⅲ
547,2021,航天发展,2021/5/5,BBB,6.6,3.74,2.85,0,5.6,6.76,计算机、通信和其他电子设备制造业,航空航天与国防Ⅲ
548,2021,湖南投资,2021/8/1,B,4.97,1.97,3,0.14,1.86,6.1,道路运输业,交通基础设施
550,2021,江铃汽车,2021/4/6,BBB,6.71,3.79,2.91,4.68,4.67,6.7,汽车制造业,汽车
551,2021,创元科技,2021/8/1,BBB,6.6,3.6,3,3.06,5.31,6.24,综合,综合类Ⅲ
552,2021,甘肃能化,2021/8/1,BBB,5.99,3.04,2.95,2.09,4.21,6.32,煤炭开采和洗选业,石油、天然气与供消费用燃料
553,2021,安道麦,2021/8/1,BB,5.63,2.78,2.85,1.39,3.14,7.03,化学原料和化学制品制造业,化工
554,2021,泰山石油,2021/8/1,B,4.32,1.61,2.71,0,0.47,5.43,批发业,石油、天然气与供消费用燃料
555,2021,神州信息,2021/4/7,A,7.75,4.85,2.9,6.94,6.42,7.73,软件和信息技术服务业,信息技术服务
557,2021,西部创业,2021/8/1,BB,5.72,2.82,2.9,0.44,3.39,7.91,铁路运输业,公路与铁路运输
558,2021,莱茵体育,2021/8/1,BB,5.42,2.76,2.66,0,1.71,6.48,房地产业,酒店、餐馆与休闲Ⅲ
559,2021,万向钱潮,2021/4/2,BB,5.86,2.88,2.98,0,4.36,5.63,汽车制造业,汽车零配件
560,2021,我爱我家,2021/8/1,B,5.17,2.25,2.91,0,0.82,6.72,房地产业,房地产管理和开发
561,2021,烽火电子,2021/8/1,BB,5.71,2.76,2.95,0,3.33,5.8,计算机、通信和其他电子设备制造业,通信设备Ⅲ
563,2021,陕国投,2021/5/5,BBB,6.72,3.83,2.89,0.34,5.47,7.74,其他金融业,资本市场
564,2021,供销大集,2021/5/7,B,3.38,1.72,1.65,0,0.63,5.42,零售业,多元化零售
565,2021,渝三峡A,2021/8/1,BBB,6.71,3.72,2.99,3.06,6.1,6.66,化学原料和化学制品制造业,化工
566,2021,海南海药,2021/8/1,B,5.05,2.15,2.9,0.56,1.77,5.94,医药制造业,制药
567,2021,海德股份,2021/8/1,BB,5.6,2.66,2.94,0,2.93,6.37,其他金融业,资本市场
568,2021,泸州老窖,2021/5/7,BBB,6.07,3.49,2.58,4.54,3.41,6.41,酒、饮料和精制茶制造业,饮料
570,2021,苏常柴,2021/8/1,BB,5.71,2.71,3,1.19,3.85,5.49,通用设备制造业,机械
571,2021,新大洲控股,2021/8/1,BB,5.73,2.9,2.82,1.65,4.75,5.04,综合,石油、天然气与供消费用燃料
572,2021,海马汽车,2021/8/1,BBB,6.03,3.21,2.82,3.59,4.49,5.22,汽车制造业,汽车
573,2021,粤宏远,2021/8/1,B,4.6,1.63,2.97,0,0.75,4.74,房地产业,房地产管理和开发
576,2021,甘化科工,2021/8/1,B,4.52,1.74,2.78,0,1.64,4.88,专用设备制造业,航空航天与国防Ⅲ
581,2021,威孚高科,2021/4/27,BBB,7.01,4.02,2.99,0,7.09,6.87,汽车制造业,汽车零配件
582,2021,北部湾港,2021/8/1,BBB,6.93,3.96,2.97,4.29,5.16,7.34,水上运输业,交通基础设施
584,2021,哈工智能,2021/8/1,BB,5.47,2.49,2.98,0,2.88,6.52,专用设备制造业,机械
586,2021,汇源通信,2021/8/1,BB,5.95,3.02,2.93,8.43,3.02,5.41,计算机、通信和其他电子设备制造业,通信设备Ⅲ
587,2021,金洲慈航,2021/8/1,B,3.99,1.4,2.59,0,1.47,3.45,其他制造业,纺织品、服装与奢侈品
589,2021,贵州轮胎,2021/8/1,A,6.89,4.02,2.87,3.3,6.41,6.13,橡胶和塑料制品业,汽车零配件
590,2021,启迪药业,2021/8/1,BB,5.67,2.73,2.94,2.05,2.08,6.8,医药制造业,制药
591,2021,太阳能,2021/8/1,BBB,6.19,3.23,2.95,1.8,4.36,6.46,电力、热力生产和供应业,独立电力生产商与能源贸易商Ⅲ
592,2021,平潭发展,2021/5/7,BB,5.08,2.23,2.85,0.48,0.96,8.18,林业,纸与林木产品
593,2021,德龙汇能,2021/8/1,BB,5.53,2.58,2.95,0,3.72,6.3,燃气生产和供应业,燃气Ⅲ
595,2021,宝塔实业,2021/8/1,BB,5.6,2.65,2.95,1.71,3.13,5.81,通用设备制造业,机械
596,2021,古井贡酒,2021/5/7,BBB,6.44,3.63,2.82,4.47,3.81,6.78,酒、饮料和精制茶制造业,饮料
597,2021,东北制药,2021/8/1,B,5.61,3.12,2.49,2.88,3.66,6.24,医药制造业,制药
598,2021,兴蓉环境,2021/4/29,A,7.48,4.49,2.99,4.45,9.92,6.18,水的生产和供应业,水务Ⅲ
599,2021,青岛双星,2021/8/1,BBB,6.55,3.56,3,0.54,5.62,6.49,橡胶和塑料制品业,汽车零配件
600,2021,建投能源,2021/8/1,BB,5.35,2.47,2.88,1.02,2.55,5.66,电力、热力生产和供应业,电力Ⅲ
601,2021,韶能股份,2021/8/1,BBB,6.34,3.49,2.85,6.82,2.16,5.97,电力、热力生产和供应业,电力Ⅲ
603,2021,盛达资源,2021/8/1,BB,5.05,2.13,2.92,1.01,1.94,5.99,有色金属矿采选业,金属、非金属与采矿
605,2021,渤海股份,2021/8/1,BB,5.49,2.55,2.94,2.5,2.42,5.83,水的生产和供应业,水务Ⅲ
606,2021,顺利办,2021/8/1,B,4.88,2.06,2.82,0,1.89,4.74,互联网和相关服务,互联网软件与服务Ⅲ
607,2021,华媒控股,2021/5/7,BBB,6.22,3.33,2.89,0.71,3.88,6.46,新闻和出版业,媒体Ⅲ
608,2021,阳光新业,2021/8/1,B,4.61,1.62,2.99,0,0.26,5.08,房地产业,房地产管理和开发
609,2021,中迪投资,2021/8/1,B,4.21,1.3,2.91,0,0.22,4.06,综合,房地产管理和开发
610,2021,西安旅游,2021/8/1,BB,4.96,2.13,2.82,0,1.16,5.13,公共设施管理业,酒店、餐馆与休闲Ⅲ
611,2021,天首发展,2021/8/1,B,4.53,1.83,2.7,0,1.8,4.72,纺织业,贸易公司与工业品经销商Ⅲ
612,2021,焦作万方,2021/8/1,BB,5.37,2.64,2.73,1.28,3.43,6.17,有色金属冶炼和压延加工业,金属、非金属与采矿
613,2021,大东海,2021/8/1,BB,5.21,2.27,2.94,0,0.4,6.14,住宿业,酒店、餐馆与休闲Ⅲ
615,2021,奥园美谷,2021/8/1,B,4.18,1.83,2.34,0,0.81,5.36,房地产业,化工
616,2021,海航投资,2021/5/7,BB,4.05,2.3,1.76,0,3.1,5.07,房地产业,房地产管理和开发
617,2021,中油资本,2021/4/9,BB,5.66,2.71,2.95,1.17,2.84,6.11,资本市场服务,资本市场
619,2021,海螺新材,2021/8/1,B,4.63,1.63,3,0,0.77,6,橡胶和塑料制品业,建筑产品Ⅲ
620,2021,新华联,2021/8/1,B,4.12,1.49,2.62,0,0.84,4.21,房地产业,房地产管理和开发
622,2021,恒立实业,2021/8/1,BB,5.46,2.46,3,0,2.37,6.16,专用设备制造业,汽车零配件
623,2021,吉林敖东,2021/4/24,BB,5.82,2.88,2.94,2.92,1.88,6.95,医药制造业,制药
625,2021,长安汽车,2021/4/27,BBB,6.85,4,2.85,5.88,3.29,8.45,汽车制造业,汽车
626,2021,远大控股,2021/8/1,BB,5.52,2.61,2.9,0.65,2.95,5.89,批发业,贸易公司与工业品经销商Ⅲ
627,2021,天茂集团,2021/5/7,BB,5.08,2.15,2.93,0,2.06,5.68,保险业,保险Ⅲ
628,2021,高新发展,2021/8/1,BB,5.13,2.13,3,0.38,2.67,5.65,房屋建筑业,建筑与工程Ⅲ
629,2021,钒钛股份,2021/4/6,BBB,6.1,3.19,2.91,4.09,4.14,5.45,有色金属冶炼和压延加工业,金属、非金属与采矿
630,2021,铜陵有色,2021/4/22,BB,5.11,2.35,2.76,0,2.75,6.79,有色金属冶炼和压延加工业,金属、非金属与采矿
631,2021,顺发恒业,2021/8/1,B,4.96,2,2.96,0,1.02,5.71,房地产业,房地产管理和开发
632,2021,三木集团,2021/8/1,BB,5.66,2.72,2.94,0,1.72,8.53,批发业,贸易公司与工业品经销商Ⅲ
633,2021,合金投资,2021/8/1,B,4.44,1.46,2.97,0,0.6,5.55,有色金属冶炼和压延加工业,金属、非金属与采矿
635,2021,英力特,2021/4/20,BB,5.82,2.85,2.97,2.91,2.44,6.58,化学原料和化学制品制造业,化工
636,2021,风华高科,2021/8/1,B,4.92,2.17,2.75,1.64,2.06,4.87,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
637,2021,茂化实华,2021/8/1,BB,5.54,2.6,2.94,0.84,3.7,6.31,石油加工、炼焦和核燃料加工业,化工
638,2021,万方发展,2021/8/1,BBB,5.97,3.18,2.8,0.39,4.01,6.64,软件和信息技术服务业,贸易公司与工业品经销商Ⅲ
639,2021,西王食品,2021/8/1,BB,5.28,2.44,2.84,0.47,3.27,5.77,农副食品加工业,食品
650,2021,仁和药业,2021/8/1,BB,5.98,3.01,2.97,2.9,2.99,6.43,医药制造业,制药
651,2021,格力电器,2021/5/6,BBB,6.29,3.62,2.67,1.89,5.4,6.3,电气机械和器材制造业,家庭耐用消费品
652,2021,泰达股份,2021/4/22,A,6.87,4.07,2.8,0.65,5.23,8.29,批发业,贸易公司与工业品经销商Ⅲ
655,2021,金岭矿业,2021/3/27,BB,4.92,2.19,2.73,1.13,2.6,5.38,黑色金属矿采选业,金属、非金属与采矿
656,2021,金科股份,2021/8/1,B,5.26,2.49,2.77,0.5,1.32,6.84,房地产业,房地产管理和开发
657,2021,中钨高新,2021/8/1,BB,5.6,2.6,2.99,0.39,3.92,6.15,有色金属冶炼和压延加工业,金属、非金属与采矿
659,2021,珠海中富,2021/8/1,BB,5.7,2.71,2.99,0,2.43,7.92,橡胶和塑料制品业,容器与包装
661,2021,长春高新,2021/3/19,BB,5.45,2.46,2.99,1.32,1.71,6.07,医药制造业,生物科技Ⅲ
663,2021,永安林业,2021/5/7,B,4.57,1.81,2.77,1.14,0.89,5.14,家具制造业,家庭耐用消费品
665,2021,湖北广电,2021/8/1,BB,5.27,2.44,2.84,0,1.26,6.65,广播、电视、电影和影视录音制作业,媒体Ⅲ
666,2021,经纬纺机,2021/8/1,BB,5.78,2.98,2.8,0.22,3.81,6.51,资本市场服务,机械
667,2021,美好置业,2021/8/1,BB,5.81,2.83,2.98,2.62,0.93,7.21,房地产业,房地产管理和开发
668,2021,荣丰控股,2021/8/1,B,4.91,1.93,2.97,0,0.22,6.14,房地产业,医疗保健提供商与服务
669,2021,金鸿控股,2021/8/1,BB,4.77,2.18,2.59,0,3.35,5.22,燃气生产和供应业,燃气Ⅲ
670,2021,盈方微,2021/8/1,B,4.78,2.03,2.75,0,2.28,4.8,计算机、通信和其他电子设备制造业,半导体产品与半导体设备
671,2021,阳光城,2021/4/22,A,6.86,4.66,2.19,10,3.28,7.64,房地产业,房地产管理和开发
672,2021,上峰水泥,2021/5/5,BBB,6.04,3.08,2.96,2.32,3.8,6.81,非金属矿物制品业,建材Ⅲ
673,2021,当代东方,2021/8/1,B,4.56,1.95,2.61,0,1.28,5.02,文化艺术业,媒体Ⅲ
