stock_code,年份,公司名称,评级日期,WindESG评级,ESG,管理实践得分,争议事件得分,E,S,治理得分,证监会行业,Wind行业
605133,2021,嵘泰股份,2021/8/1,BB,5.88,2.9,2.97,0,2.71,7.37,汽车制造业,汽车零配件
605136,2021,丽人丽妆,2021/8/1,BBB,6.76,3.86,2.9,0,5.2,6.61,零售业,互联网与售货目录零售
605138,2021,盛泰集团,2021/11/3,BBB,6.29,3.39,2.9,2.94,4.83,5.81,纺织服装、服饰业,纺织品、服装与奢侈品
605151,2021,西上海,2021/8/1,BB,5.45,2.53,2.92,0,2.5,6.3,汽车制造业,汽车零配件
605155,2021,西大门,2021/8/1,BBB,6.62,3.62,3,0,8.62,6.71,纺织业,建材Ⅲ
605158,2021,华达新材,2021/4/27,BBB,6.63,3.63,3,2.14,5.96,6.67,金属制品业,金属、非金属与采矿
605162,2021,新中港,2021/8/1,BB,5.7,2.73,2.97,3.21,2.23,5.6,电力、热力生产和供应业,复合型公用事业Ⅲ
605166,2021,聚合顺,2021/8/1,BB,5.81,2.85,2.96,0,4.24,7.59,化学原料和化学制品制造业,化工
605167,2021,利柏特,2021/8/1,BB,5.45,2.5,2.95,2.11,2.84,5.64,专业技术服务业,建筑与工程Ⅲ
605168,2021,三人行,2021/8/1,BB,5.74,2.88,2.86,0,2.47,6.72,商务服务业,媒体Ⅲ
605169,2021,洪通燃气,2021/8/1,BB,5.23,2.23,3,0,1.95,6.18,燃气生产和供应业,燃气Ⅲ
605177,2021,东亚药业,2021/8/1,BBB,6.68,3.79,2.89,3.51,4.75,7.3,医药制造业,制药
605178,2021,时空科技,2021/8/1,B,4.78,1.84,2.94,0,1.54,6.08,建筑装饰和其他建筑业,建筑与工程Ⅲ
605179,2021,一鸣食品,2021/4/23,BBB,6.15,3.23,2.92,3.59,3.79,5.95,食品制造业,食品
605180,2021,华生科技,2021/8/1,BBB,6.51,3.51,3,1.61,5.76,6.12,纺织业,纺织品、服装与奢侈品
605183,2021,确成股份,2021/8/1,BBB,6.68,3.7,2.99,2.02,6.81,6.85,化学原料和化学制品制造业,化工
605186,2021,健麾信息,2021/8/1,BBB,5.98,3.21,2.78,0,2.6,7.73,专用设备制造业,医疗保健设备与用品
605188,2021,国光连锁,2021/8/1,BB,5.53,2.53,3,0,3.05,5.4,零售业,食品与主要用品零售Ⅲ
605189,2021,富春染织,2021/8/1,BBB,6.26,3.28,2.97,1.5,5.28,5.8,纺织业,纺织品、服装与奢侈品
605196,2021,华通线缆,2021/8/1,BBB,6.12,3.17,2.95,2.11,4.71,6.58,电气机械和器材制造业,电气设备
605198,2021,安德利,2021/4/7,BB,5.89,2.97,2.91,2.06,5.3,5.06,酒、饮料和精制茶制造业,食品
605199,2021,葫芦娃,2021/8/1,BBB,6.88,3.88,3,4.99,4.48,6.87,医药制造业,制药
605208,2021,永茂泰,2021/8/1,BB,5.52,2.55,2.97,1.17,3.32,6.01,有色金属冶炼和压延加工业,金属、非金属与采矿
605218,2021,伟时电子,2021/8/1,BBB,6.24,3.3,2.93,1.57,3.25,7.56,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
605222,2021,起帆电缆,2021/4/6,BBB,6.02,3.19,2.83,2.98,3.94,6.7,电气机械和器材制造业,电气设备
605228,2021,神通科技,2021/8/1,BBB,6.4,3.42,2.97,0,4.85,7.03,汽车制造业,汽车零配件
605255,2021,天普股份,2021/8/1,BBB,6.28,3.28,3,0,4.53,6.83,橡胶和塑料制品业,汽车零配件
605258,2021,协和电子,2021/8/1,BBB,6.32,3.42,2.9,4.37,2.98,7.36,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
605259,2021,绿田机械,2021/8/1,BBB,6.54,3.61,2.93,0.76,6.39,5.82,通用设备制造业,汽车零配件
605266,2021,健之佳,2021/8/1,BB,5.19,2.25,2.94,0,1.63,5.87,零售业,食品与主要用品零售Ⅲ
605268,2021,王力安防,2021/8/1,BBB,6.45,3.51,2.94,0,4.84,7.34,金属制品业,家庭耐用消费品
605277,2021,新亚电子,2021/8/1,BBB,6.26,3.26,3,1.57,3.65,6.92,电气机械和器材制造业,电子设备、仪器和元件
605286,2021,同力日升,2021/8/1,BB,5.53,2.62,2.91,0,2.98,6.9,通用设备制造业,机械
605287,2021,德才股份,2021/8/1,BB,5.51,2.62,2.9,1.39,3.49,5.97,建筑装饰和其他建筑业,建筑与工程Ⅲ
605288,2021,凯迪股份,2021/8/1,BBB,6.11,3.16,2.95,1.83,4.04,7.51,电气机械和器材制造业,电气设备
605289,2021,罗曼股份,2021/8/1,B,4.71,1.87,2.84,0,1.24,6.55,建筑装饰和其他建筑业,建筑与工程Ⅲ
605296,2021,神农集团,2021/8/1,BB,5.18,2.18,3,2.24,0.85,5.38,畜牧业,食品
605298,2021,必得科技,2021/8/1,BBB,6.12,3.12,3,0,5.09,6.37,铁路、船舶、航空航天和其他运输设备制造业,机械
605299,2021,舒华体育,2021/8/1,BB,5.91,2.97,2.94,6.74,2.55,5.8,文教、工美、体育和娱乐用品制造业,休闲设备与用品
605300,2021,佳禾食品,2021/8/1,BB,5.84,2.83,3,2.13,3.86,5.57,食品制造业,食品
605303,2021,园林股份,2021/8/1,B,4.48,1.78,2.71,0,1.18,6.23,土木工程建筑业,建筑与工程Ⅲ
605305,2021,中际联合,2021/8/1,BBB,6.56,3.56,3,1.5,6.04,6.09,专用设备制造业,机械
605318,2021,法狮龙,2021/8/1,B,4.69,1.74,2.95,0,0.35,6.9,其他制造业,建筑产品Ⅲ
605319,2021,无锡振华,2021/8/1,A,7.34,4.37,2.97,0.68,7.81,7.05,汽车制造业,汽车零配件
605333,2021,沪光股份,2021/8/1,BBB,6,3.01,2.99,1,3.21,6.8,汽车制造业,汽车零配件
605336,2021,帅丰电器,2021/4/22,A,7.08,4.1,2.98,0.57,6.97,6.86,电气机械和器材制造业,家庭耐用消费品
605337,2021,李子园,2021/8/1,BB,5.31,2.33,2.98,0.16,4.02,6.31,酒、饮料和精制茶制造业,饮料
605338,2021,巴比食品,2021/8/1,BB,5.88,2.95,2.94,2.3,3.91,5.78,食品制造业,食品
605339,2021,南侨食品,2021/8/1,BBB,6.39,3.42,2.97,3.55,5.01,5.77,食品制造业,食品
605358,2021,立昂微,2021/8/1,BBB,6.48,3.54,2.94,7.6,3.18,6.29,计算机、通信和其他电子设备制造业,半导体产品与半导体设备
605365,2021,立达信,2021/8/1,BBB,6.86,3.91,2.95,0,7.46,5.83,电气机械和器材制造业,家庭耐用消费品
605366,2021,宏柏新材,2021/8/1,BBB,6.55,3.7,2.86,2.33,5.94,7.34,化学原料和化学制品制造业,化工
605368,2021,蓝天燃气,2021/8/1,BB,5.64,2.8,2.84,0,3.37,7.21,燃气生产和供应业,燃气Ⅲ
605369,2021,拱东医疗,2021/8/1,A,7.68,4.68,3,5.86,6.33,7.26,专用设备制造业,医疗保健设备与用品
605376,2021,博迁新材,2021/8/1,BB,5.84,3,2.84,0.89,4.61,6.62,金属制品业,金属、非金属与采矿
605377,2021,华旺科技,2021/8/1,BBB,6.23,3.23,3,2.96,2.23,8.58,造纸和纸制品业,纸与林木产品
605378,2021,野马电池,2021/8/1,BB,5.32,2.37,2.95,0.13,3.01,6.81,电气机械和器材制造业,电气设备
605388,2021,均瑶健康,2021/8/1,BB,4.89,2.07,2.82,0,2.48,6.45,酒、饮料和精制茶制造业,饮料
605389,2021,长龄液压,2021/8/1,BB,5.49,2.48,3,0,2.64,6.78,通用设备制造业,机械
605398,2021,新炬网络,2021/8/1,BBB,6.79,3.79,3,0,4.87,7.05,软件和信息技术服务业,信息技术服务
605399,2021,晨光新材,2021/8/1,BBB,6.09,3.22,2.87,0,5.83,7.64,化学原料和化学制品制造业,化工
605488,2021,福莱新材,2021/8/1,BBB,6.53,3.53,3,2.45,6.53,6.03,橡胶和塑料制品业,化工
605499,2021,东鹏饮料,2021/8/1,B,4.71,1.94,2.77,0,3.15,5.53,酒、饮料和精制茶制造业,饮料
605500,2021,森林包装,2021/5/4,BBB,6.53,3.58,2.95,4.59,2.94,7.64,造纸和纸制品业,纸与林木产品
605507,2021,国邦医药,2021/8/9,B,4.85,1.92,2.92,4.23,3.09,1.45,医药制造业,制药
605555,2021,德昌股份,2021/10/28,BBB,7.01,4.02,2.99,3.8,5.97,6.32,电气机械和器材制造业,家庭耐用消费品
605566,2021,福莱蒽特,2021/11/1,BBB,6.86,3.93,2.94,3.3,7.47,6.03,化学原料和化学制品制造业,化工
605567,2021,春雪食品,2021/10/20,BBB,6.14,3.19,2.94,2.25,5.37,5.63,农副食品加工业,食品
605577,2021,龙版传媒,2021/8/31,B,4.42,1.52,2.9,0.71,0.08,4.86,新闻和出版业,媒体Ⅲ
605580,2021,恒盛能源,2021/8/26,BBB,6.25,3.25,3,3.12,4.91,5.73,电力、热力生产和供应业,复合型公用事业Ⅲ
605588,2021,冠石科技,2021/8/19,BBB,6.25,3.25,3,2.71,3.89,6.19,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
605589,2021,圣泉集团,2021/8/17,BBB,6.99,4.15,2.83,5.28,6.2,6.27,化学原料和化学制品制造业,化工
605598,2021,上海港湾,2021/9/24,BB,5.28,2.31,2.97,1.14,2.43,6.11,土木工程建筑业,建筑与工程Ⅲ
605599,2021,菜百股份,2021/9/16,BBB,6.31,3.31,3,0,5.17,6.73,零售业,纺织品、服装与奢侈品
688001,2021,华兴源创,2021/8/1,BBB,6.97,4.01,2.96,0.21,6.07,7.16,专用设备制造业,电子设备、仪器和元件
688002,2021,睿创微纳,2021/8/1,BBB,6.73,3.86,2.87,1.57,5.25,7.14,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
688003,2021,天准科技,2021/8/1,BBB,6.73,3.75,2.97,0,6.25,7.52,专用设备制造业,机械
688004,2021,博汇科技,2021/8/1,AA,7.92,5.08,2.84,0,7.11,8.37,软件和信息技术服务业,互联网软件与服务Ⅲ
688005,2021,容百科技,2021/8/1,BB,5.58,2.87,2.71,0,4.5,7.43,电气机械和器材制造业,化工
688006,2021,杭可科技,2021/8/1,BBB,6.49,3.56,2.92,0,5.98,7.08,专用设备制造业,机械
688007,2021,光峰科技,2021/5/1,A,7.94,5.05,2.89,2.29,7.14,8.94,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
688008,2021,澜起科技,2021/5/7,A,7.38,4.39,2.99,0,7.16,7.71,计算机、通信和其他电子设备制造业,半导体产品与半导体设备
688009,2021,中国通号,2021/4/5,A,7.27,4.8,2.46,6.19,7.44,6.85,铁路、船舶、航空航天和其他运输设备制造业,电气设备
688010,2021,福光股份,2021/8/1,BBB,6.48,3.5,2.98,1.57,3.71,7.71,仪器仪表制造业,电子设备、仪器和元件
688011,2021,新光光电,2021/8/1,A,7.13,4.18,2.95,0,6.18,7.66,计算机、通信和其他电子设备制造业,航空航天与国防Ⅲ
688012,2021,中微公司,2021/8/1,A,7.67,4.72,2.95,4.09,7.85,6.49,专用设备制造业,半导体产品与半导体设备
688013,2021,天臣医疗,2021/8/1,A,7.64,4.66,2.97,0,7.61,7.8,专用设备制造业,医疗保健设备与用品
688015,2021,交控科技,2021/4/16,BBB,6.64,3.69,2.95,1.85,6.48,7.16,铁路、船舶、航空航天和其他运输设备制造业,电气设备
688016,2021,心脉医疗,2021/4/6,AAA,9.19,6.19,3,9.22,8.56,9,专用设备制造业,医疗保健设备与用品
688017,2021,绿的谐波,2021/8/1,BBB,6.26,3.28,2.99,1.85,4.84,7.13,通用设备制造业,电气设备
688018,2021,乐鑫科技,2021/8/1,BBB,6.62,3.67,2.95,0,5.84,6.62,软件和信息技术服务业,半导体产品与半导体设备
688019,2021,安集科技,2021/8/1,BBB,6.65,3.7,2.95,1.08,7.18,7.37,计算机、通信和其他电子设备制造业,化工
688020,2021,方邦股份,2021/8/1,BBB,6.21,3.25,2.96,0.21,4.96,5.73,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
688021,2021,奥福环保,2021/8/1,BBB,6.95,4.03,2.92,1.87,6.35,6.83,专用设备制造业,汽车零配件
688022,2021,瀚川智能,2021/8/1,BBB,6.57,3.64,2.92,0,5.76,7.64,专用设备制造业,机械
688023,2021,安恒信息,2021/5/1,BBB,7.17,4.33,2.84,1.17,5.64,7.4,软件和信息技术服务业,软件
688025,2021,杰普特,2021/9/10,A,7.88,4.98,2.9,10,6.72,7.08,计算机、通信和其他电子设备制造业,通信设备Ⅲ
688026,2021,洁特生物,2021/8/1,BB,5.93,3.04,2.88,0.36,4.95,7.4,橡胶和塑料制品业,化工
688027,2021,国盾量子,2021/8/1,BBB,6.6,3.68,2.92,0,5.23,6.48,计算机、通信和其他电子设备制造业,通信设备Ⅲ
688028,2021,沃尔德,2021/8/1,A,7.14,4.14,2.99,1.19,6.73,7.8,专用设备制造业,机械
688029,2021,南微医学,2021/8/1,A,7.37,4.38,3,0,6.97,7.48,专用设备制造业,医疗保健设备与用品
688030,2021,山石网科,2021/8/1,BBB,6.64,3.69,2.95,0,4.46,6.84,软件和信息技术服务业,软件
688032,2021,禾迈股份,2021/12/27,BBB,6.1,3.16,2.94,1.85,5.13,6.36,电气机械和器材制造业,电气设备
688033,2021,天宜上佳,2021/8/1,BBB,6.93,3.93,3,1.34,6.16,7.52,铁路、船舶、航空航天和其他运输设备制造业,机械
688036,2021,传音控股,2021/8/1,BBB,6.44,3.5,2.94,5.36,4.41,5.84,计算机、通信和其他电子设备制造业,通信设备Ⅲ
688037,2021,芯源微,2021/8/1,BBB,6.41,3.44,2.97,0,5.63,6.02,专用设备制造业,半导体产品与半导体设备
688038,2021,中科通达,2021/8/1,BBB,6.44,3.44,3,0,3.77,7.43,软件和信息技术服务业,信息技术服务
688039,2021,当虹科技,2021/8/1,A,7.1,4.12,2.97,0,5.69,6.8,软件和信息技术服务业,软件
688049,2021,炬芯科技,2021/12/6,BBB,6.38,3.41,2.97,0,5.81,5.69,计算机、通信和其他电子设备制造业,半导体产品与半导体设备
688050,2021,爱博医疗,2021/4/7,AA,8.01,5.1,2.91,0.78,8.49,8.13,专用设备制造业,医疗保健设备与用品
688051,2021,佳华科技,2021/4/29,BB,5.47,2.82,2.65,0.92,3.06,6,软件和信息技术服务业,信息技术服务
688055,2021,龙腾光电,2021/8/1,BBB,6.72,3.74,2.97,4.07,4.55,6.76,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
688056,2021,莱伯泰科,2021/8/1,BBB,6.42,3.65,2.77,0,5.19,6.96,仪器仪表制造业,电子设备、仪器和元件
688057,2021,金达莱,2021/8/1,BB,5.52,2.7,2.82,0,4.6,6.65,生态保护和环境治理业,商业服务与用品
688058,2021,宝兰德,2021/8/1,BBB,6.79,3.85,2.94,0,5.23,6.43,软件和信息技术服务业,软件
688059,2021,华锐精密,2021/8/1,BBB,6.59,3.6,2.99,1.19,5.58,6.98,金属制品业,机械
688060,2021,云涌科技,2021/8/1,BBB,6.48,3.56,2.92,1.57,4.73,6.68,软件和信息技术服务业,电子设备、仪器和元件
688063,2021,派能科技,2021/8/1,BB,5.8,2.9,2.9,2.42,3.86,6.05,电气机械和器材制造业,电气设备
688065,2021,凯赛生物,2021/8/1,A,7.15,4.21,2.94,3.46,4.84,8.31,化学纤维制造业,生物科技Ⅲ
688066,2021,航天宏图,2021/8/1,BBB,6.26,3.42,2.84,0,3.4,7.25,软件和信息技术服务业,软件
688067,2021,爱威科技,2021/8/1,BBB,6.43,3.43,3,1.18,5.57,6.39,专用设备制造业,生物科技Ⅲ
688068,2021,热景生物,2021/8/1,BBB,6.84,3.96,2.87,1.6,5.51,7.97,医药制造业,生物科技Ⅲ
688069,2021,德林海,2021/8/1,BB,5.86,2.86,3,0,5.28,6.65,生态保护和环境治理业,商业服务与用品
688070,2021,纵横股份,2021/8/1,A,7.37,4.42,2.95,0,7.19,7.16,铁路、船舶、航空航天和其他运输设备制造业,航空航天与国防Ⅲ
688071,2021,华依科技,2021/8/1,BB,5.53,2.54,2.99,0.44,3.47,5.54,专用设备制造业,汽车
688075,2021,安旭生物,2021/11/25,BBB,6.37,3.37,3,1.54,5.21,6.28,医药制造业,生物科技Ⅲ
688076,2021,诺泰生物,2021/8/1,BBB,6.56,3.57,2.99,2.52,4.27,7.13,医药制造业,生物科技Ⅲ
688077,2021,大地熊,2021/8/1,BBB,6.14,3.24,2.9,1.76,6.02,5.27,非金属矿物制品业,金属、非金属与采矿
688078,2021,龙软科技,2021/8/1,BBB,6.44,3.49,2.95,0,3.89,6.88,软件和信息技术服务业,软件
688079,2021,美迪凯,2021/8/1,BBB,6.1,3.13,2.97,2.27,3.47,6.42,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
688080,2021,映翰通,2021/8/1,A,7.04,4.17,2.87,0,6.46,6.52,计算机、通信和其他电子设备制造业,通信设备Ⅲ
688081,2021,兴图新科,2021/8/1,BBB,6.39,3.39,3,0,4.91,6.37,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
688082,2021,盛美上海,2021/11/25,BB,5.98,2.97,3,0.51,4.3,5.69,专用设备制造业,半导体产品与半导体设备
688083,2021,中望软件,2021/8/1,BBB,6.97,3.98,2.99,0,5.64,6.38,软件和信息技术服务业,软件
688085,2021,三友医疗,2021/8/1,A,7.53,4.58,2.95,0,7.31,7.8,专用设备制造业,医疗保健设备与用品
688086,2021,紫晶存储,2021/8/1,BBB,6.48,3.58,2.9,5.45,4.34,6.2,计算机、通信和其他电子设备制造业,电脑与外围设备
688087,2021,英科再生,2021/8/1,BB,5.98,2.98,3,0.56,5.56,6.42,废弃资源综合利用业,化工
688088,2021,虹软科技,2021/8/1,BBB,6.85,3.94,2.91,0,5.62,6.27,软件和信息技术服务业,软件
688089,2021,嘉必优,2021/4/6,A,7.02,4.08,2.94,5.81,6.69,5.23,食品制造业,食品
688090,2021,瑞松科技,2021/8/1,BBB,6.4,3.45,2.95,1.19,5.14,6.93,专用设备制造业,机械
688091,2021,上海谊众,2021/9/16,BB,5.45,2.49,2.96,0.9,4.27,4.67,医药制造业,制药
688092,2021,爱科科技,2021/8/1,BBB,6.61,3.6,3,0.77,5.41,7.46,专用设备制造业,机械
688093,2021,世华科技,2021/8/1,BBB,6.1,3.23,2.86,0,4.34,6.5,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
688095,2021,福昕软件,2021/8/1,BBB,6.97,4,2.97,0,5.7,6.39,软件和信息技术服务业,软件
688096,2021,京源环保,2021/8/1,BB,6.1,3.15,2.95,0,4.78,6.87,专用设备制造业,机械
688097,2021,博众精工,2021/8/1,BB,6.19,3.33,2.86,0.5,5.86,5.99,专用设备制造业,机械
688098,2021,申联生物,2021/8/1,A,7.34,4.41,2.92,3.35,6.77,7.52,医药制造业,生物科技Ⅲ
688099,2021,晶晨股份,2021/8/1,BBB,6.93,3.93,3,0,6.65,6.62,软件和信息技术服务业,半导体产品与半导体设备
688100,2021,威胜信息,2021/8/1,A,7.45,4.5,2.95,1.79,6.75,6.96,计算机、通信和其他电子设备制造业,通信设备Ⅲ
688101,2021,三达膜,2021/8/1,BBB,6.04,3.48,2.56,1.85,5.14,7.67,专用设备制造业,商业服务与用品
688103,2021,国力股份,2021/9/17,BBB,6.27,3.27,3,1.92,4,6.4,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
688105,2021,诺唯赞,2021/11/22,BBB,6.31,3.36,2.95,1.54,5.34,6.14,研究和试验发展,生物科技Ⅲ
688106,2021,金宏气体,2021/8/1,BBB,6.54,3.56,2.99,1.55,6.34,7.13,化学原料和化学制品制造业,化工
688107,2021,安路科技,2021/11/19,A,7.06,4.16,2.9,4.09,6.93,5.5,计算机、通信和其他电子设备制造业,半导体产品与半导体设备
688108,2021,赛诺医疗,2021/8/1,A,7.29,4.43,2.86,0,7.07,7.57,专用设备制造业,医疗保健设备与用品
688109,2021,品茗科技,2021/8/1,BBB,6.45,3.48,2.97,0,4.3,6.35,软件和信息技术服务业,软件
688110,2021,东芯股份,2021/12/17,BBB,6.26,3.28,2.97,0,5.37,5.75,计算机、通信和其他电子设备制造业,半导体产品与半导体设备
688111,2021,金山办公,2021/5/7,AA,8.12,5.3,2.82,1.17,8.39,7.29,软件和信息技术服务业,软件
688112,2021,鼎阳科技,2021/12/8,BBB,6.77,3.77,3,2.29,5.69,6.05,仪器仪表制造业,电子设备、仪器和元件
688113,2021,联测科技,2021/8/1,BBB,6.19,3.18,3,0,5.63,5.99,专用设备制造业,机械
688116,2021,天奈科技,2021/8/1,BBB,6.34,3.71,2.62,1.64,7.28,6.82,化学原料和化学制品制造业,化工
688117,2021,圣诺生物,2021/8/1,BBB,6.35,3.35,3,1.45,4.64,6.7,医药制造业,生物科技Ⅲ
688118,2021,普元信息,2021/8/1,BBB,6.55,3.55,3,0,4.31,6.57,软件和信息技术服务业,软件
688121,2021,卓然股份,2021/9/13,BBB,6.19,3.18,3,1.19,4.69,6.41,专用设备制造业,机械
688122,2021,西部超导,2021/8/1,BB,5.97,3.02,2.95,0.55,5.11,6.35,有色金属冶炼和压延加工业,金属、非金属与采矿
688123,2021,聚辰股份,2021/8/1,BBB,5.8,2.87,2.92,0,3.57,6.37,计算机、通信和其他电子设备制造业,半导体产品与半导体设备
688126,2021,沪硅产业,2021/8/1,BBB,6.17,3.18,2.99,3.3,3.11,6.78,计算机、通信和其他电子设备制造业,半导体产品与半导体设备
688127,2021,蓝特光学,2021/8/1,BBB,6.25,3.39,2.86,0,3.95,7.55,仪器仪表制造业,电子设备、仪器和元件
688128,2021,中国电研,2021/8/1,BBB,6.19,3.26,2.93,0,4.37,7.88,专用设备制造业,综合类Ⅲ
688129,2021,东来技术,2021/8/1,BBB,6.17,3.17,3,1.08,5.95,6.35,化学原料和化学制品制造业,化工
688131,2021,皓元医药,2021/8/1,BBB,6.51,3.58,2.92,2.26,6.72,5.57,研究和试验发展,制药
688133,2021,泰坦科技,2021/8/1,BBB,5.78,3.2,2.58,0.34,6.09,7.01,研究和试验发展,化工
688135,2021,利扬芯片,2021/8/1,A,7.07,4.1,2.97,4.09,5.87,6.53,计算机、通信和其他电子设备制造业,半导体产品与半导体设备
688136,2021,科兴制药,2021/8/1,BBB,6.68,3.7,2.98,1.85,4.19,7.99,医药制造业,生物科技Ⅲ
688138,2021,清溢光电,2021/8/1,BBB,6.68,3.68,3,3.22,4.33,7.04,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
688139,2021,海尔生物,2021/4/2,AAA,9.02,6.05,2.97,7.41,9.8,7.96,专用设备制造业,医疗保健设备与用品
688148,2021,芳源股份,2021/8/13,BB,5.79,2.88,2.92,0.56,5.56,5.99,电气机械和器材制造业,化工
688151,2021,华强科技,2021/12/13,BBB,6.44,3.46,2.98,2.29,5.34,6.06,专用设备制造业,机械
688155,2021,先惠技术,2021/8/1,BBB,6.88,3.92,2.96,1.19,6.19,7.53,专用设备制造业,机械
688156,2021,路德环境,2021/8/1,BB,4.8,2.3,2.5,0.39,2.57,6.17,生态保护和环境治理业,复合型公用事业Ⅲ
688157,2021,松井股份,2021/8/1,BBB,5.93,3.02,2.9,0.72,5.66,6.36,化学原料和化学制品制造业,化工
688158,2021,优刻得,2021/8/1,BBB,6.72,3.84,2.88,0,4.74,7.21,互联网和相关服务,互联网软件与服务Ⅲ
688159,2021,有方科技,2021/8/1,BBB,6.43,3.58,2.85,0,5.11,6.81,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
688160,2021,步科股份,2021/8/1,BBB,6.42,3.47,2.95,1.16,5.77,7.61,仪器仪表制造业,电气设备
688161,2021,威高骨科,2021/8/1,A,7.64,4.64,2.99,0,8.46,6.96,专用设备制造业,医疗保健设备与用品
688162,2021,巨一科技,2021/11/17,BB,5.7,2.7,3,0,4.46,5.45,专用设备制造业,机械
688165,2021,埃夫特,2021/8/1,BBB,6.33,3.32,3,0,5.26,7,通用设备制造业,机械
688166,2021,博瑞医药,2021/8/1,BBB,6.93,3.94,2.99,2.43,6.96,6.55,医药制造业,制药
688167,2021,炬光科技,2021/12/31,BBB,6.54,3.54,2.99,4.09,5.16,5.34,计算机、通信和其他电子设备制造业,半导体产品与半导体设备
688168,2021,安博通,2021/8/1,BBB,6.25,3.28,2.98,0,4.25,5.73,软件和信息技术服务业,软件
688169,2021,石头科技,2021/8/1,BBB,6.54,3.63,2.91,0,5.17,7.41,电气机械和器材制造业,家庭耐用消费品
688177,2021,百奥泰,2021/8/1,BBB,6.81,3.86,2.95,0,6.36,7.83,医药制造业,生物科技Ⅲ
688178,2021,万德斯,2021/8/1,BBB,6.2,3.32,2.87,1.45,5.96,6.55,生态保护和环境治理业,商业服务与用品
688179,2021,阿拉丁,2021/8/1,BBB,6.1,3.11,2.99,0,5.89,7.14,研究和试验发展,化工
688180,2021,君实生物,2021/4/7,A,7.55,4.58,2.96,2.47,7.52,8.37,医药制造业,制药
688181,2021,八亿时空,2021/8/1,BBB,6.61,3.68,2.94,0.72,4.84,7.25,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
688182,2021,灿勤科技,2021/11/23,A,7.35,4.35,2.99,8.21,6.07,6.01,计算机、通信和其他电子设备制造业,通信设备Ⅲ
688183,2021,生益电子,2021/8/1,BBB,6.92,3.92,3,3.8,5.21,6.68,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
688185,2021,康希诺,2021/8/1,BBB,6.53,3.7,2.84,1.67,4.74,7.64,医药制造业,生物科技Ⅲ
688186,2021,广大特材,2021/8/1,BB,5.68,2.88,2.79,1.63,3.83,6.47,金属制品业,金属、非金属与采矿
688187,2021,时代电气,2021/9/14,AA,8.77,5.82,2.94,6.84,10,7.9,铁路、船舶、航空航天和其他运输设备制造业,电气设备
688188,2021,柏楚电子,2021/8/1,BBB,6.88,3.88,3,0,5.71,7.17,软件和信息技术服务业,电子设备、仪器和元件
688189,2021,南新制药,2021/8/1,BBB,6.78,3.94,2.84,2.5,6.18,7.2,医药制造业,制药
688191,2021,智洋创新,2021/8/1,BBB,6.04,3.07,2.96,1.26,4.85,6.79,软件和信息技术服务业,电气设备
688192,2021,迪哲医药,2021/12/17,BBB,6.15,3.15,3,1.2,5.79,5.51,医药制造业,制药
688195,2021,腾景科技,2021/8/1,BB,5.63,2.65,2.98,1.13,2.68,6.01,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
688196,2021,卓越新能,2021/4/7,BBB,6.83,3.83,3,1.6,7.61,7.03,废弃资源综合利用业,化工
688198,2021,佰仁医疗,2021/8/1,A,7.33,4.33,3,2.59,5.69,7.69,专用设备制造业,医疗保健设备与用品
688199,2021,久日新材,2021/4/30,BBB,6.05,3.25,2.8,1.06,5.54,7.06,化学原料和化学制品制造业,化工
688200,2021,华峰测控,2021/8/1,BBB,6.63,3.63,3,0,5.93,6.37,专用设备制造业,半导体产品与半导体设备
688201,2021,信安世纪,2021/8/1,BBB,6.63,3.63,3,0,4.95,6.04,软件和信息技术服务业,软件
688202,2021,美迪西,2021/8/1,BBB,6.66,3.78,2.88,2.01,5.81,7.28,研究和试验发展,制药
688208,2021,道通科技,2021/8/1,BBB,6.8,3.93,2.87,0.53,5.58,7.33,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
688211,2021,中科微至,2021/11/2,BBB,6.15,3.15,3,0,5.37,6.16,通用设备制造业,机械
688212,2021,澳华内镜,2021/11/22,A,7.27,4.27,3,1.59,7.03,6.62,专用设备制造业,医疗保健设备与用品
688215,2021,瑞晟智能,2021/8/1,BBB,6.23,3.26,2.97,0,3.29,6.82,专用设备制造业,软件
688216,2021,气派科技,2021/8/1,BBB,6.61,3.6,3,4.6,5.09,5.43,计算机、通信和其他电子设备制造业,半导体产品与半导体设备
688217,2021,睿昂基因,2021/8/1,BB,5.96,2.96,3,0.79,3.18,6.89,医药制造业,生物科技Ⅲ
