trade_date,qid_date,open,high,low,close,vol,amount,pct_chg,group_len,total_profit
2022/12/5,2022/12/2,3907.638,3947.476,3900.674,3946.876,2017472.21,29661551.23,0.019615,43,805320.3921
2022/12/6,2022/12/5,3929.006,3988.901,3922.997,3968.198,1551083.23,27558343.08,0.005402,28,809670.7329
2022/12/7,2022/12/6,3956.672,3999.586,3944.183,3958.441,1430013.56,25549082.9,-0.002459,26,807679.7525
2022/12/8,2022/12/7,3953.199,3971.493,3941.297,3959.18,1151999.86,19803769.05,0.000187,19,807830.7887
2022/12/9,2022/12/8,3961.992,4003.318,3944.44,3998.244,1537749.54,26816678.97,0.009867,17,815801.6551
2022/12/12,2022/12/9,3976.172,3983.433,3950.32,3953.443,1259353.68,22760630.09,-0.011205,43,806660.5975
2022/12/13,2022/12/12,3953.548,3964.396,3939.98,3945.681,1009941,18402070.01,-0.001963,33,805077.1228
2022/12/14,2022/12/13,3952.789,3972.738,3935.767,3954.886,985280.06,19617510.86,0.002333,20,806955.3677
2022/12/15,2022/12/14,3954.672,3963.5,3926.5,3951.989,888647.25,18199488.91,-0.000733,17,806363.8694
2022/12/16,2022/12/15,3931.232,3960.471,3929.487,3954.227,931785.67,16748844.26,0.000566,17,806820.2713
2022/12/19,2022/12/16,3952.771,3966.568,3878.437,3893.221,1069190.75,18080138.77,-0.015428,39,794372.6482
2022/12/20,2022/12/19,3881.226,3881.273,3811.476,3829.017,830968.22,16404644.09,-0.016491,24,781272.6489
2022/12/21,2022/12/20,3839.001,3853.727,3821.404,3830.538,648392.15,12345004.04,0.000397,13,781582.8141
2022/12/22,2022/12/21,3859.204,3882.126,3821.342,3836.028,837051.73,16397030.7,0.001433,21,782702.8223
2022/12/23,2022/12/22,3811.616,3848.344,3805.949,3828.219,652781.48,13055941.56,-0.002036,12,781109.2393
