report_id,date,qid_date,stock_code,page,advance_reaction,star_analyst,title_len,num_sentence,avg_sentence_len,sd_sentence_len,num_authors,analyst_coverage,ln_page,ln_title_len,ln_num_sentence,ln_avg_sentence_len,ln_sd_sentence_len,ln_num_authors,ln_analyst_coverage,rm_rf,smb,hml,rmw,cma,broker_size,listed,ln_broker_size,prior_performance_avg,prior_performance_sd,broker_status,real_return,up_down,ind_1,ind_2,ind_3,ind_4,ind_5,ind_6,close,pclose,volume,trade_date
123348,2016/12/2,20161202,300370,5,0,0,19,10,81.1,45.82237445,1,8,1.609437943,2.944438934,2.302585125,4.395682812,3.824772596,0.693147182,2.197224617,0.039711,-0.004804,0.020545,0.003166,0.019491,61,1,4.127134323,0.536409706,0.300345011,6.687108608,-0.00999,0,0,0,0,0,1,0,9.91,10.01,3263522,20161205
121042,2016/12/2,20161202,300337,4,0,0,17,18,57.38888889,37.53093374,2,10,1.386294365,2.833213329,2.890371799,4.049850941,3.625165462,1.098612309,2.397895336,0.039711,-0.004804,0.020545,0.003166,0.019491,95,0,4.564348221,0.515294802,0.31909962,7.423568444,-0.084337,0,0,0,0,0,1,0,9.88,10.79,11526532,20161205
108341,2016/12/5,20161205,300145,4,0,0,28,9,87.55555556,54.98102928,2,38,1.386294365,3.33220458,2.197224617,4.47227335,4.006988049,1.098612309,3.663561583,0.039711,-0.004804,0.020545,0.003166,0.019491,50,1,3.931825638,0.508037394,0.306741318,7.400009517,0.026963,1,0,0,0,0,1,0,25.9,25.22,7709126,20161206
121221,2016/12/5,20161205,300339,3,1,1,17,8,52.375,31.58297603,2,18,1.098612309,2.833213329,2.079441547,3.958429337,3.452618361,1.098612309,2.944438934,0.039711,-0.004804,0.020545,0.003166,0.019491,61,0,4.127134323,0.549060003,0.328512568,6.926577033,-0.007569,0,0,1,0,0,0,0,31.47,31.71,2120566,20161206
126616,2016/12/5,20161205,300436,26,0,0,15,12,54.33333333,31.60520351,1,11,3.258096457,2.708050251,2.484906673,3.99513793,3.453321695,0.693147182,2.484906673,0.039711,-0.004804,0.020545,0.003166,0.019491,78,1,4.369447708,0.478436416,0.310988851,6.761572769,-0.027973,0,0,0,0,0,1,0,62.2,63.99,743330,20161206
110851,2016/12/6,20161206,300183,11,1,0,20,16,45.375,24.91704989,2,8,2.397895336,2.995732307,2.77258873,3.814961195,3.21555233,1.098612309,2.197224617,0.039711,-0.004804,0.020545,0.003166,0.019491,82,1,4.418840408,0.516540432,0.321923217,7.321849714,0.019684,1,0,1,0,0,0,0,26.42,25.91,3419643,20161207
125750,2016/12/6,20161206,300414,12,0,0,16,22,38.95454545,23.48786393,1,0,2.484906673,2.77258873,3.091042519,3.662395477,3.156483889,0.693147182,0,0.039711,-0.004804,0.020545,0.003166,0.019491,54,1,4.007333279,0.490029961,0.328567662,7.139660336,0.014219,1,0,0,0,0,1,0,37.09,36.57,1190198,20161207
107005,2016/12/6,20161206,300136,4,0,0,26,16,72.625,46.0555032,2,22,1.386294365,3.258096457,2.77258873,4.285309315,3.829847336,1.098612309,3.135494232,0.039711,-0.004804,0.020545,0.003166,0.019491,101,0,4.62497282,0.519605356,0.319101812,6.182084907,0.002454,1,0,0,0,0,1,0,28.6,28.53,8580007,20161207
106986,2016/12/7,20161207,300136,27,0,0,16,21,47.9047619,21.12075207,4,23,3.295836926,2.77258873,3.044522524,3.869215012,3.050256014,1.609437943,3.178053856,0.039711,-0.004804,0.020545,0.003166,0.019491,126,0,4.84418726,0.507333862,0.291053848,6.255750042,0.025874,1,0,0,0,0,1,0,29.34,28.6,12949255,20161208
111669,2016/12/7,20161207,300195,2,0,0,19,18,47.77777778,25.29065606,2,3,0.693147182,2.944438934,2.890371799,3.866560698,3.230434895,1.098612309,1.386294365,0.039711,-0.004804,0.020545,0.003166,0.019491,48,1,3.891820192,0.42987337,0.317360248,4.691347882,-0.00507,0,0,0,0,0,1,0,17.66,17.75,1999061,20161208
115025,2016/12/7,20161207,300246,3,0,0,26,10,135.4,92.12513229,2,16,1.098612309,3.258096457,2.302585125,4.908233166,4.523147583,1.098612309,2.833213329,0.039711,-0.004804,0.020545,0.003166,0.019491,34,0,3.555348158,0.513197897,0.317628593,5.049856007,-0.013405,0,0,0,0,0,1,0,36.8,37.3,981258,20161208
130200,2016/12/7,20161207,300512,23,0,1,19,6,142.8333333,56.82257963,1,3,3.135494232,2.944438934,1.791759491,4.961678505,4.039933681,0.693147182,1.386294365,0.039711,-0.004804,0.020545,0.003166,0.019491,61,1,4.127134323,0.536466912,0.300029926,6.687108608,-0.018314,0,0,0,0,0,1,0,39.13,39.86,2334145,20161208
