,qid_date,stock_code,real_return,close,pclose,volume,prediction
37938,20181206,2643,0.038622,9.95,9.58,10391453,0.4100722
37939,20181206,603501,0.033559,35.11,33.97,4362374,0.40500885
37940,20181206,600011,0.027933,7.36,7.16,14121164,0.39274198
37941,20181206,2304,0.023619,102.28,99.92,3812824,0.3517916
37942,20181206,600570,0.022715,55.38,54.15,6328788,0.3552027
37943,20181206,600340,0.018315,27.8,27.3,19301513,0.33536962
37944,20181206,600406,0.014992,18.28,18.01,11014861,0.3216202
37945,20181206,600406,0.014992,18.28,18.01,11014861,0.31542972
37946,20181206,726,0.012725,9.55,9.43,1187203,0.78093904
37947,20181206,601155,0.012308,26.32,26.0,9998452,0.31006184
37948,20181206,601155,0.012308,26.32,26.0,9998452,0.32374945
37949,20181206,2,0.009562,25.34,25.1,27527878,0.32576394
37950,20181206,2,0.009562,25.34,25.1,27527878,0.31510493
37951,20181206,603826,0.006658,15.12,15.02,3129870,0.697624
37952,20181206,600039,0.0059,3.41,3.39,12595133,0.5562008
37953,20181206,603566,0.005255,13.39,13.32,446200,0.4388937
37954,20181206,2138,0.004909,14.33,14.26,3862760,0.38034603
37955,20181206,961,0.004785,6.3,6.27,10547115,0.33073595
37956,20181206,2428,0.001812,5.53,5.52,8146196,0.70164627
37957,20181206,671,0.0,5.6,5.6,5589470,0.35596415
37958,20181206,651,-0.000548,36.48,36.5,24497130,0.36874667
37959,20181206,600754,-0.006119,22.74,22.88,1363489,0.31041104
37960,20181206,600114,-0.010189,6.8,6.87,4597172,0.40623495
37961,20181206,603799,-0.020419,35.5,36.24,22171482,0.37815556
37962,20181206,600675,-0.022337,5.69,5.82,3369128,0.4369743
37963,20181206,601933,-0.024129,7.28,7.46,39773212,0.30941927
37964,20181206,601933,-0.024129,7.28,7.46,39773212,0.301107
37965,20181206,603788,-0.025205,15.47,15.87,2442910,0.37902278
37966,20181206,2422,-0.067248,22.47,24.09,28223692,0.3632931
37967,20181207,2191,0.024161,7.63,7.45,16640907,0.4425688
37968,20181207,603826,0.02381,15.48,15.12,5093858,0.75029135
37969,20181207,600055,0.021209,9.63,9.43,6889289,0.62357736
37970,20181207,600612,0.015056,40.45,39.85,867006,0.45180717
37971,20181207,2838,0.007743,18.22,18.08,447000,0.62469
37972,20181207,600990,0.004146,36.33,36.18,609284,0.37573138
37973,20181207,2382,0.000617,16.21,16.2,1643883,0.40179816
37974,20181207,2007,-0.000794,37.75,37.78,11890359,0.33160338
37975,20181207,600869,-0.004228,4.71,4.73,9299509,0.4474997
37976,20181207,2621,-0.0048,18.66,18.75,448300,0.4324158
37977,20181207,2621,-0.0048,18.66,18.75,448300,0.34877008
37978,20181207,600763,-0.004961,52.15,52.41,1903558,0.6384973
37979,20181207,603588,-0.007034,8.47,8.53,2668940,0.30791008
