,0
advance_reaction,0.012938193
analyst_coverage,0.027077918
avg_sentence_len,0
broker_size,0.01206129
broker_status,0.006428115
cma,0
hml,0.0091047
ind_1,0.003739346
ind_2,0
ind_3,0.003133107
ind_4,0
ind_5,0.006123303
ind_6,0
listed,0.003907005
num_authors,0.012327759
num_sentence,0
page,0.050960627
prior_performance_avg,0.0141367
prior_performance_sd,0.001889366
rm_rf,0.005142244
rmw,0.011303858
sd_sentence_len,0
smb,0.022741076
star_analyst,0.002193068
title_len,0
