stock_code,qid_date,real_return,close,pclose,volume,real_date
300616,20190715,-0.000129,77.68,77.69,327950,20190716
300616,20190715,-0.000129,77.68,77.69,327950,20190716
300616,20190715,-0.000129,77.68,77.69,327950,20190716
300616,20190715,-0.000129,77.68,77.69,327950,20190716
300616,20190715,-0.000129,77.68,77.69,327950,20190716
300616,20190715,-0.000129,77.68,77.69,327950,20190716
300569,20190715,-0.000861,11.6,11.61,3172422,20190716
300203,20190715,-0.00089,22.44,22.46,3911214,20190716
300203,20190715,-0.00089,22.44,22.46,3911214,20190716
300457,20190715,-0.001213,24.7,24.73,2308777,20190716
300413,20190715,-0.001287,38.8,38.85,2900630,20190716
300413,20190715,-0.001287,38.8,38.85,2900630,20190716
300078,20190715,-0.001957,10.2,10.22,7050259,20190716
300078,20190715,-0.001957,10.2,10.22,7050259,20190716
300078,20190715,-0.001957,10.2,10.22,7050259,20190716
300558,20190715,-0.002023,44.39,44.48,4323349,20190716
300558,20190715,-0.002023,44.39,44.48,4323349,20190716
300699,20190715,-0.002533,35.44,35.53,3363853,20190716
300759,20190715,-0.002769,36.01,36.11,1335970,20190716
300759,20190715,-0.002769,36.01,36.11,1335970,20190716
300253,20190715,-0.002776,14.37,14.41,38909323,20190716
300073,20190715,-0.005885,25.34,25.49,6034907,20190716
300073,20190715,-0.005885,25.34,25.49,6034907,20190716
300073,20190715,-0.005885,25.34,25.49,6034907,20190716
300073,20190715,-0.005885,25.34,25.49,6034907,20190716
300073,20190715,-0.005885,25.34,25.49,6034907,20190716
300073,20190715,-0.005885,25.34,25.49,6034907,20190716
300015,20190715,-0.011046,30.44,30.78,9190593,20190716
300750,20190715,-0.011404,72.82,73.66,9607041,20190716
300750,20190715,-0.011404,72.82,73.66,9607041,20190716
300750,20190715,-0.011404,72.82,73.66,9607041,20190716
300750,20190715,-0.011404,72.82,73.66,9607041,20190716
300750,20190715,-0.011404,72.82,73.66,9607041,20190716
300750,20190715,-0.011404,72.82,73.66,9607041,20190716
300750,20190715,-0.011404,72.82,73.66,9607041,20190716
300750,20190715,-0.011404,72.82,73.66,9607041,20190716
300033,20190715,-0.011787,93.06,94.17,5418859,20190716
300123,20190715,-0.013187,8.98,9.1,43339653,20190716
300776,20190715,-0.018557,137.51,140.11,2907809,20190716
300685,20190715,-0.019079,49.87,50.84,1647197,20190716
300226,20190715,-0.020269,73.47,74.99,1906757,20190716
300398,20190715,-0.021555,12.71,12.99,10930233,20190716
300638,20190715,-0.022049,58.99,60.32,5459665,20190716
300751,20190715,-0.026606,127.32,130.8,832649,20190716
300751,20190715,-0.026606,127.32,130.8,832649,20190716
300285,20190715,-0.028349,17.48,17.99,8318629,20190716
300760,20190715,-0.02917,154.43,159.07,3765963,20190716
300760,20190715,-0.02917,154.43,159.07,3765963,20190716
300443,20190715,-0.029723,14.69,15.14,2253194,20190716
300271,20190715,-0.034366,19.95,20.66,7429349,20190716
300271,20190715,-0.034366,19.95,20.66,7429349,20190716
300454,20190715,-0.039428,96.72,100.69,458829,20190716
300558,20190716,0.040775,46.2,44.39,5595916,20190717
300578,20190716,0.035039,26.29,25.4,4908480,20190717
300037,20190716,0.022776,23.8,23.27,11812512,20190717
300773,20190716,0.017568,59.08,58.06,7721937,20190717
300616,20190716,0.016478,78.96,77.68,744290,20190717
300699,20190716,0.014391,35.95,35.44,5237655,20190717
300119,20190716,0.008045,12.53,12.43,9861663,20190717
300496,20190716,0.007848,30.82,30.58,7370902,20190717
300357,20190716,0.004147,31.48,31.35,2066218,20190717
300357,20190716,0.004147,31.48,31.35,2066218,20190717
300136,20190716,0.002088,24,23.95,28744749,20190717
300073,20190716,0.000789,25.36,25.34,7571186,20190717
300073,20190716,0.000789,25.36,25.34,7571186,20190717
300073,20190716,0.000789,25.36,25.34,7571186,20190717
300443,20190716,0.000681,14.7,14.69,1622456,20190717
300413,20190716,0.000258,38.81,38.8,6184056,20190717
300144,20190716,-0.000403,24.8,24.81,5551202,20190717
300021,20190716,-0.001739,5.74,5.75,6748288,20190717
300617,20190716,-0.003318,24.03,24.11,432867,20190717
300569,20190716,-0.006034,11.53,11.6,2640700,20190717
300134,20190716,-0.008125,14.65,14.77,10779083,20190717
300203,20190716,-0.010695,22.2,22.44,3629042,20190717
300450,20190716,-0.012303,34.52,34.95,5609392,20190717
300450,20190716,-0.012303,34.52,34.95,5609392,20190717
300294,20190716,-0.015544,32.3,32.81,4311376,20190717
300662,20190716,-0.015547,33.56,34.09,3193437,20190717
300244,20190716,-0.019959,19.15,19.54,6375972,20190717
300388,20190716,-0.024631,9.9,10.15,5518365,20190717
300782,20190716,-0.026533,217.2,223.12,7305301,20190717
300782,20190716,-0.026533,217.2,223.12,7305301,20190717
300691,20190716,-0.027705,18.6,19.13,7858950,20190717
300193,20190716,-0.034772,8.05,8.34,15406218,20190717
300385,20190716,-0.03762,14.07,14.62,11204490,20190717
300251,20190717,0.014765,7.56,7.45,23272338,20190718
300595,20190717,0.002865,35,34.9,2199885,20190718
300133,20190717,-0.001623,6.15,6.16,5391453,20190718
300059,20190717,-0.002803,14.23,14.27,271953536,20190718
300383,20190717,-0.007688,18.07,18.21,13272818,20190718
300437,20190717,-0.009863,13.05,13.18,7846149,20190718
300457,20190717,-0.011002,24.27,24.54,2281700,20190718
300755,20190717,-0.013889,38.34,38.88,3723141,20190718
300144,20190717,-0.017339,24.37,24.8,7066180,20190718
300232,20190717,-0.022523,8.68,8.88,5978466,20190718
300747,20190717,-0.022849,130.01,133.05,735399,20190718
300747,20190717,-0.022849,130.01,133.05,735399,20190718
300123,20190717,-0.027119,8.61,8.85,28627086,20190718
300357,20190717,-0.02986,30.54,31.48,2454589,20190718
300662,20190717,-0.037247,32.31,33.56,2603000,20190718
300772,20190717,-0.041639,14.5,15.13,4339792,20190718
300388,20190718,0.006179,9.77,9.71,3005948,20190719
300719,20190718,0.002627,11.45,11.42,2635197,20190719
300558,20190718,-0.00043,46.53,46.55,3335587,20190719
300037,20190718,-0.003084,22.63,22.7,6761807,20190719
300123,20190718,-0.006969,8.55,8.61,25824767,20190719
300481,20190718,-0.026525,14.68,15.08,9084227,20190719
300251,20190719,0.042416,8.11,7.78,49665704,20190722
300015,20190719,0.003028,29.81,29.72,8828249,20190722
300649,20190719,-0.017586,20.67,21.04,569709,20190722
300172,20190719,-0.034296,5.35,5.54,2971006,20190722
300723,20190719,-0.03871,38.74,40.3,604227,20190722
300073,20190719,-0.042775,24.84,25.95,11898992,20190722
300688,20190719,-0.061811,23.83,25.4,1731080,20190722
300604,20190719,-0.099742,17.42,19.35,13869777,20190722
300699,20190719,0.013566,36.61,36.12,6414467,20190722
688029,20190722,0.117184,123.46,110.51,13109892,20190723
300568,20190722,0.057803,27.45,25.95,7238794,20190723
300568,20190722,0.057803,27.45,25.95,7238794,20190723
300638,20190722,0.046105,55.59,53.14,4028153,20190723
300437,20190722,0.035473,12.26,11.84,5334593,20190723
300012,20190722,0.026786,11.5,11.2,18167040,20190723
300416,20190722,0.019108,19.2,18.84,674000,20190723
300761,20190722,0.014066,53.35,52.61,1199191,20190723
300546,20190722,0.010105,23.99,23.75,913187,20190723
300699,20190722,0.006829,36.86,36.61,3705983,20190723
300699,20190722,0.006829,36.86,36.61,3705983,20190723
300699,20190722,0.006829,36.86,36.61,3705983,20190723
300420,20190722,0,5.11,5.11,6239910,20190723
300633,20190722,-0.000386,25.9,25.91,971400,20190723
688016,20190722,-0.066393,147.79,158.3,6266484,20190723
300331,20190723,0.0478,19.29,18.41,3724071,20190724
300418,20190723,0.018096,12.94,12.71,12246475,20190724
300418,20190723,0.018096,12.94,12.71,12246475,20190724
300015,20190723,0.002664,30.11,30.03,9213429,20190724
300146,20190723,-0.003309,18.07,18.13,12961497,20190724
688019,20190724,0.097268,200.8,183,5921301,20190725
688006,20190724,0.072774,54.1,50.43,15197383,20190725
688333,20190724,0.044565,71.02,67.99,9534023,20190725
688088,20190724,0.042178,64.49,61.88,14641038,20190725
688009,20190724,0.040196,10.61,10.2,351993481,20190725
300655,20190724,0.023684,19.45,19,16245986,20190725
688029,20190724,0.016877,130.75,128.58,11089888,20190725
300568,20190724,0.001832,27.35,27.3,3539780,20190725
300418,20190724,0.000773,12.95,12.94,7955596,20190725
300413,20190724,0.000263,38,37.99,2462827,20190725
300450,20190724,-0.002509,35.78,35.87,4016594,20190725
300616,20190724,-0.00327,79.24,79.5,362133,20190725
300012,20190724,-0.005263,11.34,11.4,8366200,20190725
300012,20190724,-0.005263,11.34,11.4,8366200,20190725
300602,20190724,-0.006211,28.8,28.98,7404774,20190725
300782,20190724,-0.054441,231,244.3,4504140,20190725
300523,20190725,0.038357,34.38,33.11,2177889,20190726
300572,20190725,0.002392,46.1,45.99,1129862,20190726
300229,20190725,0,10.3,10.3,3324457,20190726
300037,20190725,-0.011724,22.76,23.03,2256900,20190726
300609,20190725,-0.018144,33.01,33.62,464695,20190726
300572,20190726,0.016486,46.86,46.1,1206607,20190729
300572,20190726,0.016486,46.86,46.1,1206607,20190729
300457,20190726,0.014938,24.46,24.1,3770454,20190729
300788,20190726,0.010755,43.23,42.77,12847402,20190729
300016,20190726,0.009585,9.48,9.39,13062106,20190729
300016,20190726,0.009585,9.48,9.39,13062106,20190729
300635,20190726,0.003788,18.55,18.48,6661203,20190729
300369,20190726,-0.005769,15.51,15.6,4933666,20190729
300451,20190726,-0.007746,14.09,14.2,9720003,20190729
300568,20190726,-0.016352,27.07,27.52,3828598,20190729
300357,20190726,-0.019095,31.85,32.47,3020709,20190729
300788,20190726,0.010755,43.23,42.77,12847402,20190729
300635,20190726,0.003788,18.55,18.48,6661203,20190729
300059,20190726,-0.018789,14.1,14.37,151123254,20190729
300308,20190729,0.06984,40.9,38.23,10001555,20190730
300692,20190729,0.053464,13.99,13.28,7000350,20190730
300059,20190729,0.029787,14.52,14.1,271812884,20190730
300059,20190729,0.029787,14.52,14.1,271812884,20190730
300059,20190729,0.029787,14.52,14.1,271812884,20190730
300059,20190729,0.029787,14.52,14.1,271812884,20190730
300059,20190729,0.029787,14.52,14.1,271812884,20190730
300059,20190729,0.029787,14.52,14.1,271812884,20190730
300572,20190729,0.022834,47.93,46.86,1408692,20190730
300094,20190729,0.016241,4.38,4.31,6452540,20190730
300570,20190729,0.002083,28.86,28.8,5199452,20190730
300699,20190729,-0.001845,37.88,37.95,4062331,20190730
300352,20190729,-0.00369,5.4,5.42,24037663,20190730
300661,20190729,-0.014667,110.85,112.5,952613,20190730
300114,20190729,-0.028101,10.03,10.32,15299983,20190730
688009,20190730,0.009775,10.33,10.23,203908274,20190731
300059,20190730,0.002066,14.55,14.52,147595969,20190731
300059,20190730,0.002066,14.55,14.52,147595969,20190731
300059,20190730,0.002066,14.55,14.52,147595969,20190731
300124,20190730,0.00201,24.92,24.87,4093292,20190731
300037,20190730,-0.003906,22.95,23.04,3596493,20190731
300037,20190730,-0.003906,22.95,23.04,3596493,20190731
300037,20190730,-0.003906,22.95,23.04,3596493,20190731
300037,20190730,-0.003906,22.95,23.04,3596493,20190731
300037,20190730,-0.003906,22.95,23.04,3596493,20190731
300037,20190730,-0.003906,22.95,23.04,3596493,20190731
300037,20190730,-0.003906,22.95,23.04,3596493,20190731
300037,20190730,-0.003906,22.95,23.04,3596493,20190731
300037,20190730,-0.003906,22.95,23.04,3596493,20190731
300685,20190730,-0.004098,48.61,48.81,1324803,20190731
300685,20190730,-0.004098,48.61,48.81,1324803,20190731
300685,20190730,-0.004098,48.61,48.81,1324803,20190731
300673,20190730,-0.017033,25.97,26.42,895426,20190731
300673,20190730,-0.017033,25.97,26.42,895426,20190731
300673,20190730,-0.017033,25.97,26.42,895426,20190731
300284,20190730,-0.02589,9.03,9.27,9871132,20190731
300284,20190730,-0.02589,9.03,9.27,9871132,20190731
300284,20190730,-0.02589,9.03,9.27,9871132,20190731
300284,20190730,-0.02589,9.03,9.27,9871132,20190731
300284,20190730,-0.02589,9.03,9.27,9871132,20190731
300251,20190730,-0.026559,8.43,8.66,39690299,20190731
300463,20190731,0.041391,23.65,22.71,6523813,20190801
300463,20190731,0.041391,23.65,22.71,6523813,20190801
300463,20190731,0.041391,23.65,22.71,6523813,20190801
300322,20190731,0.040422,17.76,17.07,32465524,20190801
300037,20190731,0.029194,23.62,22.95,8123693,20190801
300037,20190731,0.029194,23.62,22.95,8123693,20190801
300037,20190731,0.029194,23.62,22.95,8123693,20190801
300037,20190731,0.029194,23.62,22.95,8123693,20190801
688012,20190731,0.029046,91.05,88.48,16036874,20190801
300363,20190731,0.028302,10.9,10.6,20472314,20190801
300673,20190731,0.015402,26.37,25.97,981760,20190801
300673,20190731,0.015402,26.37,25.97,981760,20190801
300146,20190731,0.005198,19.34,19.24,13407718,20190801
300146,20190731,0.005198,19.34,19.24,13407718,20190801
300146,20190731,0.005198,19.34,19.24,13407718,20190801
300146,20190731,0.005198,19.34,19.24,13407718,20190801
300146,20190731,0.005198,19.34,19.24,13407718,20190801
300146,20190731,0.005198,19.34,19.24,13407718,20190801
300422,20190731,0.005128,11.76,11.7,4798566,20190801
300284,20190731,0.003322,9.06,9.03,3198800,20190801
300685,20190731,0.003086,48.76,48.61,912563,20190801
300347,20190731,-0.005195,49.79,50.05,2928436,20190801
300497,20190731,-0.007051,15.49,15.6,4100994,20190801
300059,20190731,-0.00756,14.44,14.55,160403311,20190801
300070,20190731,-0.007576,6.55,6.6,11352463,20190801
300661,20190731,-0.009041,112.9,113.93,1107066,20190801
300123,20190731,-0.010936,8.14,8.23,16630094,20190801
300197,20190731,-0.012195,3.24,3.28,7784818,20190801
300094,20190731,-0.013889,4.26,4.32,3663210,20190801
300759,20190731,-0.015752,34.99,35.55,1413592,20190801
300759,20190731,-0.015752,34.99,35.55,1413592,20190801
300572,20190731,-0.023275,47,48.12,1187604,20190801
300414,20190731,-0.025923,12.4,12.73,8234250,20190801
688007,20190801,0.052983,52.07,49.45,31969478,20190802
300420,20190801,0.048822,6.23,5.94,69616293,20190802
300034,20190801,0.006301,15.97,15.87,7566604,20190802
300094,20190801,0.004695,4.28,4.26,7037960,20190802
300496,20190801,-0.005573,32.12,32.3,8973327,20190802
300443,20190801,-0.007143,13.9,14,1910487,20190802
300284,20190801,-0.00883,8.98,9.06,5358082,20190802
300761,20190801,-0.015128,63.8,64.78,4646626,20190802
300322,20190801,-0.015766,17.48,17.76,33529525,20190802
300685,20190801,-0.017432,47.91,48.76,1249380,20190802
300487,20190801,-0.021407,32,32.7,1820890,20190802
300123,20190801,-0.023342,7.95,8.14,26325205,20190802
300016,20190801,-0.028169,8.97,9.23,9080021,20190802
300686,20190801,-0.033668,16.36,16.93,12344242,20190802
300363,20190802,0.033708,11.04,10.68,13974695,20190805
300443,20190802,0.025899,14.26,13.9,3231176,20190805
300146,20190802,0.008421,19.16,19,15687613,20190805
300416,20190802,0.006151,19.63,19.51,1801550,20190805
300428,20190802,-0.000812,12.3,12.31,2786828,20190805
300578,20190802,-0.010651,24.15,24.41,2082607,20190805
300253,20190802,-0.014184,13.9,14.1,27306699,20190805
300253,20190802,-0.014184,13.9,14.1,27306699,20190805
300699,20190802,-0.014667,36.95,37.5,4761516,20190805
300136,20190802,-0.015564,27.83,28.27,48302815,20190805
300759,20190802,-0.01562,34.03,34.57,898600,20190805
300316,20190802,-0.015789,13.09,13.3,26271451,20190805
300420,20190802,-0.017657,6.12,6.23,43866331,20190805
300770,20190802,-0.018123,75.31,76.7,449600,20190805
300322,20190802,-0.021167,17.11,17.48,29271268,20190805
300122,20190802,-0.030088,43.84,45.2,7471958,20190805
300142,20190802,-0.035924,26.3,27.28,10299306,20190805
300387,20190802,0.007035,10.02,9.95,1457619,20190805
300601,20190802,-0.017471,61.86,62.96,2888400,20190805
300552,20190805,0.038043,34.38,33.12,7818302,20190806
300322,20190805,0.012274,17.32,17.11,32983209,20190806
300584,20190805,0.011371,30.24,29.9,2156852,20190806
300584,20190805,0.011371,30.24,29.9,2156852,20190806
300463,20190805,-0.004566,21.8,21.9,3068759,20190806
300601,20190805,-0.007113,61.42,61.86,4458794,20190806
300601,20190805,-0.007113,61.42,61.86,4458794,20190806
300601,20190805,-0.007113,61.42,61.86,4458794,20190806
300601,20190805,-0.007113,61.42,61.86,4458794,20190806
300122,20190805,-0.013686,43.24,43.84,7766632,20190806
300037,20190805,-0.022848,23.95,24.51,8830126,20190806
300537,20190805,-0.028952,16.77,17.27,15565532,20190806
300046,20190805,-0.040957,18.03,18.8,4618836,20190806
300388,20190805,-0.042391,8.81,9.2,5042624,20190806
300552,20190806,0.020361,35.08,34.38,6751099,20190807
300223,20190806,0.01553,38.58,37.99,16792098,20190807
300584,20190806,0.000992,30.27,30.24,2020300,20190807
300348,20190806,0.000789,12.68,12.67,9048403,20190807
300348,20190806,0.000789,12.68,12.67,9048403,20190807
300348,20190806,0.000789,12.68,12.67,9048403,20190807
300348,20190806,0.000789,12.68,12.67,9048403,20190807
300348,20190806,0.000789,12.68,12.67,9048403,20190807
300284,20190806,-0.010321,8.63,8.72,1627592,20190807
300685,20190806,-0.011747,46.27,46.82,1152622,20190807
300498,20190806,-0.016933,41.8,42.52,29721026,20190807
300653,20190806,-0.020776,60.8,62.09,811300,20190807
300123,20190806,-0.085482,6.74,7.37,40794235,20190807
300348,20190807,0.071767,13.59,12.68,17619991,20190808
300348,20190807,0.071767,13.59,12.68,17619991,20190808
300348,20190807,0.071767,13.59,12.68,17619991,20190808
300601,20190807,0.040752,66.4,63.8,6118586,20190808
300584,20190807,0.024447,31.01,30.27,1459250,20190808
300616,20190807,0.015391,78.51,77.32,249242,20190808
300223,20190807,0.002851,38.69,38.58,13175430,20190808
688008,20190807,-0.008088,78.49,79.13,15390115,20190808
300232,20190807,-0.012723,7.76,7.86,13748895,20190808
300631,20190807,-0.028053,17.67,18.18,3153483,20190808
300420,20190807,-0.03752,5.9,6.13,37262979,20190808
688006,20190807,-0.098928,66.4,73.69,12044702,20190808
300568,20190808,0.027206,26.43,25.73,5287889,20190809
300568,20190808,0.027206,26.43,25.73,5287889,20190809
300568,20190808,0.027206,26.43,25.73,5287889,20190809
300568,20190808,0.027206,26.43,25.73,5287889,20190809
300568,20190808,0.027206,26.43,25.73,5287889,20190809
300285,20190808,0.019427,19.94,19.56,16914244,20190809
300285,20190808,0.019427,19.94,19.56,16914244,20190809
300285,20190808,0.019427,19.94,19.56,16914244,20190809
300567,20190808,0.006498,46.47,46.17,3031655,20190809
300567,20190808,0.006498,46.47,46.17,3031655,20190809
300759,20190808,0.003452,34.88,34.76,2490377,20190809
300457,20190808,0.000419,23.86,23.85,1866950,20190809
300347,20190808,-0.000553,54.2,54.23,4067212,20190809
688188,20190808,-0.005618,242.51,243.88,8760196,20190809
300497,20190808,-0.007591,14.38,14.49,3564596,20190809
300699,20190808,-0.013881,34.1,34.58,3162935,20190809
300655,20190808,-0.022556,16.9,17.29,5070908,20190809
300253,20190808,-0.023055,13.56,13.88,17074899,20190809
300570,20190808,-0.048553,28.61,30.07,9011020,20190809
300570,20190808,-0.048553,28.61,30.07,9011020,20190809
300570,20190809,0.086333,31.08,28.61,8478438,20190812
300496,20190809,0.051799,33.91,32.24,12275566,20190812
300496,20190809,0.051799,33.91,32.24,12275566,20190812
300496,20190809,0.051799,33.91,32.24,12275566,20190812
300496,20190809,0.051799,33.91,32.24,12275566,20190812
300496,20190809,0.051799,33.91,32.24,12275566,20190812
300567,20190809,0.047558,48.68,46.47,3501612,20190812
300552,20190809,0.046506,39.83,38.06,5945481,20190812
300253,20190809,0.044985,14.17,13.56,20897457,20190812
300563,20190809,0.0425,29.19,28,1948662,20190812
300495,20190809,0.021395,12.89,12.62,23453866,20190812
300285,20190809,0.019057,20.32,19.94,11772484,20190812
300285,20190809,0.019057,20.32,19.94,11772484,20190812
300263,20190809,0.016949,4.2,4.13,10158199,20190812
300568,20190809,0.007946,26.64,26.43,4186640,20190812
300423,20190809,0.006969,14.45,14.35,2320338,20190812
300601,20190809,0.0044,66.2,65.91,3213827,20190812
300601,20190809,0.0044,66.2,65.91,3213827,20190812
300590,20190809,0.070292,32.28,30.16,4811629,20190812
300578,20190809,0.036435,23.61,22.78,3110180,20190812
300546,20190809,0.031858,23.32,22.6,954340,20190812
300285,20190809,0.019057,20.32,19.94,11772484,20190812
300566,20190812,0.100186,23.72,21.56,8773280,20190813
300525,20190812,0.030882,21.03,20.4,2229397,20190813
300659,20190812,0.029243,35.9,34.88,1657506,20190813
300347,20190812,0.015967,54.72,53.86,4216006,20190813
300459,20190812,0.008439,2.39,2.37,28216870,20190813
300226,20190812,0.00676,72.98,72.49,1707280,20190813
300226,20190812,0.00676,72.98,72.49,1707280,20190813
300226,20190812,0.00676,72.98,72.49,1707280,20190813
300215,20190812,-0.009554,6.22,6.28,2760545,20190813
300423,20190812,-0.010381,14.3,14.45,2109999,20190813
300685,20190812,-0.015385,47.36,48.1,1536888,20190813
300449,20190812,-0.021951,8.02,8.2,6013107,20190813
300567,20190812,-0.032662,47.09,48.68,3920870,20190813
300348,20190812,-0.037873,13.21,13.73,11803590,20190813
300037,20190813,0.044312,24.51,23.47,8668706,20190814
300031,20190813,0.022556,10.88,10.64,4311020,20190814
300031,20190813,0.022556,10.88,10.64,4311020,20190814
300511,20190813,0.010403,7.77,7.69,3948832,20190814
300082,20190813,0.00349,5.75,5.73,2093615,20190814
300690,20190813,0.000378,26.47,26.46,5371554,20190814
300394,20190813,-0.005091,33.22,33.39,5274871,20190814
300394,20190813,-0.005091,33.22,33.39,5274871,20190814
300394,20190813,-0.005091,33.22,33.39,5274871,20190814
300394,20190813,-0.005091,33.22,33.39,5274871,20190814
300483,20190813,-0.011077,38.39,38.82,980737,20190814
300450,20190813,-0.011786,33.54,33.94,5989176,20190814
300450,20190813,-0.011786,33.54,33.94,5989176,20190814
300450,20190813,-0.011786,33.54,33.94,5989176,20190814
300450,20190813,-0.011786,33.54,33.94,5989176,20190814
300450,20190813,-0.011786,33.54,33.94,5989176,20190814
300450,20190813,-0.011786,33.54,33.94,5989176,20190814
300450,20190813,-0.011786,33.54,33.94,5989176,20190814
300450,20190813,-0.011786,33.54,33.94,5989176,20190814
300226,20190813,-0.013428,72,72.98,2091342,20190814
300782,20190813,-0.056655,267.91,284,3595227,20190814
300448,20190814,0.033167,6.23,6.03,16553289,20190815
300568,20190814,0.013255,27.52,27.16,4413159,20190815
300523,20190814,0.011256,34.14,33.76,910179,20190815
300054,20190814,0.010178,7.94,7.86,8935096,20190815
300450,20190814,0.001789,33.6,33.54,4258363,20190815
300450,20190814,0.001789,33.6,33.54,4258363,20190815
300450,20190814,0.001789,33.6,33.54,4258363,20190815
300041,20190814,0.001081,9.26,9.25,3807302,20190815
300604,20190815,0.100198,22.18,20.16,21702409,20190816
300639,20190815,0.043098,16.7,16.01,13408294,20190816
300568,20190815,0.034157,28.46,27.52,7251690,20190816
300357,20190815,0.022052,34.76,34.01,4230882,20190816
300357,20190815,0.022052,34.76,34.01,4230882,20190816
300357,20190815,0.022052,34.76,34.01,4230882,20190816
300357,20190815,0.022052,34.76,34.01,4230882,20190816
300357,20190815,0.022052,34.76,34.01,4230882,20190816
300357,20190815,0.022052,34.76,34.01,4230882,20190816
300385,20190815,0.02029,14.08,13.8,7417864,20190816
300783,20190815,0.017718,43.08,42.33,8568849,20190816
300384,20190815,0.012234,15.72,15.53,2235907,20190816
300276,20190815,0.006198,9.74,9.68,16168550,20190816
300377,20190815,0.004941,10.17,10.12,10895377,20190816
300377,20190815,0.004941,10.17,10.12,10895377,20190816
300020,20190815,0.004813,8.35,8.31,16632388,20190816
300043,20190815,0.004107,4.89,4.87,14834874,20190816
300628,20190815,0.003416,58.75,58.55,2830956,20190816
300628,20190815,0.003416,58.75,58.55,2830956,20190816
300628,20190815,0.003416,58.75,58.55,2830956,20190816
300036,20190815,0.002439,16.44,16.4,13462294,20190816
300036,20190815,0.002439,16.44,16.4,13462294,20190816
300523,20190815,-0.002929,34.04,34.14,791894,20190816
300747,20190815,-0.00342,84.51,84.8,1008604,20190816
300316,20190815,-0.007326,13.55,13.65,21810903,20190816
300590,20190815,-0.007905,32.63,32.89,4131759,20190816
300590,20190815,-0.007905,32.63,32.89,4131759,20190816
300590,20190815,-0.007905,32.63,32.89,4131759,20190816
300078,20190815,-0.008189,10.9,10.99,19839284,20190816
300274,20190815,-0.008876,10.05,10.14,15850836,20190816
300274,20190815,-0.008876,10.05,10.14,15850836,20190816
300274,20190815,-0.008876,10.05,10.14,15850836,20190816
300274,20190815,-0.008876,10.05,10.14,15850836,20190816
300274,20190815,-0.008876,10.05,10.14,15850836,20190816
300274,20190815,-0.008876,10.05,10.14,15850836,20190816
300394,20190815,-0.009009,33,33.3,5487100,20190816
300450,20190815,-0.011607,33.21,33.6,5514966,20190816
300450,20190815,-0.011607,33.21,33.6,5514966,20190816
300450,20190815,-0.011607,33.21,33.6,5514966,20190816
300383,20190816,0.100214,20.53,18.66,43099736,20190819
300383,20190816,0.100214,20.53,18.66,43099736,20190819
300383,20190816,0.100214,20.53,18.66,43099736,20190819
300383,20190816,0.100214,20.53,18.66,43099736,20190819
300661,20190816,0.099992,132.89,120.81,1728672,20190819
300661,20190816,0.099992,132.89,120.81,1728672,20190819
300661,20190816,0.099992,132.89,120.81,1728672,20190819
300628,20190816,0.089362,64,58.75,5871487,20190819
300628,20190816,0.089362,64,58.75,5871487,20190819
300628,20190816,0.089362,64,58.75,5871487,20190819
300773,20190816,0.067481,58.53,54.83,6986012,20190819
300773,20190816,0.067481,58.53,54.83,6986012,20190819
300590,20190816,0.067423,34.83,32.63,6054204,20190819
300608,20190816,0.059888,16.99,16.03,2191940,20190819
300608,20190816,0.059888,16.99,16.03,2191940,20190819
300747,20190816,0.051,88.82,84.51,2141377,20190819
300036,20190816,0.04927,17.25,16.44,16627941,20190819
300036,20190816,0.04927,17.25,16.44,16627941,20190819
300274,20190816,0.046766,10.52,10.05,25221793,20190819
300274,20190816,0.046766,10.52,10.05,25221793,20190819
300657,20190816,0.042713,36.13,34.65,8538369,20190819
300094,20190816,0.042184,4.2,4.03,8502361,20190819
300607,20190816,0.041134,41.51,39.87,3209068,20190819
300639,20190816,0.038922,17.35,16.7,13943902,20190819
300481,20190816,0.038298,14.64,14.1,6939829,20190819
300649,20190816,0.037094,20.13,19.41,1383700,20190819
300723,20190816,0.033184,39.23,37.97,1472013,20190819
300703,20190816,0.029851,10.35,10.05,9221653,20190819
300450,20190816,0.02981,34.2,33.21,13577757,20190819
300398,20190816,0.028594,13.31,12.94,9048386,20190819
300398,20190816,0.028594,13.31,12.94,9048386,20190819
300759,20190816,0.024697,42.32,41.3,8818730,20190819
300759,20190816,0.024697,42.32,41.3,8818730,20190819
300759,20190816,0.024697,42.32,41.3,8818730,20190819
300088,20190816,0.023022,7.11,6.95,324748937,20190819
300078,20190816,0.022936,11.15,10.9,21944321,20190819
300357,20190816,0.019275,35.43,34.76,3691629,20190819
300568,20190816,0.014758,28.88,28.46,6130709,20190819
300012,20190816,0.012831,12.63,12.47,22387963,20190819
300012,20190816,0.012831,12.63,12.47,22387963,20190819
300012,20190816,0.012831,12.63,12.47,22387963,20190819
300012,20190816,0.012831,12.63,12.47,22387963,20190819
300012,20190816,0.012831,12.63,12.47,22387963,20190819
300012,20190816,0.012831,12.63,12.47,22387963,20190819
300012,20190816,0.012831,12.63,12.47,22387963,20190819
300014,20190816,0.007368,34.18,33.93,30660276,20190819
300014,20190816,0.007368,34.18,33.93,30660276,20190819
300014,20190816,0.007368,34.18,33.93,30660276,20190819
300014,20190816,0.007368,34.18,33.93,30660276,20190819
300014,20190816,0.007368,34.18,33.93,30660276,20190819
300365,20190816,0.002274,13.22,13.19,16937968,20190819
300365,20190816,0.002274,13.22,13.19,16937968,20190819
