qid_date,stock_code,Unnamed: 0,real_return,prediction,close,pclose,new_close
20191206,796,125066,0.016189,0.29715493,8.16,8.03,8.16
20191206,2683,125067,0.00918,0.8953089,15.39,15.25,15.39
20191206,603881,125068,0.008861,0.22008221,38.71,38.37,38.71
20191206,603505,125069,0.007932,-0.329806,19.06,18.91,19.06
20191206,600882,125070,-0.002941,-0.17581524,13.56,13.6,13.56
20191206,2838,125071,-0.005576,0.52912706,10.7,10.76,10.7
20191206,603496,125072,-0.01629,-0.828011,21.74,22.1,21.74
20191206,625,125073,-0.018116,-0.10646923,8.13,8.28,8.13
20191206,603160,125074,0.075612,0.85652107,213.95,198.91,213.95
20191206,2156,125075,0.070045,1.5208069,14.36,13.42,14.36
20191206,2157,125076,0.049553,1.1759808,15.25,14.53,15.25
20191206,600782,125077,0.029046,0.61456746,4.96,4.82,4.96
20191206,600887,125078,0.019835,1.3305856,30.85,30.25,30.85
20191206,600176,125079,0.017112,1.1296582,9.51,9.35,9.51
20191206,601636,125080,0.013699,0.526841,4.44,4.38,4.44
20191206,2396,125081,0.012871,1.1912053,36.2,35.74,36.2
20191206,2957,125082,0.008012,0.30385962,32.71,32.45,32.71
20191206,600271,125083,0.003321,-0.113243476,21.15,21.08,21.15
20191206,600104,125084,-0.003077,-1.3799318,22.68,22.75,22.68
20191206,2594,125085,-0.00755,-2.0026946,43.38,43.71,43.38
20191206,603879,125086,-0.017544,-1.6144454,11.76,11.97,11.76
20191209,2449,125087,0.069364,1.3604379,12.95,12.11,12.95
20191209,603501,125088,0.059235,2.3460515,154.5,145.86,154.5
20191209,603313,125089,0.034848,0.61061627,20.49,19.8,20.49
20191209,600570,125090,0.034325,2.255203,76.84,74.29,76.84
20191209,600409,125091,0.028319,1.4281121,5.81,5.65,5.81
20191209,603662,125092,0.022406,1.3844769,47.0,45.97,47.0
20191209,2695,125093,0.017912,1.7401197,16.48,16.19,16.48
20191209,601155,125094,0.010929,1.8775744,37.0,36.6,37.0
20191209,2254,125095,0.010387,0.74166626,10.7,10.59,10.7
20191209,977,125096,0.010361,1.1401048,32.18,31.85,32.18
20191209,2216,125097,0.010161,0.95759904,11.93,11.81,11.93
20191209,2938,125098,0.007842,-0.25089744,50.12,49.73,50.12
20191209,2014,125099,0.006881,0.8411279,8.78,8.72,8.78
20191209,603722,125100,0.006692,0.7580537,24.07,23.91,24.07
20191209,601615,125101,0.006499,0.3149615,12.39,12.31,12.39
20191209,601615,125102,0.006499,-0.45373142,12.39,12.31,12.39
20191209,601615,125103,0.006499,0.55776936,12.39,12.31,12.39
20191209,2756,125104,0.004266,0.37195495,16.48,16.41,16.48
20191209,596,125105,0.003024,0.57418394,122.72,122.35,122.72
20191209,8,125106,0.002725,0.3284809,3.68,3.67,3.68
20191209,2594,125107,0.001153,-0.104775056,43.43,43.38,43.43
20191209,651,125108,0.000161,-0.17996198,62.16,62.15,62.16
20191209,507,125109,0.0,-2.2147841,6.18,6.18,6.18
20191209,601238,125110,-0.000875,0.018747298,11.42,11.43,11.42
20191209,601238,125111,-0.000875,-0.6939695,11.42,11.43,11.42
20191209,69,125112,-0.001408,-2.7776473,7.09,7.1,7.09
